image_id,label,fold,ctype,pred_clean,pred_testlike,v2_clean,v2_corrupt,v2_ok,v3_ok,sib_same,sib_diff,margin,gain,margin_bin
kdPAng3j.jpg,lampung,0,page,lampung,lampung,lampung,lampung,True,True,0.7345135,0.76933837,-0.03482485,0,"(-1.0, 0.0]"
NZrTPBsT.jpg,jawa,0,page,jawa,jawa,jawa,jawa,True,True,0.7455298,0.777791,-0.032261252,0,"(-1.0, 0.0]"
qyPXddz2.jpg,pegon,0,page,pegon,pegon,pegon,pegon,True,True,0.8266899,0.7523253,0.0743646,0,"(0.05, 0.1]"
kne37dqn.jpg,jawa,0,page,jawa,jawa,jawa,jawa,True,True,0.78484863,0.7088959,0.07595271,0,"(0.05, 0.1]"
Zm78KvRV.jpg,pegon,0,page,pegon,pegon,pegon,pegon,True,True,0.79285526,0.8181815,-0.025326252,0,"(-1.0, 0.0]"
9N5DsZPR.jpg,lampung,0,page,lampung,lampung,lampung,lampung,True,True,0.87004983,0.7786083,0.09144151,0,"(0.05, 0.1]"
Bz01Prso.jpg,jawi,0,page,jawi,jawi,jawi,jawi,True,True,0.4597718,0.7845573,-0.32478547,0,"(-1.0, 0.0]"
P7pWofbr.jpg,jawa,0,page,jawa,jawa,jawa,jawa,True,True,0.85082734,0.8617703,-0.010942936,0,"(-1.0, 0.0]"
Upp8Rm0A.jpg,jawa,0,page,jawa,jawa,jawa,jawa,True,True,0.77268636,0.7858207,-0.01313436,0,"(-1.0, 0.0]"
p1KvJOpI.jpg,jawa,0,page,jawa,jawa,jawa,jawa,True,True,0.8249068,0.85038626,-0.025479436,0,"(-1.0, 0.0]"
zserujX8.jpg,bali,1,page,bali,bali,bali,bali,True,True,0.68410003,0.7583419,-0.07424188,0,"(-1.0, 0.0]"
AlMtohM9.jpg,jawi,1,page,jawi,jawi,jawi,jawi,True,True,0.7161716,0.650635,0.06553662,0,"(0.05, 0.1]"
3uZ754oe.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True,0.72210157,0.70440614,0.017695427,0,"(0.0, 0.05]"
9QkzJWYC.png,bali,1,page,bali,bali,bali,bali,True,True,0.3479814,0.619101,-0.2711196,0,"(-1.0, 0.0]"
H8tMgkXB.png,bali,1,page,bali,bali,bali,bali,True,True,0.7039628,0.7069546,-0.0029917955,0,"(-1.0, 0.0]"
mS2kZ8fi.jpg,bali,1,page,bali,bali,bali,bali,True,True,0.6997112,0.6086329,0.09107828,0,"(0.05, 0.1]"
J5rUUjOm.jpg,lontara,1,page,lontara,lontara,lontara,lontara,True,True,0.5931283,0.6591126,-0.06598425,0,"(-1.0, 0.0]"
BH0R4c3B.jpg,bali,1,page,bali,bali,bali,bali,True,True,0.44859922,0.55436397,-0.10576475,0,"(-1.0, 0.0]"
1zxp9geQ.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True,0.69962436,0.7817541,-0.08212972,0,"(-1.0, 0.0]"
nGhp8rvR.jpg,lontara,1,page,lontara,lontara,lontara,lontara,True,True,0.5352417,0.6602058,-0.12496406,0,"(-1.0, 0.0]"
cM7aMsIP.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True,0.6096429,0.67711055,-0.06746763,0,"(-1.0, 0.0]"
tviyv7W0.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True,0.2932258,0.31599236,-0.02276656,0,"(-1.0, 0.0]"
KQn86KbN.jpg,bali,1,page,lampung,lampung,jawa,bali,False,False,0.7522711,0.90755713,-0.15528601,0,"(-1.0, 0.0]"
wBLg71Yy.png,lontara,1,page,pegon,pegon,lontara,lontara,True,False,0.5086583,0.51879,-0.010131717,-1,"(-1.0, 0.0]"
fuuZiyNB.jpg,lontara,1,page,lontara,lontara,lontara,lontara,True,True,0.8415116,0.8176576,0.023854017,0,"(0.0, 0.05]"
Ymh2tbFw.png,bali,1,page,bali,bali,bali,bali,True,True,0.44595495,0.738633,-0.29267803,0,"(-1.0, 0.0]"
WWCrZrGd.jpg,bali,1,page,jawa,jawa,jawa,jawa,False,False,0.612076,0.70970875,-0.097632766,0,"(-1.0, 0.0]"
lkZUfCn0.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True,0.74247897,0.68023086,0.06224811,0,"(0.05, 0.1]"
WCHCFDE6.jpg,jawi,1,page,jawi,jawi,jawi,jawa,True,True,0.5352663,0.6934968,-0.15823054,0,"(-1.0, 0.0]"
lUuAU6E8.jpg,jawi,1,page,pegon,pegon,pegon,pegon,False,False,0.7538672,0.8517077,-0.09784049,0,"(-1.0, 0.0]"
05E6cN2H.jpg,bali,1,page,bali,bali,bali,bali,True,True,0.7276878,0.78758395,-0.05989617,0,"(-1.0, 0.0]"
bv4i3Hy5.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True,0.70569324,0.7149303,-0.009237051,0,"(-1.0, 0.0]"
7gXMJG6J.webp,lontara,1,page,lontara,lontara,lontara,lontara,True,True,0.76175904,0.741793,0.019966066,0,"(0.0, 0.05]"
f9cIdnQp.jpg,sunda,1,page,pegon,pegon,jawa,jawa,False,False,0.5746004,0.9698494,-0.395249,0,"(-1.0, 0.0]"
ze6LVt3f.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True,0.68076956,0.6567431,0.024026453,0,"(0.0, 0.05]"
Q5TmKwnk.jpg,pegon,1,page,pegon,pegon,pegon,pegon,True,True,0.82952845,0.79297864,0.036549807,0,"(0.0, 0.05]"
drKaI6XR.jpg,pegon,1,page,pegon,pegon,pegon,pegon,True,True,0.86108613,0.7976823,0.063403845,0,"(0.05, 0.1]"
kI1F48fG.jpg,sunda,1,page,sunda,sunda,sunda,jawa,True,True,0.69774234,0.89958334,-0.201841,0,"(-1.0, 0.0]"
QXjb5GEa.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True,0.88266474,0.8521222,0.030542552,0,"(0.0, 0.05]"
2v8NSzWR.jpg,pegon,1,page,pegon,pegon,jawi,pegon,False,True,0.7137239,0.69147176,0.022252142,1,"(0.0, 0.05]"
9l4LMazG.png,lontara,1,page,lontara,lontara,lontara,jawa,True,True,0.47980934,0.671358,-0.19154865,0,"(-1.0, 0.0]"
KpRcwnvc.jpg,lontara,1,page,lontara,lontara,lontara,lontara,True,True,0.5310594,0.5391544,-0.008095026,0,"(-1.0, 0.0]"
0lPkokiG.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True,0.6416691,0.6107048,0.030964315,0,"(0.0, 0.05]"
lWqGfthg.jpg,jawi,1,page,jawi,jawi,pegon,pegon,False,True,0.8186812,0.7937211,0.0249601,1,"(0.0, 0.05]"
xoWpVy3M.jpg,bali,1,page,bali,bali,bali,bali,True,True,0.76550967,0.6362069,0.12930274,0,"(0.1, 1.0]"
wJLSOF58.jpg,lontara,1,page,lontara,lontara,lontara,lontara,True,True,0.56970555,0.6637761,-0.094070554,0,"(-1.0, 0.0]"
u3c9ZTqQ.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True,0.8043618,0.76014787,0.04421395,0,"(0.0, 0.05]"
0qieWTAa.jpg,pegon,1,page,pegon,pegon,pegon,jawa,True,True,0.6430466,0.662661,-0.019614398,0,"(-1.0, 0.0]"
Pwxovv4w.jpg,pegon,1,page,pegon,pegon,pegon,pegon,True,True,0.8375208,0.8221151,0.015405655,0,"(0.0, 0.05]"
W9YzgCDe.jpg,bali,1,page,bali,bali,bali,bali,True,True,0.7004193,0.71603537,-0.015616059,0,"(-1.0, 0.0]"
Jm77pTKe.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True,0.7283126,0.7524437,-0.02413106,0,"(-1.0, 0.0]"
RY9pKXN7.jpg,bali,1,page,bali,bali,bali,jawa,True,True,0.75035703,0.6963532,0.054003835,0,"(0.05, 0.1]"
zasgaCVk.jpg,pegon,1,page,jawi,jawi,jawi,jawi,False,False,0.56651396,0.75580084,-0.18928689,0,"(-1.0, 0.0]"
pL1TEs2W.webp,pegon,1,page,pegon,pegon,pegon,pegon,True,True,0.7864548,0.7351357,0.051319122,0,"(0.05, 0.1]"
9rr8VvDa.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True,0.8452932,0.8591872,-0.013893962,0,"(-1.0, 0.0]"
bgn3EjVU.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True,0.83649224,0.835892,0.0006002188,0,"(0.0, 0.05]"
tEXmYAkO.jpg,lontara,1,page,lontara,lontara,lontara,lontara,True,True,0.83796656,0.8791692,-0.041202664,0,"(-1.0, 0.0]"
EvWOEOgu.jpg,jawa,1,page,jawa,jawa,jawa,pegon,True,True,0.74063295,0.73142576,0.009207189,0,"(0.0, 0.05]"
z5dSF1Z0.jpg,jawi,1,page,jawi,jawi,jawi,jawi,True,True,0.77962446,0.7244475,0.055176973,0,"(0.05, 0.1]"
9D9NLBaF.jpg,sunda,1,page,lampung,lampung,jawa,pegon,False,False,0.7804785,0.883971,-0.1034925,0,"(-1.0, 0.0]"
4t6j7WDj.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True,0.6780484,0.7131771,-0.035128713,0,"(-1.0, 0.0]"
T5ThUHie.jpg,jawi,1,page,jawi,jawi,jawi,jawi,True,True,0.77140236,0.7720797,-0.0006773472,0,"(-1.0, 0.0]"
EYpmsJp4.jpg,bali,1,page,bali,bali,jawa,jawa,False,True,0.7632895,0.729192,0.034097493,1,"(0.0, 0.05]"
ArLIuehv.png,pegon,2,page,pegon,pegon,jawi,pegon,False,True,0.8206983,0.83102584,-0.010327518,1,"(-1.0, 0.0]"
JkcwfeWb.jpg,pegon,2,page,pegon,pegon,pegon,jawi,True,True,0.8000371,0.75869113,0.041345954,0,"(0.0, 0.05]"
18Yut8y2.jpg,sunda,2,page,sunda,sunda,sunda,jawa,True,True,0.5698909,0.60386264,-0.033971727,0,"(-1.0, 0.0]"
4cQJzJ58.jpg,pegon,2,page,pegon,pegon,pegon,pegon,True,True,0.8670191,0.8084707,0.05854839,0,"(0.05, 0.1]"
a4jh7wTT.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True,0.7290584,0.76463616,-0.035577774,0,"(-1.0, 0.0]"
db0c2Z4p.png,lampung,2,page,lampung,lampung,lampung,jawi,True,True,0.78126353,0.8074323,-0.026168764,0,"(-1.0, 0.0]"
HSPlRvu6.jpg,lontara,2,page,lontara,lontara,lontara,lontara,True,True,0.59693676,0.6868186,-0.08988184,0,"(-1.0, 0.0]"
7aDRp8vj.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True,0.8249068,0.8267492,-0.0018423796,0,"(-1.0, 0.0]"
aaGL9ufc.jpg,sunda,2,page,sunda,sunda,sunda,sunda,True,True,0.40004453,0.38230982,0.017734706,0,"(0.0, 0.05]"
Imsi27LU.jpg,lontara,2,page,lontara,lontara,lontara,lontara,True,True,0.52380884,0.64637053,-0.12256169,0,"(-1.0, 0.0]"
wE8el0Ro.jpg,pegon,2,page,pegon,pegon,pegon,pegon,True,True,0.66984564,0.66000557,0.009840071,0,"(0.0, 0.05]"
u6OG4OU1.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True,0.74063295,0.6520195,0.08861345,0,"(0.05, 0.1]"
TWaDlRbb.jpg,bali,2,page,bali,bali,bali,bali,True,True,0.68409985,0.74067557,-0.056575716,0,"(-1.0, 0.0]"
Qq8v0hKp.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True,0.8925641,0.8917671,0.0007970333,0,"(0.0, 0.05]"
zf8bKPv6.png,sunda,2,page,sunda,sunda,sunda,sunda,True,True,0.7013691,0.71368015,-0.012311041,0,"(-1.0, 0.0]"
iWeZ1ZEc.jpg,jawi,2,page,pegon,pegon,pegon,pegon,False,False,0.79237556,0.8238359,-0.031460345,0,"(-1.0, 0.0]"
8dfolTMF.jpg,jawi,2,page,jawi,jawi,pegon,pegon,False,True,0.765534,0.77866924,-0.013135254,1,"(-1.0, 0.0]"
AKUar1TE.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True,0.7885805,0.78758407,0.0009964108,0,"(0.0, 0.05]"
P5yudurv.jpg,lampung,2,page,lampung,lampung,lampung,lampung,True,True,0.3693224,0.538966,-0.16964361,0,"(-1.0, 0.0]"
cgV69blO.jpg,jawi,2,page,lampung,lampung,pegon,lampung,False,False,0.78697336,0.85038626,-0.063412905,0,"(-1.0, 0.0]"
pVaurMOE.png,sunda,2,page,sunda,sunda,sunda,sunda,True,True,0.69774246,0.81309456,-0.115352094,0,"(-1.0, 0.0]"
crv2qL3d.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True,0.81224823,0.8394644,-0.027216196,0,"(-1.0, 0.0]"
26CqbMpI.jpg,sunda,2,page,lampung,lampung,lampung,sunda,False,False,0.6577057,0.50931555,0.14839017,0,"(0.1, 1.0]"
9W5axwiz.jpg,pegon,2,page,pegon,pegon,pegon,pegon,True,True,0.7505267,0.7597469,-0.009220183,0,"(-1.0, 0.0]"
Etv2CI1N.webp,lampung,2,page,lampung,lampung,lampung,lampung,True,True,0.882665,0.81103945,0.07162553,0,"(0.05, 0.1]"
vFnuGssw.jpg,lampung,2,page,lampung,lampung,pegon,pegon,False,True,0.842023,0.8536895,-0.011666477,1,"(-1.0, 0.0]"
HEcsD6AX.png,bali,2,page,bali,bali,bali,bali,True,True,0.44595504,0.35427532,0.09167972,0,"(0.05, 0.1]"
WbYvLu7A.webp,pegon,2,page,pegon,pegon,pegon,pegon,True,True,0.75132143,0.69999635,0.051325083,0,"(0.05, 0.1]"
JEm2YNFD.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True,0.6961297,0.7328787,-0.036749005,0,"(-1.0, 0.0]"
79vWCUW8.jpg,lampung,2,page,lampung,lampung,lontara,lontara,False,True,0.5840777,0.678252,-0.094174266,1,"(-1.0, 0.0]"
GVqxMBMQ.jpg,bali,2,page,bali,bali,bali,bali,True,True,0.7503569,0.70440614,0.04595077,0,"(0.0, 0.05]"
QQXTSG81.jpg,lampung,2,page,lampung,lampung,lampung,sunda,True,True,0.88977206,0.8995833,-0.009811223,0,"(-1.0, 0.0]"
ge440A3b.jpg,lontara,2,page,lontara,lontara,lontara,lontara,True,True,0.62166107,0.75167525,-0.13001418,0,"(-1.0, 0.0]"
S2lydPJ3.jpg,pegon,2,page,pegon,pegon,pegon,pegon,True,True,0.78549814,0.77561444,0.009883702,0,"(0.0, 0.05]"
A3amnqqs.jpg,lampung,3,page,lampung,lampung,lampung,lampung,True,True,0.60089755,0.58976173,0.011135817,0,"(0.0, 0.05]"
VA317cEJ.jpg,pegon,3,page,pegon,pegon,pegon,pegon,True,True,0.6366002,0.65866315,-0.022062957,0,"(-1.0, 0.0]"
VObY0cqk.jpg,pegon,3,page,pegon,pegon,pegon,pegon,True,True,0.82952845,0.8238359,0.0056925416,0,"(0.0, 0.05]"
ZTjt1UNI.jpg,bali,3,page,bali,bali,lampung,bali,False,True,0.7522711,0.7953671,-0.043096006,1,"(-1.0, 0.0]"
L4cIkqat.jpg,bali,3,page,bali,bali,bali,bali,True,True,0.7282854,0.6319274,0.096358,0,"(0.05, 0.1]"
DOH3uoeR.jpg,bali,3,page,bali,bali,bali,jawa,True,True,0.5836249,0.7858206,-0.2021957,0,"(-1.0, 0.0]"
lPJpDgwW.jpg,bali,3,page,jawa,jawa,bali,jawa,True,False,0.76328933,0.68264854,0.08064079,-1,"(0.05, 0.1]"
Vz1nxIKv.png,jawi,3,page,pegon,pegon,jawi,pegon,True,False,0.74867165,0.7163249,0.032346725,-1,"(0.0, 0.05]"
vgRH3hfk.webp,lontara,3,page,lontara,lontara,lontara,lontara,True,True,0.8415116,0.83763134,0.0038802624,0,"(0.0, 0.05]"
FPo8eKNu.webp,jawa,3,page,jawa,jawa,jawa,jawa,True,True,0.78484863,0.72630817,0.058540463,0,"(0.05, 0.1]"
v0eRKhNN.jpg,lontara,3,page,lontara,lontara,pegon,pegon,False,True,0.64978033,0.7817541,-0.13197374,1,"(-1.0, 0.0]"
4rzA2cl1.jpg,bali,3,page,bali,bali,bali,bali,True,True,0.7063707,0.6917585,0.014612198,0,"(0.0, 0.05]"
IcMQ729U.jpg,bali,3,page,bali,bali,bali,bali,True,True,0.5893605,0.7088959,-0.119535446,0,"(-1.0, 0.0]"
aN9eOSXS.jpg,jawi,3,page,jawi,jawi,jawi,jawi,True,True,0.71622443,0.7432587,-0.027034283,0,"(-1.0, 0.0]"
5ghxWNyR.jpg,jawa,3,page,jawa,jawa,jawa,jawa,True,True,0.6705806,0.68681854,-0.016237915,0,"(-1.0, 0.0]"
EAumamZe.jpg,jawi,3,page,pegon,pegon,pegon,pegon,False,False,0.7714025,0.831026,-0.05962354,0,"(-1.0, 0.0]"
Qf2P4kf8.png,lontara,3,page,lontara,lontara,lontara,lontara,True,True,0.20731573,0.738633,-0.53131723,0,"(-1.0, 0.0]"
slg7fj6Y.jpg,lampung,3,page,lampung,lampung,lampung,lampung,True,True,0.96683836,0.8917671,0.075071275,0,"(0.05, 0.1]"
yH2Pop2c.jpg,jawi,3,page,jawi,jawi,pegon,pegon,False,True,0.79237556,0.81511724,-0.022741675,1,"(-1.0, 0.0]"
XhzyZXBX.jpg,pegon,3,page,pegon,pegon,pegon,pegon,True,True,0.84244823,0.7607899,0.08165836,0,"(0.05, 0.1]"
MDiV8shM.jpg,lampung,3,page,lampung,lampung,lampung,lampung,True,True,0.50711685,0.5871252,-0.08000833,0,"(-1.0, 0.0]"
goMVEr9M.jpg,jawi,3,page,pegon,pegon,jawi,pegon,True,False,0.71747214,0.7356206,-0.018148482,-1,"(-1.0, 0.0]"
nB7tdnSn.png,jawi,3,page,jawi,jawi,jawi,jawi,True,True,0.2592951,0.35427535,-0.09498024,0,"(-1.0, 0.0]"
bIVEz5kB.jpg,sunda,3,page,sunda,sunda,sunda,sunda,True,True,0.6577059,0.42143616,0.23626974,0,"(0.1, 1.0]"
4sQkkgkH.png,lampung,3,page,lampung,lampung,jawi,jawi,False,True,0.7457541,0.70982254,0.035931587,1,"(0.0, 0.05]"
ydlfeeQR.jpg,bali,3,page,bali,bali,bali,bali,True,True,0.76550967,0.6934968,0.07201284,0,"(0.05, 0.1]"
CNGbKP8u.jpg,jawa,3,page,jawa,jawa,jawa,jawa,True,True,0.6338068,0.6823169,-0.048510075,0,"(-1.0, 0.0]"
h0LtJbi8.jpg,jawi,3,page,pegon,pegon,lampung,lampung,False,False,0.7869735,0.8705067,-0.08353323,0,"(-1.0, 0.0]"
gb8TzDfD.webp,jawa,3,page,jawa,jawa,jawa,jawa,True,True,0.82757366,0.77883524,0.04873842,0,"(0.0, 0.05]"
dKpZfhoe.jpg,pegon,3,page,lontara,lontara,pegon,pegon,True,False,0.63421893,0.8536896,-0.21947068,-1,"(-1.0, 0.0]"
DnWDDnKs.webp,pegon,3,page,pegon,pegon,pegon,pegon,True,True,0.8221489,0.7837759,0.038372993,0,"(0.0, 0.05]"
bSmzSSsW.jpg,lampung,3,page,lampung,lampung,lampung,lampung,True,True,0.63826275,0.49130195,0.1469608,0,"(0.1, 1.0]"
EnhSkTfz.png,jawa,3,page,jawa,jawa,jawa,jawa,True,True,0.08779344,0.5093155,-0.42152205,0,"(-1.0, 0.0]"
0RrfREkM.jpg,pegon,3,page,jawi,jawi,jawi,pegon,False,False,0.7284001,0.7196933,0.008706808,0,"(0.0, 0.05]"
14vVVl4E.png,pegon,3,page,pegon,pegon,pegon,pegon,True,True,0.86108613,0.7900909,0.07099521,0,"(0.05, 0.1]"
BtN0snf5.jpg,pegon,3,page,pegon,pegon,pegon,pegon,True,True,0.80521107,0.7355862,0.06962484,0,"(0.05, 0.1]"
fB1k6OYk.jpg,jawa,3,page,jawa,jawa,sunda,sunda,False,True,0.75319636,0.6810665,0.072129846,1,"(0.05, 0.1]"
NFZIt3sH.png,lontara,3,page,lontara,lontara,lontara,lontara,True,True,0.36205566,0.38488606,-0.022830397,0,"(-1.0, 0.0]"
0pQOih09.jpg,jawa,3,page,jawa,jawa,jawa,jawa,True,True,0.65400517,0.69275886,-0.03875369,0,"(-1.0, 0.0]"
1icXIUfR.jpg,jawa,3,page,bali,bali,pegon,pegon,False,False,0.6154511,0.7720797,-0.15662861,0,"(-1.0, 0.0]"
johVZUvs.png,jawa,3,page,jawa,jawa,jawa,jawa,True,True,0.68076956,0.6797557,0.001013875,0,"(0.0, 0.05]"
3OW9abKi.webp,pegon,3,page,pegon,pegon,pegon,pegon,True,True,0.8670191,0.7937211,0.07329804,0,"(0.05, 0.1]"
oSjsdcIc.jpg,lontara,3,page,lontara,lontara,lontara,lontara,True,True,0.83796656,0.883971,-0.046004415,0,"(-1.0, 0.0]"
GoGj1Sor.webp,jawa,3,page,jawa,jawa,jawa,jawa,True,True,0.5526763,0.7207955,-0.16811919,0,"(-1.0, 0.0]"
ZfZb7Wre.jpg,jawa,3,page,jawa,jawa,jawa,jawa,True,True,0.6923417,0.67151153,0.020830154,0,"(0.0, 0.05]"
hz0i0VAL.jpg,jawi,3,page,pegon,pegon,pegon,pegon,False,False,0.7030479,0.63501716,0.068030715,0,"(0.05, 0.1]"
o7wasDKU.jpg,jawi,3,page,jawi,jawi,jawi,jawi,True,True,0.78533053,0.8660146,-0.080684066,0,"(-1.0, 0.0]"
jxh6yxyy.jpg,lontara,4,page,lontara,lontara,lontara,lontara,True,True,0.68782777,0.6728611,0.014966667,0,"(0.0, 0.05]"
lp1In676.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True,0.7192292,0.69434184,0.024887383,0,"(0.0, 0.05]"
r3tGNzm6.jpg,jawa,4,page,jawa,jawa,jawa,jawa,True,True,0.7221016,0.69784737,0.024254262,0,"(0.0, 0.05]"
VvWr2DRJ.jpg,pegon,4,page,jawi,jawi,jawi,jawi,False,False,0.6336696,0.83168757,-0.19801795,0,"(-1.0, 0.0]"
isCRUjsC.jpg,pegon,4,page,jawi,jawi,jawi,jawi,False,False,0.72531766,0.6596194,0.065698266,0,"(0.05, 0.1]"
rEohqrKO.webp,jawa,4,page,jawa,jawa,jawa,jawa,True,True,0.67442954,0.7118831,-0.03745359,0,"(-1.0, 0.0]"
Sq4mQMmX.webp,lampung,4,page,lampung,lampung,lampung,lampung,True,True,0.7542068,0.8401617,-0.085954905,0,"(-1.0, 0.0]"
vIX9hIjR.jpg,pegon,4,page,pegon,pegon,pegon,pegon,True,True,0.7238375,0.7208357,0.0030018091,0,"(0.0, 0.05]"
cSqToiMa.jpg,bali,4,page,bali,bali,bali,jawa,True,True,0.5232717,0.65689933,-0.13362765,0,"(-1.0, 0.0]"
qr0Dsa4r.png,jawa,4,page,jawa,jawa,jawa,jawa,True,True,0.799047,0.8110595,-0.012012482,0,"(-1.0, 0.0]"
MuR7rzdl.jpg,jawa,4,page,jawa,jawa,jawa,lontara,True,True,0.8925641,0.90755713,-0.014993012,0,"(-1.0, 0.0]"
tVLTxNyb.jpg,pegon,4,page,pegon,pegon,jawi,jawi,False,True,0.71955466,0.6763116,0.04324305,1,"(0.0, 0.05]"
y0uFaJnx.png,jawa,4,page,jawa,jawa,jawa,jawa,True,True,0.45400906,0.53896594,-0.084956884,0,"(-1.0, 0.0]"
hf1aJZJs.jpg,jawa,4,page,jawa,jawa,jawa,jawa,True,True,0.74247897,0.6616112,0.08086777,0,"(0.05, 0.1]"
W0b6uSzZ.jpg,jawa,4,page,jawa,jawa,jawa,lampung,True,True,0.6923417,0.7977226,-0.10538089,0,"(-1.0, 0.0]"
T5Q9z9Eg.jpg,sunda,4,page,sunda,sunda,lampung,jawa,False,True,0.5520717,0.7432586,-0.1911869,1,"(-1.0, 0.0]"
A2gApZnB.jpg,lampung,4,page,lampung,lampung,jawi,jawi,False,True,0.43719822,0.46651155,-0.029313326,1,"(-1.0, 0.0]"
lWjk9Tvo.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True,0.5025852,0.6229079,-0.120322704,0,"(-1.0, 0.0]"
JfHP176N.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True,0.54112744,0.73142576,-0.19029832,0,"(-1.0, 0.0]"
XmDXsCvc.webp,jawa,4,page,jawa,jawa,jawa,jawa,True,True,0.67052394,0.70982254,-0.039298594,0,"(-1.0, 0.0]"
WtdYMinR.jpg,pegon,4,page,pegon,pegon,pegon,pegon,True,True,0.76841736,0.7560399,0.012377441,0,"(0.0, 0.05]"
nOkBZWxv.png,jawa,4,page,jawa,jawa,jawa,jawa,True,True,0.82757366,0.7884623,0.039111376,0,"(0.0, 0.05]"
d81F6pxi.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True,0.7427535,0.735039,0.00771451,0,"(0.0, 0.05]"
CqSvfsrM.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True,0.83649224,0.9105783,-0.07408607,0,"(-1.0, 0.0]"
