image_id,label,fold,ctype,pred_clean,pred_testlike,v2_clean,v2_corrupt,v2_ok,v3_ok
lkZUfCn0.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True
WCHCFDE6.jpg,jawi,1,page,jawi,jawi,jawi,jawa,True,True
lUuAU6E8.jpg,jawi,1,page,pegon,pegon,pegon,pegon,False,False
05E6cN2H.jpg,bali,1,page,bali,bali,bali,bali,True,True
bv4i3Hy5.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True
7gXMJG6J.webp,lontara,1,page,lontara,lontara,lontara,lontara,True,True
f9cIdnQp.jpg,sunda,1,page,pegon,pegon,jawa,jawa,False,False
ze6LVt3f.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True
Q5TmKwnk.jpg,pegon,1,page,pegon,pegon,pegon,pegon,True,True
drKaI6XR.jpg,pegon,1,page,pegon,pegon,pegon,pegon,True,True
kI1F48fG.jpg,sunda,1,page,sunda,sunda,sunda,jawa,True,True
QXjb5GEa.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True
2v8NSzWR.jpg,pegon,1,page,pegon,pegon,jawi,pegon,False,True
9l4LMazG.png,lontara,1,page,lontara,lontara,lontara,jawa,True,True
KpRcwnvc.jpg,lontara,1,page,lontara,lontara,lontara,lontara,True,True
0lPkokiG.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True
lWqGfthg.jpg,jawi,1,page,jawi,jawi,pegon,pegon,False,True
xoWpVy3M.jpg,bali,1,page,bali,bali,bali,bali,True,True
wJLSOF58.jpg,lontara,1,page,lontara,lontara,lontara,lontara,True,True
u3c9ZTqQ.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True
0qieWTAa.jpg,pegon,1,page,pegon,pegon,pegon,jawa,True,True
Pwxovv4w.jpg,pegon,1,page,pegon,pegon,pegon,pegon,True,True
W9YzgCDe.jpg,bali,1,page,bali,bali,bali,bali,True,True
Jm77pTKe.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True
RY9pKXN7.jpg,bali,1,page,bali,bali,bali,jawa,True,True
zasgaCVk.jpg,pegon,1,page,jawi,jawi,jawi,jawi,False,False
pL1TEs2W.webp,pegon,1,page,pegon,pegon,pegon,pegon,True,True
9rr8VvDa.jpg,jawa,1,page,jawa,jawa,jawa,jawa,True,True
bgn3EjVU.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True
tEXmYAkO.jpg,lontara,1,page,lontara,lontara,lontara,lontara,True,True
EvWOEOgu.jpg,jawa,1,page,jawa,jawa,jawa,pegon,True,True
z5dSF1Z0.jpg,jawi,1,page,jawi,jawi,jawi,jawi,True,True
9D9NLBaF.jpg,sunda,1,page,lampung,lampung,jawa,pegon,False,False
4t6j7WDj.jpg,lampung,1,page,lampung,lampung,lampung,lampung,True,True
T5ThUHie.jpg,jawi,1,page,jawi,jawi,jawi,jawi,True,True
EYpmsJp4.jpg,bali,1,page,bali,bali,jawa,jawa,False,True
ArLIuehv.png,pegon,2,page,pegon,pegon,jawi,pegon,False,True
JkcwfeWb.jpg,pegon,2,page,pegon,pegon,pegon,jawi,True,True
18Yut8y2.jpg,sunda,2,page,sunda,sunda,sunda,jawa,True,True
4cQJzJ58.jpg,pegon,2,page,pegon,pegon,pegon,pegon,True,True
a4jh7wTT.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True
db0c2Z4p.png,lampung,2,page,lampung,lampung,lampung,jawi,True,True
HSPlRvu6.jpg,lontara,2,page,lontara,lontara,lontara,lontara,True,True
7aDRp8vj.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True
aaGL9ufc.jpg,sunda,2,page,sunda,sunda,sunda,sunda,True,True
Imsi27LU.jpg,lontara,2,page,lontara,lontara,lontara,lontara,True,True
wE8el0Ro.jpg,pegon,2,page,pegon,pegon,pegon,pegon,True,True
u6OG4OU1.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True
TWaDlRbb.jpg,bali,2,page,bali,bali,bali,bali,True,True
Qq8v0hKp.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True
zf8bKPv6.png,sunda,2,page,sunda,sunda,sunda,sunda,True,True
iWeZ1ZEc.jpg,jawi,2,page,pegon,pegon,pegon,pegon,False,False
8dfolTMF.jpg,jawi,2,page,jawi,jawi,pegon,pegon,False,True
AKUar1TE.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True
P5yudurv.jpg,lampung,2,page,lampung,lampung,lampung,lampung,True,True
cgV69blO.jpg,jawi,2,page,lampung,lampung,pegon,lampung,False,False
pVaurMOE.png,sunda,2,page,sunda,sunda,sunda,sunda,True,True
crv2qL3d.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True
26CqbMpI.jpg,sunda,2,page,lampung,lampung,lampung,sunda,False,False
9W5axwiz.jpg,pegon,2,page,pegon,pegon,pegon,pegon,True,True
Etv2CI1N.webp,lampung,2,page,lampung,lampung,lampung,lampung,True,True
vFnuGssw.jpg,lampung,2,page,lampung,lampung,pegon,pegon,False,True
HEcsD6AX.png,bali,2,page,bali,bali,bali,bali,True,True
WbYvLu7A.webp,pegon,2,page,pegon,pegon,pegon,pegon,True,True
JEm2YNFD.jpg,jawa,2,page,jawa,jawa,jawa,jawa,True,True
79vWCUW8.jpg,lampung,2,page,lampung,lampung,lontara,lontara,False,True
GVqxMBMQ.jpg,bali,2,page,bali,bali,bali,bali,True,True
QQXTSG81.jpg,lampung,2,page,lampung,lampung,lampung,sunda,True,True
ge440A3b.jpg,lontara,2,page,lontara,lontara,lontara,lontara,True,True
S2lydPJ3.jpg,pegon,2,page,pegon,pegon,pegon,pegon,True,True
A3amnqqs.jpg,lampung,3,page,lampung,lampung,lampung,lampung,True,True
VA317cEJ.jpg,pegon,3,page,pegon,pegon,pegon,pegon,True,True
VObY0cqk.jpg,pegon,3,page,pegon,pegon,pegon,pegon,True,True
ZTjt1UNI.jpg,bali,3,page,bali,bali,lampung,bali,False,True
L4cIkqat.jpg,bali,3,page,bali,bali,bali,bali,True,True
DOH3uoeR.jpg,bali,3,page,bali,bali,bali,jawa,True,True
lPJpDgwW.jpg,bali,3,page,jawa,jawa,bali,jawa,True,False
Vz1nxIKv.png,jawi,3,page,pegon,pegon,jawi,pegon,True,False
vgRH3hfk.webp,lontara,3,page,lontara,lontara,lontara,lontara,True,True
FPo8eKNu.webp,jawa,3,page,jawa,jawa,jawa,jawa,True,True
v0eRKhNN.jpg,lontara,3,page,lontara,lontara,pegon,pegon,False,True
4rzA2cl1.jpg,bali,3,page,bali,bali,bali,bali,True,True
IcMQ729U.jpg,bali,3,page,bali,bali,bali,bali,True,True
aN9eOSXS.jpg,jawi,3,page,jawi,jawi,jawi,jawi,True,True
5ghxWNyR.jpg,jawa,3,page,jawa,jawa,jawa,jawa,True,True
EAumamZe.jpg,jawi,3,page,pegon,pegon,pegon,pegon,False,False
Qf2P4kf8.png,lontara,3,page,lontara,lontara,lontara,lontara,True,True
slg7fj6Y.jpg,lampung,3,page,lampung,lampung,lampung,lampung,True,True
yH2Pop2c.jpg,jawi,3,page,jawi,jawi,pegon,pegon,False,True
XhzyZXBX.jpg,pegon,3,page,pegon,pegon,pegon,pegon,True,True
MDiV8shM.jpg,lampung,3,page,lampung,lampung,lampung,lampung,True,True
goMVEr9M.jpg,jawi,3,page,pegon,pegon,jawi,pegon,True,False
nB7tdnSn.png,jawi,3,page,jawi,jawi,jawi,jawi,True,True
bIVEz5kB.jpg,sunda,3,page,sunda,sunda,sunda,sunda,True,True
4sQkkgkH.png,lampung,3,page,lampung,lampung,jawi,jawi,False,True
ydlfeeQR.jpg,bali,3,page,bali,bali,bali,bali,True,True
CNGbKP8u.jpg,jawa,3,page,jawa,jawa,jawa,jawa,True,True
h0LtJbi8.jpg,jawi,3,page,pegon,pegon,lampung,lampung,False,False
gb8TzDfD.webp,jawa,3,page,jawa,jawa,jawa,jawa,True,True
dKpZfhoe.jpg,pegon,3,page,lontara,lontara,pegon,pegon,True,False
DnWDDnKs.webp,pegon,3,page,pegon,pegon,pegon,pegon,True,True
bSmzSSsW.jpg,lampung,3,page,lampung,lampung,lampung,lampung,True,True
EnhSkTfz.png,jawa,3,page,jawa,jawa,jawa,jawa,True,True
0RrfREkM.jpg,pegon,3,page,jawi,jawi,jawi,pegon,False,False
14vVVl4E.png,pegon,3,page,pegon,pegon,pegon,pegon,True,True
BtN0snf5.jpg,pegon,3,page,pegon,pegon,pegon,pegon,True,True
fB1k6OYk.jpg,jawa,3,page,jawa,jawa,sunda,sunda,False,True
NFZIt3sH.png,lontara,3,page,lontara,lontara,lontara,lontara,True,True
0pQOih09.jpg,jawa,3,page,jawa,jawa,jawa,jawa,True,True
1icXIUfR.jpg,jawa,3,page,bali,bali,pegon,pegon,False,False
johVZUvs.png,jawa,3,page,jawa,jawa,jawa,jawa,True,True
3OW9abKi.webp,pegon,3,page,pegon,pegon,pegon,pegon,True,True
oSjsdcIc.jpg,lontara,3,page,lontara,lontara,lontara,lontara,True,True
GoGj1Sor.webp,jawa,3,page,jawa,jawa,jawa,jawa,True,True
ZfZb7Wre.jpg,jawa,3,page,jawa,jawa,jawa,jawa,True,True
hz0i0VAL.jpg,jawi,3,page,pegon,pegon,pegon,pegon,False,False
o7wasDKU.jpg,jawi,3,page,jawi,jawi,jawi,jawi,True,True
jxh6yxyy.jpg,lontara,4,page,lontara,lontara,lontara,lontara,True,True
lp1In676.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True
r3tGNzm6.jpg,jawa,4,page,jawa,jawa,jawa,jawa,True,True
VvWr2DRJ.jpg,pegon,4,page,jawi,jawi,jawi,jawi,False,False
isCRUjsC.jpg,pegon,4,page,jawi,jawi,jawi,jawi,False,False
rEohqrKO.webp,jawa,4,page,jawa,jawa,jawa,jawa,True,True
Sq4mQMmX.webp,lampung,4,page,lampung,lampung,lampung,lampung,True,True
vIX9hIjR.jpg,pegon,4,page,pegon,pegon,pegon,pegon,True,True
cSqToiMa.jpg,bali,4,page,bali,bali,bali,jawa,True,True
qr0Dsa4r.png,jawa,4,page,jawa,jawa,jawa,jawa,True,True
MuR7rzdl.jpg,jawa,4,page,jawa,jawa,jawa,lontara,True,True
tVLTxNyb.jpg,pegon,4,page,pegon,pegon,jawi,jawi,False,True
y0uFaJnx.png,jawa,4,page,jawa,jawa,jawa,jawa,True,True
hf1aJZJs.jpg,jawa,4,page,jawa,jawa,jawa,jawa,True,True
W0b6uSzZ.jpg,jawa,4,page,jawa,jawa,jawa,lampung,True,True
T5Q9z9Eg.jpg,sunda,4,page,sunda,sunda,lampung,jawa,False,True
A2gApZnB.jpg,lampung,4,page,lampung,lampung,jawi,jawi,False,True
lWjk9Tvo.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True
JfHP176N.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True
XmDXsCvc.webp,jawa,4,page,jawa,jawa,jawa,jawa,True,True
WtdYMinR.jpg,pegon,4,page,pegon,pegon,pegon,pegon,True,True
nOkBZWxv.png,jawa,4,page,jawa,jawa,jawa,jawa,True,True
d81F6pxi.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True
CqSvfsrM.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True
JUcIlUlw.jpg,jawa,4,page,jawa,jawa,jawa,jawa,True,True
EIbBGv9G.jpg,bali,4,page,bali,bali,bali,lampung,True,True
QMe5Qa85.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True
1aIVpZ2l.jpg,lampung,4,page,lampung,lampung,lampung,lampung,True,True
y3XQDMZv.jpg,sunda,4,page,sunda,sunda,jawa,jawa,False,True
L5ew6cf9.jpg,pegon,4,page,pegon,pegon,pegon,pegon,True,True
XE1yQhgw.webp,sunda,4,page,lampung,lampung,sunda,sunda,True,False
T4CwXbxe.jpg,bali,4,page,bali,bali,bali,bali,True,True
AjwosTfp.png,pegon,4,page,pegon,pegon,jawi,pegon,False,True
ogPEoW0X.jpg,sunda,4,page,sunda,sunda,jawa,sunda,False,True
a2qh7aww.png,jawa,4,page,jawa,jawa,jawa,jawa,True,True
vFM0jy9H.jpg,jawa,4,page,jawa,jawa,jawa,jawa,True,True
