image_id,ctype,v1,v2,v3,pattern
MXzGfFQm.jpg,page,5,5,5,v1=v2 (v3 alone)
TWwOlCLX.webp,page,2,2,2,v1=v2 (v3 alone)
aYPxmfJH.png,block,2,2,2,v1=v2 (v3 alone)
Z7BTkpZi.png,line,4,4,4,v1=v2 (v3 alone)
3ZJwNBAE.png,line,2,2,2,v1=v2 (v3 alone)
VjUX1UMA.jpg,page,1,1,1,v1=v2 (v3 alone)
Pe5YLNR7.png,line,4,4,4,v1=v2 (v3 alone)
yDpRmpun.jpg,page,2,2,2,v1=v2 (v3 alone)
7WFSRZdK.png,line,6,6,6,v1=v2 (v3 alone)
ih56UWvz.jpg,page,0,0,0,v1=v2 (v3 alone)
SkISLMsf.png,line,6,6,6,v1=v2 (v3 alone)
na92LGMz.png,line,4,4,4,v1=v2 (v3 alone)
1ZVk0eST.png,line,3,3,3,v1=v2 (v3 alone)
gdOOKVnw.png,line,3,3,3,v1=v2 (v3 alone)
ehzSl5Ig.png,line,4,4,4,v1=v2 (v3 alone)
fWSSeXCX.webp,page,5,5,5,v1=v2 (v3 alone)
zNfsepUJ.png,glyph,2,2,2,v1=v2 (v3 alone)
fkJRTTfO.png,line,5,5,5,v1=v2 (v3 alone)
pgSyyi4V.png,line,6,6,6,v1=v2 (v3 alone)
YZumQKNy.jpg,page,2,6,1,all differ
WiADA2MM.png,line,3,3,3,v1=v2 (v3 alone)
OZQEsgPy.png,line,3,3,3,v1=v2 (v3 alone)
HLdt1ZzI.png,line,4,4,4,v1=v2 (v3 alone)
9JSbMpTZ.jpg,block,1,0,0,all differ
dzq5cujj.jpg,page,5,5,5,v1=v2 (v3 alone)
OsqMdOFN.png,line,2,2,2,v1=v2 (v3 alone)
HgwXDSUQ.png,glyph,6,6,6,v1=v2 (v3 alone)
pTQL9HRj.png,line,2,2,2,v1=v2 (v3 alone)
3nLgwaxm.png,line,3,3,3,v1=v2 (v3 alone)
TXqX2mWJ.png,block,1,1,1,v1=v2 (v3 alone)
q0xsg3Dy.jpg,page,4,4,5,v1=v2 (v3 alone)
F9izBJpz.png,line,1,0,0,all differ
t82u4xu2.png,line,6,6,6,v1=v2 (v3 alone)
jg4VFZds.jpg,block,5,5,5,v1=v2 (v3 alone)
lUuephPg.jpg,page,1,4,1,v1=v3 (v2 alone)
OnWsj9bp.png,line,3,3,3,v1=v2 (v3 alone)
1c7Wpj98.png,line,1,1,1,v1=v2 (v3 alone)
WSBZPBmt.png,line,1,1,1,v1=v2 (v3 alone)
aQis1ndJ.jpg,page,1,1,1,v1=v2 (v3 alone)
zFNBzMgh.jpg,page,2,2,2,v1=v2 (v3 alone)
BKre5xTa.jpg,page,6,1,1,all differ
vE1lC5ua.jpg,page,2,2,2,v1=v2 (v3 alone)
F50UsMaR.webp,page,4,2,2,all differ
26z1ANyb.jpg,page,2,2,2,v1=v2 (v3 alone)
CnBToLjM.png,line,4,4,4,v1=v2 (v3 alone)
uNqqe0I4.png,line,6,6,6,v1=v2 (v3 alone)
WBPdHXL5.png,line,1,1,1,v1=v2 (v3 alone)
U7vvUNPB.png,line,3,3,3,v1=v2 (v3 alone)
wLoVkfTl.png,line,1,6,2,all differ
Eys3trgy.png,glyph,6,6,6,v1=v2 (v3 alone)
fGihSJCN.png,line,2,2,2,v1=v2 (v3 alone)
rHj8SiVp.png,page,5,5,5,v1=v2 (v3 alone)
Lm3wIDHm.png,line,5,5,2,v1=v2 (v3 alone)
m7bhJXyj.png,line,2,2,2,v1=v2 (v3 alone)
3BUyPwJk.png,line,1,1,1,v1=v2 (v3 alone)
UnwSaMS8.png,page,1,1,1,v1=v2 (v3 alone)
Fj83bcac.jpg,page,1,1,1,v1=v2 (v3 alone)
AvWpUyyu.png,block,5,5,5,v1=v2 (v3 alone)
FWqUTKFt.jpg,page,4,4,4,v1=v2 (v3 alone)
GtqK3cHR.jpg,page,1,1,1,v1=v2 (v3 alone)
nGSdmtoh.png,block,5,5,5,v1=v2 (v3 alone)
pVthZwP1.png,line,1,1,1,v1=v2 (v3 alone)
5eX664EA.png,line,1,1,1,v1=v2 (v3 alone)
ScnmEXLU.png,line,4,4,4,v1=v2 (v3 alone)
n6DUkpEY.png,line,5,5,5,v1=v2 (v3 alone)
xUGmT8fC.png,line,6,6,6,v1=v2 (v3 alone)
Xre8jQe3.webp,page,3,5,1,all differ
C6hR7VXO.png,line,4,4,4,v1=v2 (v3 alone)
8I2L3o6S.png,line,0,0,0,v1=v2 (v3 alone)
SxoWWkm3.png,line,4,4,4,v1=v2 (v3 alone)
aq9Gx8p5.png,line,2,2,2,v1=v2 (v3 alone)
k5xdnWK8.png,page,6,6,6,v1=v2 (v3 alone)
hJmQnS4O.png,line,2,2,2,v1=v2 (v3 alone)
Dpu9hYWa.png,line,2,2,2,v1=v2 (v3 alone)
xQjZVApr.png,block,5,5,5,v1=v2 (v3 alone)
OqzKJN52.png,line,3,3,3,v1=v2 (v3 alone)
LvoCIxWk.png,line,6,6,6,v1=v2 (v3 alone)
jDvkwspJ.png,line,4,4,4,v1=v2 (v3 alone)
iSe2cw0a.png,line,3,3,3,v1=v2 (v3 alone)
5kT0KM0c.png,line,3,3,3,v1=v2 (v3 alone)
5K4PiZGI.png,line,6,6,6,v1=v2 (v3 alone)
AdLJqOB1.png,glyph,5,5,5,v1=v2 (v3 alone)
1RE1VcHj.jpg,page,1,6,5,all differ
Mgzl4MJw.png,line,2,2,2,v1=v2 (v3 alone)
H036HViM.jpg,page,6,6,6,v1=v2 (v3 alone)
n5DNTpPv.png,glyph,5,5,5,v1=v2 (v3 alone)
G53WDmJS.png,line,1,1,1,v1=v2 (v3 alone)
yuiAa6pM.jpg,page,1,1,1,v1=v2 (v3 alone)
8QbQfOFO.png,block,5,5,5,v1=v2 (v3 alone)
ErGST9sT.jpg,line,2,2,2,v1=v2 (v3 alone)
KLS2GwTM.png,line,1,1,1,v1=v2 (v3 alone)
PFdjl0p9.jpg,page,5,5,5,v1=v2 (v3 alone)
Pcz6TMby.png,block,5,5,5,v1=v2 (v3 alone)
ItKYqOPE.jpg,page,1,1,1,v1=v2 (v3 alone)
a9BmtPJb.jpg,page,3,3,3,v1=v2 (v3 alone)
EMRQOOsO.png,line,6,6,6,v1=v2 (v3 alone)
nQwYl20J.png,line,0,0,0,v1=v2 (v3 alone)
10YNnodr.png,line,3,3,3,v1=v2 (v3 alone)
x8yJPsGV.png,line,0,0,0,v1=v2 (v3 alone)
y4Div1Ps.jpg,page,4,4,4,v1=v2 (v3 alone)
IwuTnbUj.png,line,3,3,3,v1=v2 (v3 alone)
6nRakZMt.png,page,0,0,0,v1=v2 (v3 alone)
4PdmVIkP.png,line,1,4,2,all differ
4sMBUagD.png,page,1,1,1,v1=v2 (v3 alone)
lFWeSmNZ.png,line,4,4,4,v1=v2 (v3 alone)
mHeGx7ZL.png,line,1,1,1,v1=v2 (v3 alone)
xlXgf5c2.png,line,4,4,4,v1=v2 (v3 alone)
NtuvqiQ4.png,line,2,2,2,v1=v2 (v3 alone)
PbWauHfe.png,line,3,3,3,v1=v2 (v3 alone)
ipYw1jbF.jpg,page,5,5,5,v1=v2 (v3 alone)
emcWShUR.png,line,1,1,1,v1=v2 (v3 alone)
zpaJVslx.png,page,5,5,5,v1=v2 (v3 alone)
K3eaNag9.png,page,0,0,0,v1=v2 (v3 alone)
YBRfQm8i.jpg,line,4,4,4,v1=v2 (v3 alone)
TqNcmXGk.png,glyph,3,6,6,all differ
75FTutS8.png,line,2,2,2,v1=v2 (v3 alone)
svOhCBGO.png,line,6,6,6,v1=v2 (v3 alone)
Y43lbNxD.jpg,page,5,5,5,v1=v2 (v3 alone)
PHspQViJ.png,line,3,3,3,v1=v2 (v3 alone)
irfN8SvM.png,block,0,0,0,v1=v2 (v3 alone)
6keS2q1W.png,line,1,1,1,v1=v2 (v3 alone)
iqjxUJyG.png,glyph,5,5,5,v1=v2 (v3 alone)
056AqPTe.jpg,page,5,5,5,v1=v2 (v3 alone)
tuQn2tFG.jpg,page,5,2,2,all differ
VCETFUEm.png,block,6,6,6,v1=v2 (v3 alone)
KbH41LGp.png,line,0,0,0,v1=v2 (v3 alone)
uDeervHv.png,line,3,3,3,v1=v2 (v3 alone)
kOzZg1JG.jpg,page,1,0,0,all differ
VYOpwZqb.png,line,3,3,3,v1=v2 (v3 alone)
tFNYQUUg.png,line,2,2,2,v1=v2 (v3 alone)
ZjFyliaI.png,line,2,2,2,v1=v2 (v3 alone)
ikM06HcP.png,line,1,6,6,all differ
zLGulVUF.png,line,5,5,5,v1=v2 (v3 alone)
XBafp2ut.png,line,2,2,2,v1=v2 (v3 alone)
XziMPG8z.png,line,6,6,6,v1=v2 (v3 alone)
24T5SZRZ.png,line,1,1,1,v1=v2 (v3 alone)
Osd5jaCP.png,glyph,2,2,2,v1=v2 (v3 alone)
P8cAscCZ.png,block,3,3,3,v1=v2 (v3 alone)
jM8Jsl4A.png,glyph,3,3,3,v1=v2 (v3 alone)
s74sHDUk.png,line,6,6,6,v1=v2 (v3 alone)
0n7QAEVG.png,block,5,2,5,v1=v3 (v2 alone)
l7zErLnw.jpg,page,6,6,6,v1=v2 (v3 alone)
LPbJ8Xa9.png,line,1,1,1,v1=v2 (v3 alone)
uneupKp4.jpg,page,5,5,5,v1=v2 (v3 alone)
RQ3dXMka.png,block,6,6,6,v1=v2 (v3 alone)
gPxFUf2Q.png,line,3,3,3,v1=v2 (v3 alone)
gCeXTM6f.png,page,2,2,2,v1=v2 (v3 alone)
RCAhhZd5.png,line,4,4,4,v1=v2 (v3 alone)
EZsD6yU2.png,line,3,3,3,v1=v2 (v3 alone)
YwAccQRI.jpg,page,3,3,3,v1=v2 (v3 alone)
YUSbZwlL.png,block,5,5,5,v1=v2 (v3 alone)
etGskeZb.png,line,3,3,3,v1=v2 (v3 alone)
hLjOXcIt.png,line,3,3,3,v1=v2 (v3 alone)
XHfBbGro.png,line,0,0,0,v1=v2 (v3 alone)
qq4ruweS.png,line,3,3,3,v1=v2 (v3 alone)
88um4MLL.png,line,2,2,2,v1=v2 (v3 alone)
mh0dnpYt.png,line,2,2,2,v1=v2 (v3 alone)
EkcAINcb.jpg,page,5,5,5,v1=v2 (v3 alone)
t4WWJWrm.png,line,2,4,2,v1=v3 (v2 alone)
CnD6r3Nc.png,line,6,6,6,v1=v2 (v3 alone)
KErle2IZ.png,line,3,3,3,v1=v2 (v3 alone)
OxqIjBqf.png,page,2,2,2,v1=v2 (v3 alone)
eQdRb66P.bmp,page,3,3,3,v1=v2 (v3 alone)
rAp05mwt.jpg,page,3,3,3,v1=v2 (v3 alone)
NOtYR2fS.png,line,3,3,3,v1=v2 (v3 alone)
2JOdaZIF.jpg,page,1,1,1,v1=v2 (v3 alone)
U7VOFbSp.png,line,3,3,3,v1=v2 (v3 alone)
8oq6zqeT.jpg,page,4,4,4,v1=v2 (v3 alone)
A8vOjcCg.png,line,5,5,5,v1=v2 (v3 alone)
Pof0hs8v.png,line,2,2,2,v1=v2 (v3 alone)
wHZdMejr.jpg,page,3,2,2,all differ
UNtkdcp9.png,line,2,2,2,v1=v2 (v3 alone)
XkbrUkn5.png,line,2,4,3,all differ
31eEtdGH.png,line,1,1,1,v1=v2 (v3 alone)
eGkKGqww.png,line,1,1,1,v1=v2 (v3 alone)
7CyTFt1f.png,line,6,6,6,v1=v2 (v3 alone)
oY0gb7Sn.jpg,page,1,1,1,v1=v2 (v3 alone)
LfkwfRXY.png,line,2,2,2,v1=v2 (v3 alone)
Ep42uvIt.jpg,page,0,0,0,v1=v2 (v3 alone)
Dm7oXhal.png,line,3,3,3,v1=v2 (v3 alone)
VoJ1Xg9b.png,block,1,1,1,v1=v2 (v3 alone)
GFi010T3.png,line,1,1,1,v1=v2 (v3 alone)
3thCZSyH.jpg,page,6,1,6,v1=v3 (v2 alone)
LiB3gmQw.png,page,1,1,1,v1=v2 (v3 alone)
fI8C362v.png,glyph,6,6,6,v1=v2 (v3 alone)
pFSi98wx.png,line,1,1,1,v1=v2 (v3 alone)
K1OaxX8K.png,line,1,1,1,v1=v2 (v3 alone)
MLej2rDG.png,line,3,3,3,v1=v2 (v3 alone)
VbUDzy4i.jpg,page,4,4,4,v1=v2 (v3 alone)
ujjDXtsH.png,block,5,5,5,v1=v2 (v3 alone)
o6wvvIED.jpg,page,0,4,4,all differ
UIyE3mPI.png,line,3,3,3,v1=v2 (v3 alone)
DFkLcO4k.png,line,1,1,1,v1=v2 (v3 alone)
KjfiynKK.jpg,page,1,1,1,v1=v2 (v3 alone)
FBTHN0rk.jpg,block,5,5,5,v1=v2 (v3 alone)
bxQcDY0h.png,line,1,1,1,v1=v2 (v3 alone)
oJMW3lXi.png,line,1,1,1,v1=v2 (v3 alone)
UZkcwMR2.png,block,5,5,5,v1=v2 (v3 alone)
ay6KXtZE.png,line,3,4,4,all differ
O2jk1qCX.png,block,1,1,1,v1=v2 (v3 alone)
iQAE0e2j.png,line,1,1,1,v1=v2 (v3 alone)
JR8H0DtD.png,line,1,6,6,all differ
O8zOrSNi.png,line,3,3,3,v1=v2 (v3 alone)
XNKeg34p.png,block,5,5,5,v1=v2 (v3 alone)
YUrX9JYE.png,glyph,6,6,6,v1=v2 (v3 alone)
GsTqjyBm.png,line,2,2,2,v1=v2 (v3 alone)
ezwvAKNA.png,line,2,2,2,v1=v2 (v3 alone)
mgq2eH5y.png,line,2,2,2,v1=v2 (v3 alone)
1kBHFF7b.png,line,1,1,1,v1=v2 (v3 alone)
8fctJinJ.png,line,2,2,2,v1=v2 (v3 alone)
TQ0omJqB.png,block,5,5,5,v1=v2 (v3 alone)
Y4p39xPf.png,block,5,5,5,v1=v2 (v3 alone)
D2al3WFj.png,line,1,1,1,v1=v2 (v3 alone)
aFNQd7Wq.jpg,page,1,1,1,v1=v2 (v3 alone)
lEgRN8gs.png,line,3,3,3,v1=v2 (v3 alone)
00T8kKS9.png,line,2,2,2,v1=v2 (v3 alone)
dNOv6cil.png,line,6,6,6,v1=v2 (v3 alone)
pkr1vakn.png,line,3,3,3,v1=v2 (v3 alone)
3PuR8UUd.png,line,6,6,6,v1=v2 (v3 alone)
Ybv4ejqR.jpg,page,3,3,3,v1=v2 (v3 alone)
fJlFp9qb.png,line,6,6,6,v1=v2 (v3 alone)
SegSnPMo.png,line,3,3,3,v1=v2 (v3 alone)
jTbRy3wy.png,line,4,4,4,v1=v2 (v3 alone)
wfrQPPz0.png,line,3,3,3,v1=v2 (v3 alone)
l7zm4ex5.jpg,page,4,4,4,v1=v2 (v3 alone)
i2Po8naX.png,line,4,4,4,v1=v2 (v3 alone)
J1wE89Kg.png,line,4,4,4,v1=v2 (v3 alone)
IFsvMMMZ.png,line,1,1,1,v1=v2 (v3 alone)
JxJ5O6S2.png,block,5,5,5,v1=v2 (v3 alone)
bdWh7vZy.jpg,page,3,1,1,all differ
xKOr051L.png,block,5,5,5,v1=v2 (v3 alone)
u04JTLXq.png,line,1,1,1,v1=v2 (v3 alone)
wZXItSQr.png,line,6,6,6,v1=v2 (v3 alone)
kiTqS47o.png,line,1,1,1,v1=v2 (v3 alone)
2DNZmXTB.png,block,5,5,5,v1=v2 (v3 alone)
FwX91kPV.png,line,6,6,6,v1=v2 (v3 alone)
KUPPAWQo.png,line,1,1,1,v1=v2 (v3 alone)
ZkaIdXph.png,block,5,5,5,v1=v2 (v3 alone)
ipee2D8y.png,line,0,0,0,v1=v2 (v3 alone)
3htXo3T1.png,line,6,6,6,v1=v2 (v3 alone)
VpiyizbZ.png,line,3,3,3,v1=v2 (v3 alone)
Osr6x8QO.jpg,page,3,3,3,v1=v2 (v3 alone)
pEh1Rkyx.png,line,5,5,5,v1=v2 (v3 alone)
hkW7FAtu.png,line,3,3,3,v1=v2 (v3 alone)
EfsKBSzv.png,block,3,3,3,v1=v2 (v3 alone)
ucJ8RJ0x.png,block,5,5,5,v1=v2 (v3 alone)
KWPvaaiz.png,line,1,1,1,v1=v2 (v3 alone)
3P33Mx6w.png,line,0,0,0,v1=v2 (v3 alone)
m8gGjDUO.png,line,4,4,4,v1=v2 (v3 alone)
2kwxMF1P.png,line,1,1,1,v1=v2 (v3 alone)
YrcxD0Iz.png,line,2,2,2,v1=v2 (v3 alone)
LDnDYpYN.png,line,4,4,4,v1=v2 (v3 alone)
Ql34AEov.png,block,5,5,5,v1=v2 (v3 alone)
0G6K6Mgx.png,line,1,1,1,v1=v2 (v3 alone)
rCFHzah9.jpg,page,1,1,0,v1=v2 (v3 alone)
nYuKVvtP.png,glyph,6,6,6,v1=v2 (v3 alone)
iMzXnHzi.png,line,4,4,4,v1=v2 (v3 alone)
H2wD2Cwp.jpg,page,1,1,1,v1=v2 (v3 alone)
nmE8gjqc.png,block,5,5,5,v1=v2 (v3 alone)
hu2IO3uu.png,block,2,2,2,v1=v2 (v3 alone)
pOdWxgnU.jpg,page,5,5,5,v1=v2 (v3 alone)
Urll2kV8.png,block,5,5,5,v1=v2 (v3 alone)
3WOfUs8V.jpg,page,5,5,5,v1=v2 (v3 alone)
QnomGMrW.png,page,2,2,2,v1=v2 (v3 alone)
qdyOBJMm.png,line,3,3,3,v1=v2 (v3 alone)
AJtfjse4.png,line,1,1,1,v1=v2 (v3 alone)
uo2fXOOg.png,line,6,6,6,v1=v2 (v3 alone)
bzYOfktG.jpg,page,0,0,0,v1=v2 (v3 alone)
MEIIpTFk.jpg,page,3,3,3,v1=v2 (v3 alone)
vbTrP2XB.png,glyph,6,6,6,v1=v2 (v3 alone)
cgKILzhK.png,block,5,5,5,v1=v2 (v3 alone)
wddJmAo6.png,line,4,4,4,v1=v2 (v3 alone)
iApRoWXi.png,line,1,1,1,v1=v2 (v3 alone)
hzmyHjwd.png,line,1,1,1,v1=v2 (v3 alone)
ANvXuugy.jpg,page,6,1,6,v1=v3 (v2 alone)
mHPYOxBd.png,line,3,3,3,v1=v2 (v3 alone)
3Vb1a9Jq.png,line,1,1,1,v1=v2 (v3 alone)
ZBvUKEFY.jpg,page,3,3,3,v1=v2 (v3 alone)
j2A8mZqi.png,line,1,0,0,all differ
GVuvm0Fe.png,line,6,6,6,v1=v2 (v3 alone)
yH8kDyOL.png,line,3,3,3,v1=v2 (v3 alone)
pmpFP6tE.jpg,page,1,1,1,v1=v2 (v3 alone)
HmO2XhX4.png,line,3,3,3,v1=v2 (v3 alone)
DzyTnG3l.png,line,3,3,3,v1=v2 (v3 alone)
2vw5LSXt.png,block,5,5,5,v1=v2 (v3 alone)
BdjIUfGT.png,line,5,5,5,v1=v2 (v3 alone)
a2xlyNPU.png,line,3,3,3,v1=v2 (v3 alone)
jKDXOxK5.png,line,1,1,1,v1=v2 (v3 alone)
tCOj1eAD.png,block,5,5,5,v1=v2 (v3 alone)
2T7yQYeE.jpg,page,4,4,2,v1=v2 (v3 alone)
VPd59w2G.png,glyph,3,6,6,all differ
TkC0OpHV.png,line,3,3,3,v1=v2 (v3 alone)
fEklPkNb.png,block,5,5,5,v1=v2 (v3 alone)
nb7zv9pn.png,line,3,3,3,v1=v2 (v3 alone)
3Ab69ql6.jpg,page,5,5,5,v1=v2 (v3 alone)
T2fp5mfj.png,line,6,6,6,v1=v2 (v3 alone)
fjnGrtEu.png,line,3,3,3,v1=v2 (v3 alone)
HgFDeeQj.png,line,2,2,2,v1=v2 (v3 alone)
khaxzjZo.png,glyph,6,6,6,v1=v2 (v3 alone)
AGHPVJzn.png,line,1,1,1,v1=v2 (v3 alone)
nNFES8AI.png,line,3,3,3,v1=v2 (v3 alone)
o36fxQgG.jpg,page,1,1,1,v1=v2 (v3 alone)
94w0nbLY.jpg,page,3,3,3,v1=v2 (v3 alone)
WfW6DiJL.png,line,1,1,1,v1=v2 (v3 alone)
3VEBASAg.png,line,0,0,0,v1=v2 (v3 alone)
T0d4kIfP.jpg,page,4,4,4,v1=v2 (v3 alone)
fL2JmXEd.png,block,6,6,6,v1=v2 (v3 alone)
XptxcyjW.png,line,1,0,0,all differ
EnCEWDE8.jpg,page,1,4,4,all differ
KBBAssZV.webp,page,1,6,6,all differ
5K0ntO8j.png,line,3,3,3,v1=v2 (v3 alone)
4Exa86KL.png,block,5,5,5,v1=v2 (v3 alone)
mx7LCCNB.png,line,4,4,4,v1=v2 (v3 alone)
9KPYHyTK.jpg,page,0,0,0,v1=v2 (v3 alone)
SCCerkBY.jpg,page,0,0,1,v1=v2 (v3 alone)
IINdF7pr.webp,page,5,5,5,v1=v2 (v3 alone)
5IMxeqAJ.png,line,1,1,1,v1=v2 (v3 alone)
chtz5jzk.jpg,page,4,4,4,v1=v2 (v3 alone)
8jfXGtZJ.png,line,1,0,0,all differ
sZuRUcfR.png,line,1,1,1,v1=v2 (v3 alone)
5wSDIkxd.png,line,1,1,1,v1=v2 (v3 alone)
WsL7EGKU.jpg,page,4,4,4,v1=v2 (v3 alone)
TttzcFgE.jpg,page,0,0,0,v1=v2 (v3 alone)
EqOy0Ygp.jpg,line,5,5,5,v1=v2 (v3 alone)
MWUxUolm.png,line,0,0,0,v1=v2 (v3 alone)
vI3WShwa.bmp,page,6,6,6,v1=v2 (v3 alone)
yPoCDaF4.png,glyph,6,6,6,v1=v2 (v3 alone)
xR0SEbgG.png,line,1,1,1,v1=v2 (v3 alone)
fF7SuGhV.png,glyph,2,6,6,all differ
W6smHRuA.png,line,6,6,6,v1=v2 (v3 alone)
EMntqvyh.png,block,2,2,2,v1=v2 (v3 alone)
4OR8cPdh.jpg,page,3,3,3,v1=v2 (v3 alone)
zdu2Zw13.png,block,5,5,5,v1=v2 (v3 alone)
W2n52G1r.jpg,page,5,5,5,v1=v2 (v3 alone)
hgfKArJw.png,page,1,1,1,v1=v2 (v3 alone)
DVXTo7I6.png,line,5,5,5,v1=v2 (v3 alone)
QlEiR0iG.jpg,page,2,2,2,v1=v2 (v3 alone)
vmQ5ocag.png,line,6,6,6,v1=v2 (v3 alone)
6walxVK4.jpg,page,2,2,2,v1=v2 (v3 alone)
yOU77fDe.png,line,0,0,0,v1=v2 (v3 alone)
VYSBSqiL.png,line,2,2,2,v1=v2 (v3 alone)
X2RZw52N.png,line,0,0,0,v1=v2 (v3 alone)
pWnaLPgR.jpg,page,0,0,0,v1=v2 (v3 alone)
TkcyO0pK.jpg,page,3,3,3,v1=v2 (v3 alone)
wEqxO932.png,line,3,3,3,v1=v2 (v3 alone)
PpusvmqU.png,line,1,1,1,v1=v2 (v3 alone)
5u5TVLbj.png,line,6,6,6,v1=v2 (v3 alone)
05JGzTkN.png,line,1,1,1,v1=v2 (v3 alone)
vGWIjnJU.png,block,5,5,5,v1=v2 (v3 alone)
RyJnmmhF.png,line,2,2,2,v1=v2 (v3 alone)
0N0MItKu.png,line,2,2,2,v1=v2 (v3 alone)
4IateSUS.png,line,2,5,2,v1=v3 (v2 alone)
WrucuNTl.jpg,page,1,5,2,all differ
nrjSuQUI.png,block,5,5,5,v1=v2 (v3 alone)
zT9aeQxi.jpg,page,0,0,0,v1=v2 (v3 alone)
Q9imR7oT.jpg,page,0,0,0,v1=v2 (v3 alone)
c8jZaveK.png,line,2,2,2,v1=v2 (v3 alone)
nIhqTJNj.png,block,1,1,1,v1=v2 (v3 alone)
lWYdBjrk.png,line,6,6,6,v1=v2 (v3 alone)
HUGi0nLM.jpg,page,1,5,0,all differ
rErI59dc.png,block,5,5,5,v1=v2 (v3 alone)
2yagSjhm.png,page,1,4,4,all differ
h8v2QrgF.png,line,0,0,0,v1=v2 (v3 alone)
WayCSImu.png,block,5,5,5,v1=v2 (v3 alone)
7VMfcMHI.png,line,6,6,6,v1=v2 (v3 alone)
9zGlcdIa.png,line,3,3,3,v1=v2 (v3 alone)
s05yO8BP.png,line,3,3,3,v1=v2 (v3 alone)
YLBrPsjO.png,line,1,1,1,v1=v2 (v3 alone)
TXkxko1i.jpg,page,5,5,5,v1=v2 (v3 alone)
95YZVrDD.png,line,6,6,6,v1=v2 (v3 alone)
7ckJIDU4.png,block,5,5,5,v1=v2 (v3 alone)
loTQb3H7.png,line,3,3,3,v1=v2 (v3 alone)
