image_id,silver_label,sim,train_twin,v1,v2,v3
eQdRb66P.bmp,lampung,0.98342013,slg7fj6Y.jpg,lampung,lampung,lampung
UNtkdcp9.png,jawi,0.937348,vt3NspUc.png,jawi,jawi,jawi
31eEtdGH.png,jawa,0.8627569,2iSupLdX.png,jawa,jawa,jawa
Ep42uvIt.jpg,bali,0.86105335,05E6cN2H.jpg,bali,bali,bali
LiB3gmQw.png,jawa,0.8699684,Qq8v0hKp.jpg,jawa,jawa,jawa
ujjDXtsH.png,pegon,0.94365346,WswN2D8a.png,pegon,pegon,pegon
KjfiynKK.jpg,lampung,0.85198706,QQXTSG81.jpg,jawa,jawa,jawa
mgq2eH5y.png,jawi,0.9216198,P64Ivxum.png,jawi,jawi,jawi
aFNQd7Wq.jpg,bali,0.8543979,DOH3uoeR.jpg,jawa,jawa,jawa
dNOv6cil.png,sunda,0.8962624,6Jj7eo3O.png,sunda,sunda,sunda
pkr1vakn.png,lampung,0.9083592,O9SD6pqN.png,lampung,lampung,lampung
IFsvMMMZ.png,jawa,0.8980522,rDtYHUS6.png,jawa,jawa,jawa
ZkaIdXph.png,pegon,0.85080063,6xN5Fd2w.png,pegon,pegon,pegon
ucJ8RJ0x.png,pegon,0.8730165,IDpHW9DT.png,pegon,pegon,pegon
Urll2kV8.png,pegon,0.88117266,3mcFdk7G.png,pegon,pegon,pegon
AJtfjse4.png,jawa,0.8790185,wZBZmXVo.png,jawa,jawa,jawa
iApRoWXi.png,jawa,0.9296106,VlGmgACZ.png,jawa,jawa,jawa
hzmyHjwd.png,jawa,0.91046375,UdhDfaAy.png,jawa,jawa,jawa
yH8kDyOL.png,lampung,0.9093696,qZL4Jq7a.png,lampung,lampung,lampung
DzyTnG3l.png,lampung,0.88839483,PzgGMHjn.png,lampung,lampung,lampung
94w0nbLY.jpg,lampung,0.9628225,bgn3EjVU.jpg,lampung,lampung,lampung
fL2JmXEd.png,sunda,0.89846635,Xgu6c7a8.png,sunda,sunda,sunda
EnCEWDE8.jpg,lontara,0.9646708,sgJcQYI6.jpg,jawa,lontara,lontara
9KPYHyTK.jpg,jawi,0.86430216,o7wasDKU.jpg,bali,bali,bali
SCCerkBY.jpg,bali,0.8932617,KQn86KbN.jpg,bali,bali,jawa
5IMxeqAJ.png,jawa,0.8907398,BOgaZX5p.png,jawa,jawa,jawa
yPoCDaF4.png,sunda,0.94217014,sJWMUaDF.png,sunda,sunda,sunda
pWnaLPgR.jpg,bali,0.857648,H8tMgkXB.png,bali,bali,bali
wEqxO932.png,lampung,0.9081057,37GylGd0.png,lampung,lampung,lampung
lWYdBjrk.png,sunda,0.86655223,1rFY5ymX.png,sunda,sunda,sunda
9zGlcdIa.png,lampung,0.9026873,OOt4JATx.png,lampung,lampung,lampung
7ckJIDU4.png,pegon,0.89307785,3YQhv7gK.png,pegon,pegon,pegon
01eMwHuH.png,jawi,0.961859,8ua1wfDX.png,jawi,jawi,jawi
r3Ups2lg.png,jawi,0.9605895,yybF3m5Z.png,jawi,jawi,jawi
CURsUyvi.jpg,lampung,0.9915676,4t6j7WDj.jpg,lampung,lampung,lampung
qO6OKcRs.jpg,pegon,0.92240953,0RrfREkM.jpg,pegon,pegon,jawi
BpemwSh9.png,pegon,0.90862644,LBlGLJh4.png,pegon,pegon,pegon
Y978qcT3.jpg,lampung,0.95786154,slg7fj6Y.jpg,lampung,lampung,lampung
VEr26nUc.png,jawi,0.8876556,rJZQjxc0.png,jawi,jawi,jawi
UtmpkmTz.jpg,bali,0.8686137,KQn86KbN.jpg,lampung,jawa,jawa
FNnSLEoz.jpg,lampung,0.869438,QMe5Qa85.jpg,lampung,lampung,lampung
G9emTgSa.png,lampung,0.8813958,xtXw0TeJ.png,lampung,lampung,lampung
hOmpjJmw.png,sunda,0.92841756,PHU3SvOb.png,sunda,sunda,sunda
08ir1p0K.png,lampung,0.9118,h3exH7tZ.png,lampung,lampung,lampung
NOBQTAfI.png,pegon,0.9242872,FBQDQBpe.png,pegon,pegon,pegon
rR8Jn0tX.png,lampung,0.92286193,0tfJxB1a.png,lampung,lampung,lampung
HAzZ4mgu.png,bali,0.8925773,3bpczjwB.png,bali,bali,bali
tcTkCXgy.png,sunda,0.9103538,KHGmYaNV.png,sunda,sunda,sunda
YeQKBE9M.png,jawi,0.8882122,1loLOIK0.png,pegon,pegon,pegon
4X7I7UNx.png,lontara,0.85177636,Cx5C6rnG.png,lontara,lontara,lontara
Pt4L9F8V.png,lampung,0.8927166,60AwM4Fq.png,lampung,lampung,lampung
jTD8Zh8H.png,jawa,0.9264952,yUrGJcUt.png,jawa,jawa,jawa
pZsW1GoY.jpg,bali,0.8912588,jIilztY5.jpg,bali,bali,bali
myxkjkgQ.webp,sunda,0.86073655,pVaurMOE.png,bali,bali,bali
Oys3soEI.png,sunda,0.9362644,gvY2Mlhi.png,sunda,sunda,sunda
a5zGM5iK.jpg,lampung,0.9994006,TZXjeSy0.png,lampung,lampung,lampung
Q2NwIzMD.png,pegon,0.87891555,SF44HsU7.png,pegon,pegon,pegon
LOM2Cl5C.png,pegon,0.8560933,3YQhv7gK.png,pegon,pegon,pegon
dUllUsCz.jpg,jawi,0.98551965,lWqGfthg.jpg,jawi,jawi,jawi
tQWUm1oA.png,jawa,0.9180726,4FK8CmTj.png,jawa,jawa,jawa
I29sCR8B.png,lampung,0.89310086,QSVdE7IT.png,lampung,lampung,lampung
edRKaasR.jpg,sunda,0.85253906,T5Q9z9Eg.jpg,jawi,sunda,sunda
CXBUMBFn.png,jawi,0.9506242,GXjQi5XT.png,jawi,jawi,jawi
P9JfVGGD.png,lampung,0.91399145,yb7nIkrc.png,lampung,lampung,lampung
dPgoqmRa.png,sunda,0.8962072,gvY2Mlhi.png,sunda,sunda,sunda
Whk8ayUq.png,sunda,0.8963485,KSS3erX3.png,sunda,sunda,sunda
oGT8HWEq.png,jawi,0.8687407,cVJQ8aSY.png,jawi,jawi,jawi
G7edH2Ra.png,pegon,0.86321187,IDpHW9DT.png,pegon,pegon,pegon
ZaYgfQQL.png,bali,0.8680322,K9owTuUE.png,bali,bali,bali
bn00IwdS.jpg,jawi,0.98339754,lWqGfthg.jpg,jawi,jawi,jawi
OQWkQ4vH.png,jawa,0.9098206,gS8V28Q0.png,jawa,jawa,jawa
WvFIkFHu.png,lampung,0.8866488,ptAschbP.png,lampung,lampung,lampung
4Pc0Kc1p.jpg,pegon,0.9818642,VA317cEJ.jpg,pegon,pegon,pegon
h5xnSsJF.png,jawa,0.8589257,7bPfcRfE.png,jawa,jawa,jawa
Z6ZSedJs.png,pegon,0.8601731,IDpHW9DT.png,pegon,pegon,pegon
MgJkaaVi.png,sunda,0.9102732,jdCvJbl9.png,sunda,sunda,sunda
81HeWJBq.png,lampung,0.8827433,16KeE2XC.png,lampung,lampung,lampung
Ipz3NlA5.png,jawi,0.9519522,pIe2Shm6.png,jawi,jawi,jawi
0gywkqZS.png,bali,0.85993063,FDWa713g.png,bali,bali,bali
EVa764br.png,jawa,0.8853047,gllNr3XG.png,jawa,jawa,jawa
ZyABnADj.png,jawa,0.89864886,rriODEG0.png,jawa,jawa,jawa
XHbRwo0Z.jpg,lampung,0.87450576,slg7fj6Y.jpg,jawi,jawi,jawi
YIMADrYw.png,lampung,0.8723215,C1AbFl1n.png,lampung,lampung,lampung
K9e8TMyg.jpg,jawa,0.8784404,gb8TzDfD.webp,jawa,jawa,jawa
qmKWKSxE.png,jawa,0.8730411,alGxFTl1.png,jawa,jawa,jawa
VJM1WbBN.jpg,lampung,0.9980525,0lPkokiG.jpg,lampung,lampung,lampung
K2sHB4Jk.jpg,lampung,0.85941607,x96FUfNK.jpg,lampung,lampung,lampung
ubtIWQXy.png,pegon,0.8815135,hNpRq8k6.png,pegon,pegon,pegon
XRQyv1Zd.png,lampung,0.86683685,PzgGMHjn.png,lampung,lampung,lampung
WUWpvdeZ.png,lampung,0.8809187,z62bzXr7.png,lampung,lampung,lampung
uP9TwtV2.jpg,lampung,0.8533498,QQXTSG81.jpg,jawa,jawa,jawa
ro26fXD7.png,lampung,0.89110875,mMIK1gKF.png,lampung,lampung,lampung
S3sYitMU.png,jawi,0.9313991,6KSo7Gog.png,jawi,jawi,jawi
h2iLpucQ.png,sunda,0.9128299,TlENSHA8.png,sunda,sunda,sunda
wp6wkjKx.png,bali,0.89460045,YObQP7mc.png,bali,bali,bali
wYewV5up.png,jawi,0.9317081,gGNLaVqC.png,jawi,jawi,jawi
NY6h9a11.png,sunda,0.8814447,1JSBews8.png,sunda,sunda,sunda
eKyhXzpC.png,bali,0.8796154,nbFy3gmG.png,bali,bali,bali
p9MS8QOZ.png,pegon,0.882395,3YQhv7gK.png,pegon,pegon,pegon
pqiXIbz1.jpg,jawa,0.8640926,Qq8v0hKp.jpg,jawa,jawa,jawa
cXMgNAwJ.png,pegon,0.93945634,3q0rYDno.png,pegon,pegon,pegon
MbkiEXjb.png,jawi,0.8615407,I0e6a2ip.png,jawi,jawi,jawi
dox3Caag.jpg,lampung,0.9441573,slg7fj6Y.jpg,lampung,lampung,lampung
QaGkv1XE.png,jawi,0.90135413,3Q4CXWh2.png,jawi,jawi,jawi
2jgQzL0Z.png,lampung,0.92568004,QSVdE7IT.png,lampung,lampung,lampung
lcZIlQln.png,jawi,0.91787577,qGn7QPCU.png,jawi,jawi,jawi
fpIL7VTV.jpg,pegon,0.8557209,3OW9abKi.webp,pegon,pegon,pegon
bO7P6Bkt.png,jawa,0.9676501,a4jh7wTT.jpg,jawa,jawa,jawa
RvR6VzKd.png,jawi,0.8846766,1loLOIK0.png,jawi,jawi,jawi
FFjj4Gt3.jpg,sunda,0.9277965,A86cbI0P.png,sunda,sunda,sunda
w2cIWsFj.png,pegon,0.89228684,Oez2NizN.png,pegon,pegon,pegon
PPx6NNeK.png,jawi,0.9205581,bkznjpsi.png,jawi,jawi,jawi
PJdnk3lm.png,lontara,0.87152356,FSrLvwHc.png,lontara,lontara,lontara
NDvBjnG7.jpg,bali,0.93009263,KQn86KbN.jpg,jawa,jawa,jawa
Q6XCuJlD.png,pegon,0.85143876,3YQhv7gK.png,pegon,pegon,pegon
idfEwQVG.png,pegon,0.8720188,IDpHW9DT.png,pegon,pegon,pegon
Ug2YwR91.png,lampung,0.8921711,gpcToES9.png,lampung,lampung,lampung
hFzwSHJo.jpg,jawa,0.91870785,5ghxWNyR.jpg,jawa,jawa,jawa
kiILGiOh.png,pegon,0.9200656,ApySYVQH.png,pegon,pegon,pegon
6bCoahIm.png,pegon,0.9311557,F2izSnYq.png,pegon,pegon,pegon
KCwPhJOR.png,jawi,0.88048834,IgWWRlLR.png,pegon,pegon,pegon
5xvOZlms.png,pegon,0.86567473,zgOgt2be.png,pegon,pegon,pegon
32fihWfl.png,pegon,0.8747991,VsZpO7bY.png,jawi,pegon,pegon
2L07gdL9.png,pegon,0.8650847,3YQhv7gK.png,pegon,pegon,pegon
oRHEsOjD.jpg,pegon,0.8511369,Pwxovv4w.jpg,pegon,pegon,jawa
DDxkeTH4.png,jawi,0.9466531,2XWwj13J.png,jawi,jawi,jawi
DL5cetUZ.png,pegon,0.93151355,BcbSC01R.png,pegon,pegon,pegon
oKJuL12U.png,jawi,0.867713,b9hk8Iir.png,jawi,jawi,jawi
d7fok4Jf.png,pegon,0.8969722,loFIcWQV.png,pegon,pegon,pegon
ERrLQ3NB.png,jawa,0.85009396,8V7Dp51C.png,jawa,jawa,jawa
6nVTYWdq.png,lampung,0.902141,2Z5KwPmp.png,lampung,lampung,lampung
ceQacvZu.png,lampung,0.85921437,PzgGMHjn.png,lampung,lampung,lampung
Ay9ut7Ah.png,pegon,0.86079735,L3pUypPe.png,pegon,pegon,pegon
tmI3uCUC.png,jawi,0.8810591,Wfsqr4mk.png,jawi,jawi,jawi
Jb6p2XUL.png,jawi,0.90521854,LkEMHDv3.png,jawi,jawi,jawi
NQ4C3L7O.png,sunda,0.8649787,i7V6mkQt.png,sunda,sunda,sunda
3TzdfqFP.png,bali,0.9106914,k7EpqbzA.png,bali,bali,bali
czonWT2R.png,lampung,1.0,HrgEozJY.png,lampung,lampung,lampung
tTqyYtRU.png,lontara,0.9092242,Z1un6yl6.png,lontara,lontara,lontara
qKE9HlEW.png,jawa,0.8629474,8V7Dp51C.png,jawa,jawa,jawa
tZXzX4LT.jpg,lontara,0.8750994,oSjsdcIc.jpg,lontara,lampung,jawa
vNdb2CIb.png,jawi,0.90602505,s1YcGI2I.png,jawi,jawi,jawi
CAtOcJgM.webp,pegon,0.8903179,BtN0snf5.jpg,pegon,pegon,pegon
lP6F45t9.png,lontara,0.9010513,ucv8CliR.png,lontara,lontara,lontara
sOsQCyDE.png,bali,0.91291267,ODB5WupS.png,bali,bali,bali
EbTdvepg.png,pegon,0.92454576,6KVqgrdM.png,pegon,pegon,pegon
D5zDImAS.jpg,lampung,0.89021826,QXjb5GEa.jpg,lampung,lampung,lampung
ML8Xiqip.jpg,jawi,0.8506422,8dfolTMF.jpg,pegon,pegon,pegon
l231HyFQ.png,lampung,0.8913137,KgLrlvQi.png,lampung,lampung,lampung
rAHK0E32.jpg,lampung,0.85297257,QMe5Qa85.jpg,lampung,lampung,lampung
vsk9QtTb.png,lampung,0.86742544,jwXtZIPo.png,lampung,lampung,lampung
Bd663sGX.png,bali,0.92683816,Ke1EtMqj.png,bali,bali,bali
DqnWrNtX.png,jawi,0.9545131,N7QMo30a.png,jawi,jawi,jawi
CyWHK8cb.png,jawi,0.92651916,6jg6wZYM.png,jawi,jawi,jawi
9lfnHqnq.png,sunda,0.8956661,0AGadw2m.png,sunda,sunda,sunda
wKwx8cCl.jpg,jawi,0.8780824,8dfolTMF.jpg,pegon,pegon,jawi
FycvTEy1.png,jawa,0.9153974,TXWQkfQ4.png,jawa,jawa,jawa
EgmLlFKZ.png,pegon,0.9256859,ck3xe1MM.png,pegon,pegon,pegon
arezgmsE.png,jawa,0.86665714,Kz7831AM.png,jawa,jawa,jawa
1XZHKujf.png,lampung,0.88179135,zng5Ob2d.png,lampung,lampung,lampung
4nHzJCWR.png,jawa,0.8785182,ghORLgLJ.png,jawa,jawa,jawa
hND1kQVy.png,jawa,0.8557309,YapID8rH.png,jawa,jawa,jawa
QEsx1HUL.png,lampung,0.8901608,TVGT0l15.png,lampung,lampung,lampung
5DCOY2zY.png,sunda,0.9325047,P4GmIvf9.png,sunda,sunda,sunda
8H61GdWM.png,bali,0.9005953,KxxJsUIA.png,bali,bali,bali
