image_id,ctype,silver,sim,twin,v1,v2,v3,h,w,content_h_frac,bar_rows,bar_noisy,streak_frac,ink_frac_pp,pp_aspect,colourful,sharp,v2_ok
ezwvAKNA.png,line,jawi,0.81919986,fAFoe01T.png,jawi,jawi,jawi,64,260,0.578125,0.0,0.0,0.49230769230769234,0.10255102040816326,5.104166666666667,0.0,7.219178199768066,True
mgq2eH5y.png,line,jawi,0.9216198,P64Ivxum.png,jawi,jawi,jawi,66,691,0.9090909090909091,0.0,0.0,0.8480463096960926,0.18385718645102228,11.689655172413794,0.0,5.747274875640869,True
Y4p39xPf.png,block,pegon,0.77055,3mcFdk7G.png,pegon,pegon,pegon,153,169,1.0,0.0,0.0,0.0,0.1794871794871795,1.1045751633986929,49.017906188964844,2.4974758625030518,True
dNOv6cil.png,line,sunda,0.8962624,6Jj7eo3O.png,sunda,sunda,sunda,71,791,0.7464788732394366,0.0,0.0,0.4968394437420986,0.1586334745762712,13.016949152542374,0.0,6.323882102966309,True
pkr1vakn.png,line,lampung,0.9083592,O9SD6pqN.png,lampung,lampung,lampung,36,147,1.0,0.0,0.0,0.7551020408163265,0.21168582375478928,4.027777777777778,0.0,2.7641496658325195,True
jTbRy3wy.png,line,lontara,0.8406421,roSK9yTZ.png,lontara,lontara,lontara,61,776,1.0,0.0,0.0,0.6378865979381443,0.14377962342914294,12.360655737704919,0.0,6.045288562774658,True
i2Po8naX.png,line,lontara,0.8158608,QE7E32zM.png,lontara,lontara,lontara,52,952,0.7884615384615384,0.0,0.0,0.5945378151260504,0.11886387995712755,18.66,0.0,6.626530170440674,True
IFsvMMMZ.png,line,jawa,0.8980522,rDtYHUS6.png,jawa,jawa,jawa,83,933,0.9879518072289156,0.0,0.0,0.7695605573419079,0.17170643357744705,11.060240963855422,0.0,4.91489839553833,True
JxJ5O6S2.png,block,pegon,0.80505204,3mcFdk7G.png,pegon,pegon,pegon,160,164,1.0,0.0,0.0,0.0,0.15110518292682926,1.025,43.23109817504883,3.8056890964508057,True
xKOr051L.png,block,pegon,0.75066745,LBlGLJh4.png,pegon,pegon,pegon,112,129,0.9107142857142857,0.0,0.0,0.4186046511627907,0.16271957897731312,1.18348623853211,4.350429058074951,1.6085273027420044,True
2DNZmXTB.png,block,pegon,0.81408733,3YQhv7gK.png,pegon,pegon,pegon,143,140,1.0,0.0,0.0,0.14285714285714285,0.2191808191808192,0.9790209790209791,4.346203804016113,2.0810840129852295,True
KUPPAWQo.png,line,jawa,0.7963827,fVXal26M.png,jawa,jawa,jawa,56,369,1.0,0.0,0.0,0.06233062330623306,0.16450061399918134,6.232142857142857,1.8012969493865967,1.4971412420272827,True
ZkaIdXph.png,block,pegon,0.85080063,6xN5Fd2w.png,pegon,pegon,pegon,91,97,1.0,0.0,0.0,0.5051546391752577,0.13107511045655376,1.065934065934066,0.0,5.989595413208008,True
ucJ8RJ0x.png,block,pegon,0.8730165,IDpHW9DT.png,pegon,pegon,pegon,162,194,1.0,0.0,0.0,0.0,0.2579228713249332,1.1975308641975309,15.488640785217285,1.7986507415771484,True
3P33Mx6w.png,line,bali,0.7974448,4iwimPuq.png,bali,bali,bali,58,239,1.0,0.0,0.0,0.8493723849372385,0.13119727689803168,4.017241379310345,0.0,7.463197231292725,True
m8gGjDUO.png,line,jawa,0.77682626,xWAVcyUQ.png,lontara,lontara,lontara,63,949,1.0,0.0,0.0,0.3667017913593256,0.09438433258411305,14.46031746031746,19.408634185791016,2.0854570865631104,False
Ql34AEov.png,block,pegon,0.81542724,3YQhv7gK.png,pegon,pegon,pegon,152,161,0.9671052631578947,0.0,0.0,0.0,0.17101045883940622,1.0263157894736843,24.108409881591797,1.861249566078186,True
Urll2kV8.png,block,pegon,0.88117266,3mcFdk7G.png,pegon,pegon,pegon,148,162,1.0,0.0,0.0,0.09876543209876543,0.20203536870203537,1.0945945945945945,7.177010536193848,2.6170494556427,True
AJtfjse4.png,line,jawa,0.8790185,wZBZmXVo.png,jawa,jawa,jawa,61,899,1.0,0.0,0.0,0.8008898776418243,0.1787921400288643,14.524590163934427,0.0,4.588431358337402,True
cgKILzhK.png,block,pegon,0.8213624,3YQhv7gK.png,pegon,pegon,pegon,143,143,1.0,0.0,0.0,0.07692307692307693,0.15501980536945573,1.0,28.49826431274414,2.330726146697998,True
iApRoWXi.png,line,jawa,0.9296106,VlGmgACZ.png,jawa,jawa,jawa,73,647,1.0,0.0,0.0,0.20556414219474498,0.35366602443310535,8.863013698630137,0.0,7.656311511993408,True
hzmyHjwd.png,line,jawa,0.91046375,UdhDfaAy.png,jawa,jawa,jawa,43,344,1.0,0.0,0.0,0.1744186046511628,0.41339913466738776,8.0,0.0,7.367137908935547,True
j2A8mZqi.png,line,jawa,0.7622479,19bwMYLN.png,jawa,bali,bali,54,1399,1.0,0.0,0.0,0.0,0.36259768943255183,24.22222222222222,15.544053077697754,2.0969960689544678,False
yH8kDyOL.png,line,lampung,0.9093696,qZL4Jq7a.png,lampung,lampung,lampung,31,140,1.0,0.0,0.0,0.5928571428571429,0.18676951846657316,4.451612903225806,0.0,2.9001123905181885,True
DzyTnG3l.png,line,lampung,0.88839483,PzgGMHjn.png,lampung,lampung,lampung,44,104,0.75,0.0,0.0,0.8942307692307693,0.14876872302614877,2.58974358974359,0.0,6.364967346191406,True
2vw5LSXt.png,block,pegon,0.8142704,3YQhv7gK.png,pegon,pegon,pegon,140,147,1.0,0.0,0.0,0.2108843537414966,0.29591836734693877,1.05,3.767103910446167,3.824571132659912,True
BdjIUfGT.png,line,jawi,0.78245914,bVfXghWK.png,pegon,pegon,pegon,70,819,1.0,0.0,0.0,0.231990231990232,0.1998953427524856,11.7,1.552346110343933,0.6694304943084717,False
tCOj1eAD.png,block,pegon,0.8359268,3YQhv7gK.png,pegon,pegon,pegon,123,131,1.0,0.0,0.0,0.015267175572519083,0.19437721094768198,1.065040650406504,3.699435234069824,0.8129396438598633,True
AGHPVJzn.png,line,jawa,0.8102858,kTGitTTZ.png,jawa,jawa,jawa,83,630,1.0,0.0,0.0,0.022222222222222223,0.39494563620335,7.409638554216867,22.563072204589844,3.035959005355835,True
fL2JmXEd.png,block,sunda,0.89846635,Xgu6c7a8.png,sunda,sunda,sunda,55,80,0.9090909090909091,0.0,0.0,0.325,0.3072089947089947,1.7142857142857142,0.0,5.212804317474365,True
5IMxeqAJ.png,line,jawa,0.8907398,BOgaZX5p.png,jawa,jawa,jawa,77,342,1.0,0.0,0.0,0.0029239766081871343,0.11078798502111385,4.233766233766234,1.6902483701705933,4.112067699432373,True
5wSDIkxd.png,line,jawa,0.77909565,DAZyha4L.png,jawa,jawa,jawa,91,296,0.967032967032967,0.0,0.0,0.0,0.2199943117178612,4.069444444444445,6.758353233337402,0.772165834903717,True
EqOy0Ygp.jpg,line,sunda,0.7729614,pVaurMOE.png,pegon,pegon,pegon,95,414,1.0,0.042105263157894736,0.0,0.0,0.06892957030256801,4.3578947368421055,0.7914568781852722,9.878084182739258,False
yPoCDaF4.png,glyph,sunda,0.94217014,sJWMUaDF.png,sunda,sunda,sunda,54,44,0.5555555555555556,0.0,0.0,0.4090909090909091,0.43493761140819964,1.0303030303030303,0.0,5.10324764251709,True
zdu2Zw13.png,block,pegon,0.82380736,3YQhv7gK.png,pegon,pegon,pegon,126,160,1.0,0.0,0.0,0.0,0.1630952380952381,1.2698412698412698,8.298958778381348,2.565535545349121,True
wEqxO932.png,line,lampung,0.9081057,37GylGd0.png,lampung,lampung,lampung,67,203,0.835820895522388,0.0,0.0,0.7980295566502463,0.11804788213627992,3.0166666666666666,0.0,7.210732460021973,True
PpusvmqU.png,line,jawa,0.7959475,wQoP5j1L.png,jawa,jawa,jawa,56,659,1.0,0.10714285714285714,0.0,0.0,0.1812137295500277,12.20754716981132,26.477699279785156,1.9611091613769531,True
RyJnmmhF.png,line,jawi,0.771183,Djrt0occ.png,jawi,jawi,jawi,75,788,1.0,0.0,0.0,0.32741116751269034,0.244404609475032,10.413333333333334,30.285888671875,0.5696308612823486,True
nrjSuQUI.png,block,pegon,0.7960352,IDpHW9DT.png,pegon,pegon,pegon,174,209,1.0,0.0,0.0,0.0,0.2082989605675631,1.2011494252873562,26.058103561401367,1.4747586250305176,True
lWYdBjrk.png,line,sunda,0.86655223,1rFY5ymX.png,sunda,sunda,sunda,62,1194,0.8225806451612904,0.0,0.0,0.7035175879396985,0.1608662374499122,20.50877192982456,0.0,6.047304630279541,True
rErI59dc.png,block,pegon,0.8212782,3YQhv7gK.png,pegon,pegon,pegon,111,130,1.0,0.0,0.0,0.046153846153846156,0.1925848925848926,1.1711711711711712,41.076576232910156,0.7819125056266785,True
WayCSImu.png,block,pegon,0.8229761,8dVCzsvx.png,pegon,pegon,pegon,90,90,1.0,0.0,0.0,0.25555555555555554,0.22514619883040934,0.8444444444444444,0.0,5.3747782707214355,True
9zGlcdIa.png,line,lampung,0.9026873,OOt4JATx.png,lampung,lampung,lampung,38,130,0.8157894736842105,0.0,0.0,0.7538461538461538,0.17173479561316052,3.4705882352941178,0.0,3.9731767177581787,True
7ckJIDU4.png,block,pegon,0.89307785,3YQhv7gK.png,pegon,pegon,pegon,136,145,1.0,0.029411764705882353,0.014705882352941176,0.1724137931034483,0.15303030303030302,1.0984848484848484,0.0,5.593348026275635,True
rZnOMgbJ.png,glyph,sunda,0.7678753,Age0JNbQ.png,sunda,sunda,sunda,55,78,0.5636363636363636,0.0,0.0,0.3974358974358974,0.36363636363636365,1.9696969696969697,0.48787879943847656,1.9446280002593994,True
vdHe3qEg.png,line,lontara,0.80341184,fhztY2U3.png,lontara,lontara,lontara,30,594,1.0,0.0,0.0,0.5134680134680135,0.20411840411840412,17.266666666666666,0.0,3.5939197540283203,True
01eMwHuH.png,line,jawi,0.961859,8ua1wfDX.png,jawi,jawi,jawi,78,793,1.0,0.0,0.0,0.5636822194199244,0.2923012254664209,10.166666666666666,0.0,4.530358791351318,True
r3Ups2lg.png,line,jawi,0.9605895,yybF3m5Z.png,jawi,jawi,jawi,90,809,0.9111111111111111,0.0,0.0,0.2620519159456119,0.33958823529411764,9.411764705882353,0.0,4.42664098739624,True
USzzfXaO.png,line,jawa,0.7825928,19bwMYLN.png,sunda,sunda,sunda,75,785,0.9066666666666666,0.0,0.0,0.0,0.36123382159187784,11.161764705882353,34.8808479309082,2.7570605278015137,False
a48ZKsTM.png,block,pegon,0.8237076,3YQhv7gK.png,pegon,pegon,pegon,144,150,1.0,0.0,0.0,0.15333333333333332,0.14351851851851852,1.0416666666666667,5.165416717529297,2.490176200866699,True
103HUaxy.png,line,lampung,0.84091705,5e2kJqq4.png,lampung,lampung,lampung,42,101,0.7142857142857143,0.0,0.0,0.6732673267326733,0.16157855547282204,2.323529411764706,0.0,7.15241813659668,True
BpemwSh9.png,block,pegon,0.90862644,LBlGLJh4.png,pegon,pegon,pegon,136,170,1.0,0.0,0.0,0.27058823529411763,0.17681660899653978,1.25,0.0,5.6435747146606445,True
iN8lmlCB.png,block,pegon,0.806467,LBlGLJh4.png,pegon,pegon,pegon,114,120,0.9912280701754386,0.0,0.0,0.2916666666666667,0.12271386430678466,1.0619469026548674,4.925731182098389,3.2435460090637207,True
TsW7zvts.png,line,lontara,0.8478209,ieCwAOj8.png,lontara,lontara,lontara,46,812,1.0,0.0,0.0,0.6896551724137931,0.15520658179197694,15.73913043478261,0.0,6.060916900634766,True
RsrT9tlT.png,line,jawa,0.81765175,alGxFTl1.png,jawa,jawa,jawa,114,970,0.9649122807017544,0.0,0.0,0.8278350515463917,0.1003043135529524,8.394736842105264,0.0,5.499409198760986,True
VEr26nUc.png,line,jawi,0.8876556,rJZQjxc0.png,jawi,jawi,jawi,54,595,1.0,0.0,0.0,0.6655462184873949,0.24789704959196485,10.925925925925926,0.0,4.8093132972717285,True
Kvzj3Pv0.png,line,jawi,0.79226613,vSBHNoJ1.png,jawi,jawi,jawi,57,759,0.8070175438596491,0.0,0.0,0.855072463768116,0.12303048763603135,15.040816326530612,5.4266462326049805,5.044154167175293,True
33wj8h0R.png,line,jawa,0.7673052,19bwMYLN.png,lontara,lontara,lontara,45,1014,1.0,0.0,0.0,0.3214990138067061,0.3180386864597391,21.955555555555556,2.8141791820526123,1.5068035125732422,False
yZhMQJBZ.jpg,block,jawa,0.7785405,5ghxWNyR.jpg,jawa,jawa,jawa,225,300,1.0,0.0,0.0,0.0,0.1305925925925926,1.3333333333333333,61.506771087646484,2.6277666091918945,True
GtmANNHc.png,block,pegon,0.792187,3YQhv7gK.png,pegon,pegon,pegon,132,147,1.0,0.0,0.0,0.14285714285714285,0.3416821273964131,1.1136363636363635,24.661306381225586,2.7596397399902344,True
G9emTgSa.png,line,lampung,0.8813958,xtXw0TeJ.png,lampung,lampung,lampung,78,197,0.7051282051282052,0.0,0.0,0.4720812182741117,0.14744281927947384,2.737704918032787,0.0,7.159832000732422,True
hOmpjJmw.png,glyph,sunda,0.92841756,PHU3SvOb.png,sunda,sunda,sunda,42,56,0.5952380952380952,0.0,0.0,0.5357142857142857,0.28605015673981193,1.5172413793103448,0.0,5.908667087554932,True
wX7bM0kB.png,line,jawi,0.8330655,ErsHzyfq.png,pegon,pegon,pegon,102,382,1.0,0.049019607843137254,0.0392156862745098,0.07329842931937172,0.33469356328919003,3.7450980392156863,29.90999412536621,1.8345696926116943,False
08ir1p0K.png,line,lampung,0.9118,h3exH7tZ.png,lampung,lampung,lampung,70,183,0.8714285714285714,0.0,0.0,0.6666666666666666,0.1285034373347435,2.540983606557377,0.0,6.365091800689697,True
MnP02zXP.png,line,jawi,0.7818565,pXiAetoy.png,jawi,jawi,jawi,125,500,0.856,0.0,0.0,0.794,0.17099102270726985,4.2956521739130435,0.010784000158309937,3.214608907699585,True
323hhBsX.png,line,jawi,0.8027787,7b6sWGiU.png,jawi,jawi,jawi,64,288,0.796875,0.0,0.0,0.6736111111111112,0.14751602564102564,5.416666666666667,0.0,7.126067638397217,True
NOBQTAfI.png,block,pegon,0.9242872,FBQDQBpe.png,pegon,pegon,pegon,144,163,1.0,0.0,0.0,0.4539877300613497,0.17007498295841855,1.1319444444444444,0.0,5.750858306884766,True
rR8Jn0tX.png,line,lampung,0.92286193,0tfJxB1a.png,lampung,lampung,lampung,40,139,0.8,0.0,0.0,0.8633093525179856,0.16632996632996633,4.090909090909091,0.0,2.97957444190979,True
HAzZ4mgu.png,line,bali,0.8925773,3bpczjwB.png,bali,bali,bali,56,1400,1.0,0.0,0.0,0.7178571428571429,0.16186459246275198,23.285714285714285,0.0,6.061180114746094,True
