image_id,label,split,w,h,fmt,ctype,pred_c,pred_x,conf_x,pred,conf,agree,glyph_h,n_views
L4cIkqat.jpg,bali,train,1280,1280,JPEG,page,0.0,0.0,0.8730932162234472,,,,10.0,13
DOH3uoeR.jpg,bali,train,640,480,JPEG,page,0.0,1.0,0.8325101933312775,,,,17.0,11
lPJpDgwW.jpg,bali,train,1200,675,JPEG,page,0.0,1.0,0.4933803684161888,,,,6.0,13
Vz1nxIKv.png,jawi,train,700,446,PNG,page,2.0,5.0,0.8658445349033739,,,,10.0,13
BH0R4c3B.jpg,bali,train,735,463,JPEG,page,0.0,0.0,0.935825028182264,,,,31.0,10
vgRH3hfk.webp,lontara,train,720,565,WEBP,page,4.0,4.0,0.9217425458149622,,,,16.0,13
FPo8eKNu.webp,jawa,train,1280,720,WEBP,page,1.0,1.0,0.9028591500599418,,,,43.0,13
v0eRKhNN.jpg,lontara,train,750,500,JPEG,page,5.0,5.0,0.6711224911996756,,,,13.0,13
p1nlqTvi.jpg,jawi,train,742,1080,JPEG,page,2.0,2.0,0.7931187437299018,,,,7.0,13
db0c2Z4p.png,lampung,train,1074,575,PNG,page,3.0,2.0,0.5167314720657116,,,,17.0,13
1zxp9geQ.jpg,jawa,train,1200,675,JPEG,page,1.0,1.0,0.8977517344808489,,,,18.0,13
nGhp8rvR.jpg,lontara,train,528,800,JPEG,page,4.0,4.0,0.9237935208377586,,,,17.0,13
cM7aMsIP.jpg,jawa,train,1024,543,JPEG,page,1.0,1.0,0.8852654124892513,,,,24.5,13
4rzA2cl1.jpg,bali,train,1706,960,JPEG,page,0.0,0.0,0.8968878364093102,,,,11.0,13
tviyv7W0.jpg,lampung,train,970,544,JPEG,page,3.0,3.0,0.916031198827102,,,,,2
IcMQ729U.jpg,bali,train,480,360,JPEG,page,0.0,0.0,0.9247294796559312,,,,28.0,9
KQn86KbN.jpg,bali,train,503,856,JPEG,page,1.0,0.0,0.2488891819968223,,,,11.0,13
A86cbI0P.png,sunda,train,300,282,PNG,page,6.0,5.0,0.8483087374809211,,,,7.0,13
qr0Dsa4r.png,jawa,train,700,730,PNG,page,1.0,1.0,0.8829613297164272,,,,9.0,13
wBLg71Yy.png,lontara,train,2000,1600,PNG,page,4.0,4.0,0.7969480095555701,,,,29.0,13
fuuZiyNB.jpg,lontara,train,433,616,JPEG,page,4.0,4.0,0.928466682115401,,,,18.0,13
MuR7rzdl.jpg,jawa,train,1654,2340,JPEG,page,1.0,4.0,0.3162927353633031,,,,21.5,13
tVLTxNyb.jpg,pegon,train,561,561,JPEG,page,2.0,2.0,0.8215443024509529,,,,7.0,13
Pn2o0YTT.jpg,jawa,train,565,514,JPEG,page,1.0,1.0,0.8953182728204934,,,,22.0,13
aN9eOSXS.jpg,jawi,train,768,1024,JPEG,page,2.0,2.0,0.8608970703806537,,,,10.0,13
mX6JeAay.jpg,lontara,train,572,481,JPEG,page,4.0,4.0,0.9221696635897548,,,,12.5,13
5ghxWNyR.jpg,jawa,train,585,329,JPEG,page,1.0,1.0,0.8965284216940832,,,,34.0,9
HSPlRvu6.jpg,lontara,train,355,259,JPEG,page,4.0,4.0,0.9077954178018413,,,,11.0,13
Ymh2tbFw.png,bali,train,864,864,PNG,page,0.0,0.0,0.9253907865543896,,,,,1
7aDRp8vj.jpg,jawa,train,480,675,JPEG,page,1.0,1.0,0.9043355367337343,,,,34.0,8
WWCrZrGd.jpg,bali,train,1200,800,JPEG,page,1.0,1.0,0.8118945267124892,,,,,1
EAumamZe.jpg,jawi,train,1024,683,JPEG,page,5.0,5.0,0.9318316007343171,,,,15.0,13
Qf2P4kf8.png,lontara,train,1160,676,PNG,page,4.0,4.0,0.6787077984073516,,,,,1
QNEvz4dm.jpg,pegon,train,820,457,JPEG,page,5.0,5.0,0.9365838434364534,,,,12.0,13
lkZUfCn0.jpg,jawa,train,954,397,JPEG,page,1.0,1.0,0.881232602618345,,,,7.0,13
POApg2ai.png,sunda,train,640,404,PNG,page,1.0,5.0,0.3364924282410688,,,,7.0,13
zOMPhDUE.jpg,lampung,train,2192,1231,JPEG,page,3.0,2.0,0.2478011889326028,,,,63.0,13
WCHCFDE6.jpg,jawi,train,1024,766,JPEG,page,2.0,1.0,0.3853169173322234,,,,10.0,13
aaGL9ufc.jpg,sunda,train,650,488,JPEG,page,6.0,6.0,0.901699383848308,,,,30.0,11
y0uFaJnx.png,jawa,train,1200,1200,PNG,page,1.0,1.0,0.5623862229458523,,,,24.0,13
hf1aJZJs.jpg,jawa,train,1080,589,JPEG,page,1.0,1.0,0.882099592181416,,,,32.0,13
lUuAU6E8.jpg,jawi,train,830,468,JPEG,page,5.0,5.0,0.9367419847854636,,,,14.0,13
W0b6uSzZ.jpg,jawa,train,800,800,JPEG,page,1.0,3.0,0.328599668749601,,,,13.0,13
slg7fj6Y.jpg,lampung,train,566,472,JPEG,page,3.0,3.0,0.9186450707543388,,,,14.0,13
FSeTEL4D.jpg,sunda,train,2056,2704,JPEG,page,1.0,5.0,0.5435636732193115,,,,8.0,13
T5Q9z9Eg.jpg,sunda,train,768,1024,JPEG,page,3.0,1.0,0.3335018127629812,,,,13.0,13
05E6cN2H.jpg,bali,train,696,464,JPEG,page,0.0,0.0,0.9275309543609596,,,,24.0,9
yH2Pop2c.jpg,jawi,train,2098,1424,JPEG,page,5.0,5.0,0.8877055017551322,,,,20.0,13
bv4i3Hy5.jpg,lampung,train,387,516,JPEG,page,3.0,3.0,0.9191561481864392,,,,13.0,13
A2gApZnB.jpg,lampung,train,488,409,JPEG,page,2.0,2.0,0.4870808823139823,,,,15.0,13
7gXMJG6J.webp,lontara,train,720,405,WEBP,page,4.0,4.0,0.9293801455566204,,,,12.5,13
f9cIdnQp.jpg,sunda,train,1024,581,JPEG,page,1.0,1.0,0.7599310288972292,,,,10.0,13
XhzyZXBX.jpg,pegon,train,830,485,JPEG,page,5.0,5.0,0.9019720505614278,,,,5.0,13
Imsi27LU.jpg,lontara,train,645,923,JPEG,page,4.0,4.0,0.9428611960719824,,,,24.0,13
MDiV8shM.jpg,lampung,train,1138,316,JPEG,page,3.0,3.0,0.917094230961702,,,,17.0,13
wE8el0Ro.jpg,pegon,train,480,360,JPEG,page,5.0,5.0,0.9337101500282818,,,,18.0,12
lWjk9Tvo.jpg,lampung,train,1280,720,JPEG,page,3.0,3.0,0.914098498157099,,,,10.5,13
u6OG4OU1.jpg,jawa,train,449,252,JPEG,page,1.0,1.0,0.8948188583795159,,,,18.0,11
k2KtRniI.jpg,pegon,train,878,576,JPEG,page,5.0,5.0,0.9211575463497064,,,,11.0,13
ze6LVt3f.jpg,jawa,train,1280,720,JPEG,page,1.0,1.0,0.8848327746694902,,,,40.0,13
goMVEr9M.jpg,jawi,train,1200,630,JPEG,page,2.0,5.0,0.9101775898770708,,,,10.0,13
nB7tdnSn.png,jawi,train,600,600,PNG,page,2.0,2.0,0.8521411789927036,,,,18.0,13
JfHP176N.jpg,lampung,train,1200,700,JPEG,page,3.0,3.0,0.8927198645106577,,,,46.0,11
XmDXsCvc.webp,jawa,train,300,417,WEBP,page,1.0,1.0,0.9064667094924368,,,,14.0,12
sgJcQYI6.jpg,lontara,train,444,280,JPEG,page,4.0,4.0,0.7348831252437436,,,,6.0,13
bIVEz5kB.jpg,sunda,train,354,355,JPEG,page,6.0,6.0,0.902884391490444,,,,,1
WtdYMinR.jpg,pegon,train,410,418,JPEG,page,5.0,5.0,0.9406786811496224,,,,6.0,13
cLcF0nUi.png,lampung,train,640,758,PNG,page,3.0,3.0,0.921055853501889,,,,12.0,13
TWaDlRbb.jpg,bali,train,960,1200,JPEG,page,0.0,0.0,0.9090423730384763,,,,25.0,13
4sQkkgkH.png,lampung,train,425,521,PNG,page,2.0,2.0,0.4487759042245215,,,,6.0,13
Qq8v0hKp.jpg,jawa,train,423,568,JPEG,page,1.0,1.0,0.9096285914150606,,,,17.0,13
ydlfeeQR.jpg,bali,train,1477,1108,JPEG,page,0.0,0.0,0.9271621190160164,,,,13.0,13
CNGbKP8u.jpg,jawa,train,481,280,JPEG,page,1.0,1.0,0.898818737500003,,,,12.0,13
nOkBZWxv.png,jawa,train,811,613,PNG,page,1.0,1.0,0.901631234267215,,,,28.0,13
zf8bKPv6.png,sunda,train,1200,900,PNG,page,6.0,6.0,0.9046164991846902,,,,28.0,13
iWeZ1ZEc.jpg,jawi,train,235,300,JPEG,page,5.0,5.0,0.846037712542709,,,,6.0,13
h0LtJbi8.jpg,jawi,train,360,466,JPEG,page,3.0,3.0,0.8848823623771748,,,,7.0,13
8dfolTMF.jpg,jawi,train,469,754,JPEG,page,5.0,5.0,0.878174665616576,,,,9.0,13
gb8TzDfD.webp,jawa,train,1200,675,WEBP,page,1.0,1.0,0.8988835103023805,,,,38.0,13
Q5TmKwnk.jpg,pegon,train,1280,720,JPEG,page,5.0,5.0,0.9357293815472034,,,,14.0,13
AKUar1TE.jpg,jawa,train,1280,720,JPEG,page,1.0,1.0,0.8922911466900715,,,,34.0,13
kdPAng3j.jpg,lampung,train,1280,720,JPEG,page,3.0,3.0,0.9090088213820714,,,,39.0,13
drKaI6XR.jpg,pegon,train,1247,980,JPEG,page,5.0,5.0,0.728451401484811,,,,13.0,13
P5yudurv.jpg,lampung,train,952,476,JPEG,page,3.0,3.0,0.7834631158532435,,,,20.0,13
dKpZfhoe.jpg,pegon,train,738,1600,JPEG,page,5.0,5.0,0.9083150551264824,,,,20.0,13
kI1F48fG.jpg,sunda,train,566,619,JPEG,page,6.0,1.0,0.6450267940163985,,,,13.0,13
QXjb5GEa.jpg,lampung,train,720,1280,JPEG,page,3.0,3.0,0.3506321200988587,,,,19.0,13
2v8NSzWR.jpg,pegon,train,490,354,JPEG,page,2.0,5.0,0.5370383681028406,,,,6.0,13
9l4LMazG.png,lontara,train,1366,768,PNG,page,4.0,1.0,0.5177816052960917,,,,14.0,13
d81F6pxi.jpg,lampung,train,735,1040,JPEG,page,3.0,3.0,0.8471420268364374,,,,45.0,13
KpRcwnvc.jpg,lontara,train,404,316,JPEG,page,4.0,4.0,0.9321818122536836,,,,30.0,4
cgV69blO.jpg,jawi,train,1080,763,JPEG,page,5.0,3.0,0.3693278905585086,,,,9.0,13
DnWDDnKs.webp,pegon,train,600,338,WEBP,page,5.0,5.0,0.9303757423761272,,,,6.0,13
bSmzSSsW.jpg,lampung,train,700,350,JPEG,page,3.0,3.0,0.8606520828171519,,,,15.5,13
0lPkokiG.jpg,lampung,train,1000,915,JPEG,page,3.0,3.0,0.9059456305598532,,,,33.0,13
lWqGfthg.jpg,jawi,train,250,377,JPEG,page,5.0,5.0,0.9112074405533764,,,,,1
xoWpVy3M.jpg,bali,train,500,500,JPEG,page,0.0,0.0,0.9263803048636408,,,,16.0,13
CqSvfsrM.jpg,lampung,train,570,588,JPEG,page,3.0,3.0,0.8982782734064276,,,,12.0,13
wJLSOF58.jpg,lontara,train,770,450,JPEG,page,4.0,4.0,0.9147899480225246,,,,11.0,13
EnhSkTfz.png,jawa,train,306,300,PNG,page,1.0,1.0,0.7463949871474148,,,,,1
u3c9ZTqQ.jpg,jawa,train,720,452,JPEG,page,1.0,1.0,0.8926363151847724,,,,8.0,13
0RrfREkM.jpg,pegon,train,747,531,JPEG,page,2.0,5.0,0.5249411786795801,,,,8.0,13
14vVVl4E.png,pegon,train,800,595,PNG,page,5.0,5.0,0.8149203011128527,,,,9.0,13
BtN0snf5.jpg,pegon,train,744,536,JPEG,page,5.0,5.0,0.9294336870894078,,,,7.0,13
0qieWTAa.jpg,pegon,train,446,330,JPEG,page,5.0,1.0,0.8302357821623969,,,,4.0,13
JUcIlUlw.jpg,jawa,train,480,360,JPEG,page,1.0,1.0,0.9064877831500266,,,,10.0,13
Pwxovv4w.jpg,pegon,train,768,472,JPEG,page,5.0,5.0,0.9453143572301737,,,,7.0,13
pVaurMOE.png,sunda,train,729,331,PNG,page,6.0,6.0,0.8954480818521448,,,,21.0,13
W9YzgCDe.jpg,bali,train,870,1160,JPEG,page,0.0,0.0,0.8860282745419523,,,,8.0,13
crv2qL3d.jpg,jawa,train,483,341,JPEG,page,1.0,1.0,0.8775220973935347,,,,10.0,13
26CqbMpI.jpg,sunda,train,415,405,JPEG,page,3.0,6.0,0.4409777869201069,,,,12.0,11
EIbBGv9G.jpg,bali,train,768,1024,JPEG,page,0.0,3.0,0.3567001409538264,,,,8.0,13
fB1k6OYk.jpg,jawa,train,1000,750,JPEG,page,6.0,6.0,0.8193632493575636,,,,23.0,13
NZrTPBsT.jpg,jawa,train,736,1308,JPEG,page,1.0,1.0,0.3294166018433773,,,,35.0,13
QMe5Qa85.jpg,lampung,train,1200,675,JPEG,page,3.0,3.0,0.9188982022887396,,,,41.0,13
9W5axwiz.jpg,pegon,train,1239,1800,JPEG,page,5.0,5.0,0.8843796470834941,,,,8.0,13
1aIVpZ2l.jpg,lampung,train,830,556,JPEG,page,3.0,3.0,0.9098466140114108,,,,11.0,13
Etv2CI1N.webp,lampung,train,136,296,WEBP,page,3.0,3.0,0.4395555865189585,,,,20.0,10
vFnuGssw.jpg,lampung,train,1000,1673,JPEG,page,5.0,5.0,0.8824035624371099,,,,10.0,13
y3XQDMZv.jpg,sunda,train,960,1200,JPEG,page,1.0,1.0,0.9008005539798456,,,,23.0,13
Jm77pTKe.jpg,jawa,train,650,412,JPEG,page,1.0,1.0,0.896665626361441,,,,8.0,13
L5ew6cf9.jpg,pegon,train,1200,948,JPEG,page,5.0,5.0,0.9341408323774176,,,,78.0,9
XE1yQhgw.webp,sunda,train,2048,1152,WEBP,page,6.0,6.0,0.8374439297612134,,,,28.0,13
T4CwXbxe.jpg,bali,train,870,286,JPEG,page,0.0,0.0,0.9307604429547488,,,,28.0,11
qyPXddz2.jpg,pegon,train,800,800,JPEG,page,5.0,5.0,0.9301398698351504,,,,11.0,13
AjwosTfp.png,pegon,train,625,905,PNG,page,2.0,5.0,0.5747490140219439,,,,15.0,13
RY9pKXN7.jpg,bali,train,500,300,JPEG,page,0.0,1.0,0.3868240291729332,,,,7.0,13
kne37dqn.jpg,jawa,train,1280,720,JPEG,page,1.0,1.0,0.910652043416404,,,,35.0,13
ogPEoW0X.jpg,sunda,train,800,400,JPEG,page,1.0,6.0,0.5247873421039514,,,,8.0,13
HEcsD6AX.png,bali,train,5000,1705,PNG,page,0.0,0.0,0.9244571033699072,,,,,1
zasgaCVk.jpg,pegon,train,1320,990,JPEG,page,2.0,2.0,0.7552798902007719,,,,17.0,13
Zm78KvRV.jpg,pegon,train,1360,903,JPEG,page,5.0,5.0,0.9288655349338264,,,,,1
pL1TEs2W.webp,pegon,train,759,450,WEBP,page,5.0,5.0,0.8810678307284744,,,,7.0,13
9rr8VvDa.jpg,jawa,train,640,492,JPEG,page,1.0,1.0,0.9009692777530643,,,,10.0,13
NFZIt3sH.png,lontara,train,404,316,PNG,page,4.0,4.0,0.9218504089689143,,,,4.0,14
bgn3EjVU.jpg,lampung,train,201,280,JPEG,page,3.0,3.0,0.917326410112129,,,,14.0,11
WbYvLu7A.webp,pegon,train,2560,1440,WEBP,page,5.0,5.0,0.901113436607888,,,,34.0,13
9N5DsZPR.jpg,lampung,train,736,1308,JPEG,page,3.0,3.0,0.5481413062913066,,,,27.0,13
JEm2YNFD.jpg,jawa,train,600,356,JPEG,page,1.0,1.0,0.8987155152279587,,,,11.0,13
a2qh7aww.png,jawa,train,1024,335,PNG,page,1.0,1.0,0.8949164507136287,,,,36.0,11
0pQOih09.jpg,jawa,train,626,338,JPEG,page,1.0,1.0,0.8923843919751734,,,,14.0,13
tEXmYAkO.jpg,lontara,train,400,391,JPEG,page,4.0,4.0,0.897442904697388,,,,5.0,13
1icXIUfR.jpg,jawa,train,750,487,JPEG,page,5.0,5.0,0.5371277972452431,,,,16.0,13
EvWOEOgu.jpg,jawa,train,630,458,JPEG,page,1.0,5.0,0.8176849667317407,,,,11.0,13
79vWCUW8.jpg,lampung,train,600,338,JPEG,page,4.0,4.0,0.5014535284744353,,,,6.0,13
Bz01Prso.jpg,jawi,train,689,591,JPEG,page,2.0,2.0,0.8207856405576184,,,,21.0,13
johVZUvs.png,jawa,train,600,450,PNG,page,1.0,1.0,0.901373618248415,,,,12.0,13
z5dSF1Z0.jpg,jawi,train,787,1106,JPEG,page,2.0,2.0,0.8604770097419463,,,,6.0,13
GVqxMBMQ.jpg,bali,train,1706,960,JPEG,page,0.0,0.0,0.8888664673933401,,,,6.0,13
3OW9abKi.webp,pegon,train,400,300,WEBP,page,5.0,5.0,0.929427250714942,,,,5.0,13
P7pWofbr.jpg,jawa,train,537,929,JPEG,page,1.0,1.0,0.4584840515541336,,,,12.0,13
oSjsdcIc.jpg,lontara,train,454,675,JPEG,page,4.0,4.0,0.6889021562978661,,,,7.0,13
QQXTSG81.jpg,lampung,train,781,622,JPEG,page,3.0,6.0,0.4461503823478273,,,,13.0,13
GoGj1Sor.webp,jawa,train,644,277,WEBP,page,1.0,1.0,0.9085347611880694,,,,14.0,13
Upp8Rm0A.jpg,jawa,train,972,632,JPEG,page,1.0,1.0,0.9103131698243966,,,,44.0,11
ge440A3b.jpg,lontara,train,4608,3456,JPEG,page,4.0,4.0,0.4584703819643098,,,,16.0,13
9D9NLBaF.jpg,sunda,train,736,1152,JPEG,page,1.0,5.0,0.8309195523677668,,,,18.0,13
p1KvJOpI.jpg,jawa,train,768,1024,JPEG,page,1.0,1.0,0.8632336300913185,,,,9.0,13
4t6j7WDj.jpg,lampung,train,1270,954,JPEG,page,3.0,3.0,0.9248131341587964,,,,21.0,13
ZfZb7Wre.jpg,jawa,train,1440,1920,JPEG,page,1.0,1.0,0.8926189250626013,,,,27.0,13
hz0i0VAL.jpg,jawi,train,654,480,JPEG,page,5.0,5.0,0.9268371488988852,,,,8.5,13
o7wasDKU.jpg,jawi,train,1237,1600,JPEG,page,2.0,2.0,0.807836878790584,,,,17.0,13
T5ThUHie.jpg,jawi,train,840,570,JPEG,page,2.0,2.0,0.7842377471964006,,,,5.0,13
S2lydPJ3.jpg,pegon,train,355,492,JPEG,page,5.0,5.0,0.8881184016608207,,,,6.0,13
vFM0jy9H.jpg,jawa,train,847,999,JPEG,page,1.0,1.0,0.8860995013419569,,,,32.0,13
EYpmsJp4.jpg,bali,train,1024,768,JPEG,page,1.0,1.0,0.8975896606570122,,,,22.0,13
ItQogqk5.jpg,,test,720,961,JPEG,page,,,,0.0,0.8849919469134864,5.0,9.0,13
ZqydnzgJ.png,,test,423,340,PNG,page,,,,5.0,0.9141577680209996,5.0,11.0,13
LYSJlPHg.jpg,,test,1024,1024,JPEG,page,,,,3.0,0.917033593306067,5.0,15.0,13
r0elQ0IA.jpg,,test,480,288,JPEG,page,,,,2.0,0.6026845155472145,5.0,10.0,13
KTQSUrrc.jpg,,test,1200,800,JPEG,page,,,,2.0,0.7197551710639101,5.0,9.0,13
KEu2kTL0.jpg,,test,1503,986,JPEG,page,,,,0.0,0.9315791475408824,5.0,94.0,6
vlFWLeRt.jpg,,test,750,938,JPEG,page,,,,2.0,0.5576112350315545,3.0,39.0,13
OejnTLcZ.png,,test,665,525,PNG,page,,,,5.0,0.7930863135410124,5.0,10.0,13
XSED2XWK.jpg,,test,1080,1440,JPEG,page,,,,1.0,0.8958258738176287,5.0,33.0,13
ndpkiGAu.jpg,,test,405,626,JPEG,page,,,,1.0,0.8694818491318065,5.0,13.0,13
HC8195r5.jpg,,test,1024,683,JPEG,page,,,,1.0,0.4014946432710288,4.0,19.0,13
DouTwCmZ.jpg,,test,768,503,JPEG,page,,,,3.0,0.9186638566384996,5.0,14.0,13
26WUdDnL.jpg,,test,500,333,JPEG,page,,,,1.0,0.9049604488222056,5.0,21.0,11
MXzGfFQm.jpg,,test,716,476,JPEG,page,,,,5.0,0.8434450552153241,5.0,,1
TWwOlCLX.webp,,test,700,436,WEBP,page,,,,2.0,0.7688789634244633,5.0,42.5,9
VjUX1UMA.jpg,,test,1500,1600,JPEG,page,,,,1.0,0.8996469250469719,5.0,99.0,11
yDpRmpun.jpg,,test,3120,4160,JPEG,page,,,,2.0,0.508669480954764,4.0,9.0,13
ih56UWvz.jpg,,test,1706,960,JPEG,page,,,,0.0,0.9346437762444244,5.0,13.5,13
fWSSeXCX.webp,,test,960,695,WEBP,page,,,,5.0,0.9272401053061554,5.0,9.0,13
YZumQKNy.jpg,,test,720,985,JPEG,page,,,,6.0,0.2899450304774777,4.0,8.0,13
dzq5cujj.jpg,,test,1000,1778,JPEG,page,,,,5.0,0.729550474336768,4.0,30.5,13
q0xsg3Dy.jpg,,test,4608,3456,JPEG,page,,,,4.0,0.5453602908589705,3.0,14.0,13
lUuephPg.jpg,,test,824,448,JPEG,page,,,,4.0,0.3640306285291471,3.0,13.0,13
aQis1ndJ.jpg,,test,236,376,JPEG,page,,,,1.0,0.8958202353343943,5.0,8.0,13
zFNBzMgh.jpg,,test,1080,1440,JPEG,page,,,,2.0,0.6365242928337248,3.0,7.0,13
BKre5xTa.jpg,,test,1024,1024,JPEG,page,,,,1.0,0.8908079512908058,5.0,17.0,13
vE1lC5ua.jpg,,test,800,437,JPEG,page,,,,2.0,0.739054013383047,5.0,9.0,13
F50UsMaR.webp,,test,2048,2899,WEBP,page,,,,2.0,0.5720180170273909,5.0,,1
26z1ANyb.jpg,,test,768,1024,JPEG,page,,,,2.0,0.8337796258846962,5.0,8.0,13
rHj8SiVp.png,,test,601,897,PNG,page,,,,5.0,0.9082480681126718,5.0,9.0,13
UnwSaMS8.png,,test,1400,990,PNG,page,,,,1.0,0.8866264168123827,5.0,46.0,13
Fj83bcac.jpg,,test,794,1024,JPEG,page,,,,1.0,0.8908974287012154,5.0,13.0,13
FWqUTKFt.jpg,,test,4344,3258,JPEG,page,,,,4.0,0.9277310822799578,5.0,15.0,13
GtqK3cHR.jpg,,test,480,357,JPEG,page,,,,1.0,0.8902211607812364,5.0,7.0,13
Xre8jQe3.webp,,test,952,700,WEBP,page,,,,5.0,0.262309244152959,3.0,6.0,13
k5xdnWK8.png,,test,500,380,PNG,page,,,,6.0,0.9045325915791826,5.0,18.0,12
1RE1VcHj.jpg,,test,1080,687,JPEG,page,,,,6.0,0.4353502790384782,2.0,9.0,13
H036HViM.jpg,,test,601,563,JPEG,page,,,,6.0,0.8424897269394023,5.0,8.0,13
yuiAa6pM.jpg,,test,1024,416,JPEG,page,,,,1.0,0.8941727235010111,5.0,13.0,13
PFdjl0p9.jpg,,test,480,354,JPEG,page,,,,5.0,0.8837465822098217,5.0,10.0,13
ItKYqOPE.jpg,,test,830,556,JPEG,page,,,,1.0,0.9025060934701244,5.0,35.0,11
a9BmtPJb.jpg,,test,768,544,JPEG,page,,,,3.0,0.9167321229501162,5.0,11.0,13
y4Div1Ps.jpg,,test,404,316,JPEG,page,,,,4.0,0.7402015633400995,5.0,16.0,9
6nRakZMt.png,,test,864,864,PNG,page,,,,0.0,0.9290069298811316,5.0,,1
4sMBUagD.png,,test,1200,800,PNG,page,,,,1.0,0.9013397268711052,5.0,27.0,13
ipYw1jbF.jpg,,test,1320,990,JPEG,page,,,,5.0,0.6835102471852309,4.0,17.0,13
zpaJVslx.png,,test,640,279,PNG,page,,,,5.0,0.9300894401515798,5.0,9.0,13
K3eaNag9.png,,test,1707,900,PNG,page,,,,0.0,0.9326749776676864,5.0,7.0,13
Y43lbNxD.jpg,,test,660,400,JPEG,page,,,,5.0,0.8761376043195828,5.0,19.0,13
056AqPTe.jpg,,test,800,439,JPEG,page,,,,5.0,0.9347707770334632,5.0,14.0,13
tuQn2tFG.jpg,,test,1280,720,JPEG,page,,,,2.0,0.6070267235183036,4.0,39.0,13
kOzZg1JG.jpg,,test,1280,720,JPEG,page,,,,0.0,0.9004197047307032,5.0,18.0,13
l7zErLnw.jpg,,test,279,494,JPEG,page,,,,6.0,0.4914011370513902,3.0,11.0,13
uneupKp4.jpg,,test,1024,714,JPEG,page,,,,5.0,0.9301641158772808,5.0,8.0,13
gCeXTM6f.png,,test,2226,3356,PNG,page,,,,2.0,0.8471153311881702,5.0,40.0,13
