image_id,label,fold,prob_jawa,prob_jawi,prob_pegon,specialist_pred
5xAtC0hx.png,jawa,1,0.9677536,0.01618617,0.01606021,jawa
4SJp0T35.png,jawa,1,0.9717898,0.018274501,0.009935673,jawa
E9oR7qpJ.png,jawi,1,0.01023326,0.96631974,0.023447052,jawi
3NtrDb4P.png,lampung,4,0.20629635,0.60737586,0.18632776,jawi
xakFyYvc.png,lampung,4,0.26739484,0.65481734,0.07778785,jawi
bnUv4te9.png,jawa,4,0.9791038,0.0073596523,0.013536473,jawa
VkgRO7Nc.png,bali,4,0.8418128,0.14906113,0.009126146,jawa
kp0AJeXF.png,pegon,5,0.017105063,0.019344756,0.96355015,pegon
DXfvXCFf.png,bali,1,0.65275073,0.33699313,0.010256125,jawa
vJw1Bk6z.png,sunda,4,0.44960147,0.47649968,0.07389887,jawi
edDms7eQ.png,jawa,3,0.98018974,0.009460462,0.010349777,jawa
iVGrPm07.png,sunda,3,0.010133359,0.92292833,0.06693837,jawi
nxLqyARW.png,bali,5,0.2592881,0.73217946,0.008532456,jawi
F5cfJph7.png,jawi,1,0.017838538,0.9569805,0.025180949,jawi
pZuH1skD.png,pegon,2,0.01623894,0.020408016,0.9633531,pegon
Cgm7SMtt.png,jawa,5,0.95923203,0.016280387,0.024487536,jawa
YKYBiiRR.png,pegon,1,0.021625523,0.014704183,0.96367025,pegon
EDYBqgFS.png,jawa,4,0.9477856,0.023565704,0.02864861,jawa
sFQaU09D.png,jawi,4,0.0076343757,0.98440385,0.007961785,jawi
1G6OvvEA.png,jawi,3,0.0068718623,0.98849654,0.004631607,jawi
oXoum2iu.png,pegon,4,0.004781731,0.0060801967,0.98913807,pegon
Ktw3nK3E.png,jawa,3,0.96409965,0.013860002,0.02204034,jawa
gzDH2vzH.png,jawa,5,0.9789738,0.010256494,0.010769728,jawa
TfawUQgB.png,jawi,5,0.012387252,0.9821212,0.005491445,jawi
61T38aM1.png,jawi,3,0.013010617,0.9484492,0.03854025,jawi
QC0Juvo8.png,lontara,4,0.17592035,0.7236718,0.10040783,jawi
KBj8Ia86.png,lampung,2,0.86267984,0.078153625,0.059166536,jawa
iOeFPAaw.png,jawa,3,0.19281211,0.19037977,0.6168081,pegon
LPhcTws7.png,jawi,3,0.011098841,0.9788054,0.010095746,jawi
TlE7Oxcz.png,lampung,3,0.086933196,0.0719998,0.8410669,pegon
FftkHw5y.png,bali,3,0.9650249,0.030095644,0.0048795086,jawa
osf2Mk0K.png,sunda,2,0.03825437,0.95437306,0.007372622,jawi
GdCzS3Xb.png,lampung,2,0.625344,0.35875434,0.015901715,jawa
N0kQdiGM.png,sunda,2,0.8582179,0.11621809,0.025564026,jawa
HDd0asDS.png,pegon,4,0.0033589813,0.0110136755,0.9856273,pegon
DiSSswzG.png,lampung,1,0.020439755,0.01940875,0.96015155,pegon
EnUYrMAf.png,jawa,5,0.980415,0.008358906,0.01122619,jawa
yCLeeeXi.png,lontara,2,0.55129,0.40788752,0.04082251,jawa
INmr5mlx.png,lampung,4,0.020587934,0.17057005,0.808842,pegon
8AWCnrwa.png,bali,4,0.6667641,0.3142658,0.018970136,jawa
RLhRSMeM.png,lampung,3,0.43447286,0.21009736,0.35542983,jawa
eE4nS09i.png,pegon,1,0.012509133,0.011082478,0.9764083,pegon
5WE6mxHG.png,lontara,1,0.9461574,0.046330817,0.0075117717,jawa
L87IVQo4.png,pegon,4,0.028668731,0.006296147,0.9650351,pegon
U1wjyN6y.png,lontara,1,0.91489744,0.073243365,0.01185926,jawa
0kwvlpcB.png,lampung,2,0.21358746,0.5338217,0.25259084,jawi
8xxhJ6Bb.png,pegon,2,0.008385674,0.01093698,0.9806773,pegon
8cciWNje.png,lampung,1,0.05200194,0.87611705,0.07188096,jawi
aWWTw2IR.png,sunda,4,0.068530366,0.8488466,0.08262305,jawi
1cWpD1aB.png,bali,2,0.95658916,0.03727254,0.0061382884,jawa
S09TwP8c.png,jawi,5,0.01825142,0.9630095,0.01873906,jawi
KkRvOky1.png,pegon,2,0.020148976,0.018453661,0.96139735,pegon
wekTNCpg.png,pegon,2,0.047935523,0.026138557,0.92592597,pegon
tsP71GTP.png,sunda,3,0.016070819,0.42182192,0.5621072,pegon
W1qhORHJ.png,jawi,2,0.01772732,0.9622242,0.020048486,jawi
J6jjni5b.png,lontara,5,0.15245256,0.82606447,0.021482931,jawi
ITsTKOTj.png,jawa,1,0.97474426,0.016985675,0.008270077,jawa
KN4s05tz.png,pegon,5,0.022076229,0.024436157,0.9534876,pegon
6tit6KOv.png,lampung,1,0.091122374,0.100274,0.8086036,pegon
DEBi3a48.png,sunda,3,0.0049867984,0.9901037,0.004909485,jawi
gbUSSBpy.png,pegon,2,0.031610772,0.022679621,0.94570965,pegon
HprvBbT3.png,lampung,2,0.18908729,0.80037457,0.010538147,jawi
SZ9LQmqY.png,pegon,4,0.001990708,0.01785597,0.9801533,pegon
WH6Y1uB1.png,sunda,3,0.03254452,0.8813344,0.086121015,jawi
7HtLdgFd.png,jawi,2,0.01834783,0.961501,0.020151148,jawi
59cAfNnA.png,jawi,1,0.021862052,0.9591067,0.019031214,jawi
5WQwwlMO.png,pegon,5,0.019911928,0.021614194,0.9584739,pegon
CIoNmM7x.png,lampung,3,0.9485741,0.048323072,0.0031027962,jawa
BlcAafpz.png,sunda,1,0.15902428,0.4812942,0.35968155,jawi
riJDxPPG.png,lampung,4,0.36986244,0.36117882,0.2689588,jawa
4YUB17q1.png,jawa,4,0.96169704,0.017528297,0.020774754,jawa
7o7qZ7OC.png,bali,3,0.18408354,0.7849704,0.030946119,jawi
PbY9aaYp.png,lampung,1,0.46301422,0.15350819,0.3834776,jawa
J6iWmO5R.png,pegon,3,0.018329754,0.022990664,0.9586797,pegon
Oc72U6LQ.png,sunda,5,0.4347607,0.54106843,0.02417085,jawi
lJkj3cWg.png,bali,1,0.63877505,0.35276505,0.008459869,jawa
Yi4RimP2.png,pegon,3,0.01270759,0.044505708,0.94278675,pegon
Hlt8sodC.png,lampung,3,0.22155245,0.76671433,0.011733252,jawi
s6wIepRp.png,jawi,3,0.017680684,0.96533257,0.01698675,jawi
tsaSxb3J.png,lampung,5,0.040774398,0.12816493,0.83106065,pegon
xAdVGp9T.png,jawa,5,0.98188424,0.009239223,0.008876602,jawa
gBVaO0hj.png,sunda,2,0.03465271,0.96091473,0.0044325697,jawi
bSpPzLTC.png,pegon,4,0.0025732103,0.004921394,0.9925054,pegon
2nKDXWhA.png,jawi,3,0.007747307,0.9882919,0.003960803,jawi
W2b5suqM.png,lampung,4,0.01937619,0.18129563,0.7993282,pegon
JXYASCj0.png,lampung,3,0.21501741,0.22849402,0.55648863,pegon
FbBVItl4.png,bali,3,0.14403369,0.8220049,0.033961345,jawi
fMmXzde8.png,lampung,2,0.702063,0.27285895,0.025078023,jawa
od1Ktiiz.png,lampung,2,0.36776295,0.57828987,0.053947154,jawi
L1tEO03V.png,pegon,5,0.021251313,0.018717626,0.96003103,pegon
gZtwPFlK.png,pegon,1,0.018406192,0.018916428,0.96267736,pegon
kIMUDa5Y.png,sunda,4,0.013420315,0.980228,0.0063517014,jawi
dmoAMEXd.png,jawi,3,0.014702636,0.9730249,0.012272522,jawi
RKhiIoay.png,sunda,3,0.014474549,0.9777778,0.007747667,jawi
QhW3ixlM.png,pegon,2,0.0112170335,0.010123853,0.97865915,pegon
wCgWMyz9.png,jawi,1,0.010310613,0.9755275,0.014161918,jawi
cXMWJr78.png,pegon,4,0.0030602422,0.004918991,0.9920208,pegon
hKXz7ACw.png,jawi,1,0.023765927,0.95397335,0.02226071,jawi
2xw7Dhvb.png,lampung,4,0.08370215,0.014215252,0.9020825,pegon
FmfD2nwE.png,pegon,2,0.021669056,0.014604854,0.96372604,pegon
C7yrIZIh.png,lontara,4,0.95252526,0.025334409,0.022140265,jawa
PXLGGjDk.png,bali,4,0.97119313,0.013001293,0.015805552,jawa
R256ODah.png,jawi,1,0.021386947,0.9493234,0.02928964,jawi
NnmJrryK.png,jawa,3,0.33985448,0.019608798,0.6405367,pegon
F8SiVy51.png,lampung,1,0.39942333,0.05289418,0.54768246,pegon
xPC4DkMv.png,jawa,4,0.9716778,0.008116248,0.020205956,jawa
LFace5XX.png,jawa,1,0.81230444,0.046822302,0.14087331,jawa
Xh9gVIKd.png,jawa,3,0.9448779,0.031490583,0.023631467,jawa
fsbBJFWU.png,jawi,5,0.016142866,0.96894205,0.014915138,jawi
eS4tgJHt.png,sunda,3,0.009465737,0.9759591,0.014575168,jawi
dBZHS1PD.png,jawi,5,0.02041095,0.96161157,0.017977454,jawi
Ayyo73ui.png,sunda,3,0.0024007326,0.9934309,0.0041683973,jawi
5VsxHtj2.png,lampung,1,0.024369242,0.9663224,0.00930842,jawi
SrKukQkj.png,lontara,1,0.28678837,0.6977806,0.015431043,jawi
HbhzJmoO.png,lampung,2,0.16559297,0.7297391,0.10466791,jawi
RUmEfifv.png,jawi,4,0.015431029,0.9659374,0.018631559,jawi
BlCySNfN.png,pegon,3,0.023752283,0.033009,0.9432386,pegon
iwHFNQF4.png,jawi,5,0.010999375,0.9785968,0.010403834,jawi
LZeMaSnU.png,pegon,5,0.017765006,0.015135974,0.967099,pegon
ZrYfhSQR.png,lontara,4,0.9402764,0.05179264,0.007931032,jawa
ljhasZYE.png,bali,4,0.59951013,0.3893475,0.01114244,jawa
d678THNC.png,sunda,3,0.017167168,0.9670486,0.015784279,jawi
zecDG1Iz.png,lampung,3,0.71508586,0.17747822,0.10743594,jawa
6Fw5IF86.png,pegon,5,0.013988639,0.019592749,0.96641856,pegon
cbI9LiaF.png,jawa,4,0.9782389,0.007888779,0.013872307,jawa
BhBiB6IV.png,jawi,2,0.020206552,0.9594483,0.020345155,jawi
O3mHCAAz.png,sunda,5,0.84626585,0.089895345,0.06383878,jawa
rQwE3JYn.png,jawi,2,0.018118767,0.9691704,0.012710853,jawi
AjUQb0b3.png,pegon,5,0.018911032,0.0158626,0.9652264,pegon
hdsN1XOa.png,pegon,1,0.024226932,0.02117242,0.9546006,pegon
NMrdlQo7.png,pegon,3,0.015167056,0.031703606,0.9531294,pegon
XymH4HZu.png,pegon,5,0.021822363,0.018003253,0.96017444,pegon
4J4iodWN.png,jawi,2,0.010768918,0.97985655,0.009374489,jawi
guJlx9AU.png,jawi,3,0.014346316,0.97101015,0.014643565,jawi
DyUxWy59.png,jawi,4,0.009698177,0.9691603,0.021141432,jawi
Pasu0aPJ.png,pegon,5,0.012624315,0.010599639,0.9767761,pegon
5OgZwMOW.png,pegon,1,0.01376681,0.018273715,0.9679595,pegon
RkaK8C72.png,lampung,2,0.592356,0.2908312,0.116812795,jawa
gyUnR6N5.png,lampung,1,0.40076253,0.062579356,0.5366581,pegon
rdGdUrCp.png,jawi,1,0.025070913,0.94723225,0.027696822,jawi
MNVOGqS2.png,bali,1,0.4585996,0.5247611,0.016639361,jawi
xYHPlblG.png,bali,2,0.4502958,0.53946006,0.010244097,jawi
tNuYehVt.png,jawi,1,0.021000564,0.94685215,0.032147363,jawi
8ccd1F1S.png,jawi,2,0.006869519,0.98238635,0.01074413,jawi
9gk1wWnW.png,jawa,4,0.96731186,0.009102101,0.023586012,jawa
Be9e06FH.png,pegon,3,0.022894995,0.023346558,0.9537585,pegon
g4bH8mfO.png,jawa,1,0.9869419,0.008505431,0.004552629,jawa
Qhu1V5WM.png,jawi,3,0.0067385277,0.98554325,0.0077182194,jawi
18Tg7Uaz.png,pegon,4,0.0024145937,0.008128677,0.9894567,pegon
AiX52esL.png,lampung,5,0.19499514,0.09017339,0.71483153,pegon
7EaH9wE0.png,pegon,1,0.014442592,0.783932,0.2016255,jawi
THUF76V1.png,jawi,5,0.01640113,0.96918136,0.014417518,jawi
68afgUeT.png,jawa,3,0.9502142,0.019567598,0.030218227,jawa
YYX9z6qk.png,jawi,5,0.014666982,0.9735131,0.011819829,jawi
d7ZOdmAy.png,lontara,4,0.96232975,0.021978403,0.015691927,jawa
OxM6azwn.png,jawi,3,0.0036413483,0.9881847,0.008173913,jawi
7qQbho8k.png,bali,2,0.95977145,0.03465376,0.005574807,jawa
qvD8eEw6.png,jawi,4,0.025117924,0.95645154,0.018430581,jawi
bKKgpeli.png,jawi,2,0.019451432,0.96132374,0.019224815,jawi
setAWyX8.png,lampung,1,0.12934959,0.1805513,0.6900991,pegon
RqAOJYws.png,jawi,1,0.022642665,0.9562314,0.021125903,jawi
u3shIy6g.png,jawa,2,0.97287905,0.019229233,0.007891661,jawa
FU8GT4fY.png,pegon,2,0.020990646,0.012995262,0.96601415,pegon
jKga3mWM.png,bali,1,0.30457866,0.67705834,0.01836296,jawi
z8qPWOpy.png,jawa,1,0.9710996,0.016226279,0.012674117,jawa
sPuyjKLc.png,lampung,5,0.40800637,0.2104343,0.38155928,jawa
P1UDYiv1.png,lampung,1,0.03923478,0.9114816,0.049283583,jawi
RCqAX1Io.png,jawi,4,0.044628907,0.9343823,0.020988766,jawi
XcPA0JB6.png,lontara,3,0.8888957,0.10543376,0.005670585,jawa
79w8f3CP.png,bali,4,0.76085055,0.21369281,0.025456624,jawa
bNy7a5lN.png,pegon,1,0.016021408,0.011941032,0.9720376,pegon
uH4fcFXm.png,sunda,2,0.30785564,0.6876926,0.004451775,jawi
79IQxCFE.png,jawa,1,0.9742053,0.015578314,0.010216508,jawa
7wCApGQb.png,sunda,3,0.17006361,0.5124483,0.31748807,jawi
a8ahpClb.png,pegon,5,0.019695612,0.02387373,0.95643073,pegon
l4Nsqug2.png,bali,2,0.9339085,0.050966848,0.015124736,jawa
pFpEBZsx.png,bali,1,0.015860543,0.9651011,0.01903828,jawi
Dn6CqMHc.png,jawi,1,0.01698491,0.97090024,0.0121148825,jawi
cLKYljrY.png,lontara,4,0.9287441,0.035314795,0.03594105,jawa
mGZM9lCD.png,lampung,3,0.82117176,0.06264539,0.11618293,jawa
a1T7i5bS.png,sunda,1,0.012652134,0.96563584,0.021711998,jawi
BH3gxbSn.png,lontara,3,0.8574821,0.12472144,0.017796472,jawa
7xLMjLHW.png,lontara,4,0.91369885,0.059766795,0.026534308,jawa
NeqSF8C9.png,lontara,3,0.9122475,0.071174175,0.016578369,jawa
W5obsPSI.png,pegon,5,0.018911984,0.024259765,0.95682824,pegon
C9VIsuaS.png,lampung,2,0.9141023,0.03707209,0.04882561,jawa
uQPbzjZg.png,lampung,5,0.8961906,0.07919265,0.024616735,jawa
iV9G3QQ5.png,jawi,3,0.0054726256,0.9854693,0.009058149,jawi
sTjR3Dyb.png,jawi,5,0.019007588,0.9711024,0.009889938,jawi
utewAAvB.png,pegon,1,0.0060108136,0.044370886,0.9496183,pegon
pnwTi55u.png,lampung,3,0.40759435,0.5651983,0.0272073,jawi
tkikNRDq.png,sunda,5,0.2770154,0.7006802,0.022304446,jawi
cGXyHtmN.png,pegon,3,0.020110605,0.022195289,0.9576942,pegon
aTlANXcT.png,pegon,1,0.018844422,0.019329019,0.96182656,pegon
i4F7snc2.png,sunda,5,0.23074646,0.7297389,0.039514635,jawi
7NriGtD8.png,pegon,1,0.015766233,0.007858388,0.97637534,pegon
dSq6Z3tV.png,bali,3,0.11413457,0.8583023,0.027563151,jawi
Qc5hknbW.png,pegon,1,0.0152139645,0.019326389,0.9654596,pegon
ElyfuJMT.png,pegon,1,0.015261185,0.011542268,0.97319657,pegon
x7ShvsGP.png,sunda,3,0.047452923,0.9210906,0.03145649,jawi
FbTguqOY.png,pegon,4,0.011832061,0.007920431,0.9802475,pegon
MIpEzjvJ.png,jawi,1,0.021328162,0.9485649,0.030106915,jawi
6MfaKi9r.png,jawa,5,0.9873089,0.0044924803,0.008198633,jawa
BLyfZBXd.png,lampung,3,0.97196996,0.02196139,0.0060687517,jawa
5I9nCM7V.png,sunda,1,0.029048527,0.9045561,0.06639541,jawi
61dk4lYl.png,lampung,5,0.052535098,0.085397884,0.86206704,pegon
djpS930J.png,jawi,3,0.009234349,0.9794515,0.011314162,jawi
9AXZfY9l.png,jawa,2,0.9661797,0.023170527,0.010649759,jawa
DF1Flcai.png,bali,1,0.849447,0.14544748,0.005105548,jawa
YgJfuvE5.png,jawa,1,0.98775804,0.007490247,0.0047518006,jawa
3XRv82Kj.png,lampung,4,0.032909498,0.74318784,0.22390263,jawi
stPijN3r.png,jawi,4,0.009252021,0.9784551,0.0122929,jawi
6oFYlbTP.png,jawi,2,0.014374281,0.9786203,0.007005465,jawi
vWj7N2tt.png,jawa,5,0.95800304,0.015759276,0.026237633,jawa
MvS8HQOj.png,jawa,3,0.9583245,0.019638484,0.02203706,jawa
55CLT8Hk.png,lampung,3,0.97436213,0.011807053,0.013830831,jawa
V0wGX7R5.png,lampung,2,0.8719867,0.039605867,0.08840741,jawa
9oawNGqT.png,lampung,2,0.0088728545,0.27656606,0.71456105,pegon
J72xRpsc.png,sunda,5,0.18277691,0.793874,0.023349082,jawi
57bs7slq.png,jawa,1,0.97431856,0.012445844,0.013235602,jawa
YK3Ub4KT.png,lampung,2,0.23378314,0.098561965,0.6676549,pegon
0iU4d8ZG.png,lampung,4,0.57940537,0.39080295,0.029791674,jawa
DAxe0MLe.png,jawi,5,0.029264579,0.9475852,0.023150185,jawi
AyRslECF.png,lampung,1,0.019206757,0.9336029,0.047190282,jawi
mELYhNJJ.png,sunda,5,0.034743436,0.940883,0.02437355,jawi
fkjCpYsq.png,sunda,5,0.10216257,0.87632346,0.021514004,jawi
paMynPIk.png,sunda,1,0.034690388,0.95377463,0.011535028,jawi
VppeTfy6.png,jawi,2,0.02160017,0.95972466,0.018675141,jawi
bWDGpTWd.png,bali,3,0.14080557,0.8254549,0.033739492,jawi
F9EmOnBA.png,pegon,5,0.014465992,0.01877531,0.9667587,pegon
upZHwPDf.png,lampung,2,0.23990051,0.5947751,0.16532443,jawi
vIJnYN4x.png,jawi,3,0.026516961,0.95319146,0.020291587,jawi
x8P27FGa.png,sunda,5,0.33466828,0.5810854,0.08424637,jawi
XXqX4MmQ.png,lontara,2,0.9524488,0.04281916,0.0047320044,jawa
hltmihc8.png,jawi,4,0.008251294,0.9801579,0.011590823,jawi
wBpmXjhK.png,jawi,3,0.01855037,0.9412864,0.040163178,jawi
FTgJuERy.png,jawi,2,0.021611419,0.9462613,0.032127302,jawi
ib1lCQbO.png,lontara,5,0.8211945,0.13929446,0.03951105,jawa
KsB6SO8u.png,bali,3,0.23612991,0.72906476,0.034805324,jawi
0RiP6KqR.png,lontara,2,0.0697209,0.83947897,0.0908001,jawi
VJzTIvxg.png,pegon,5,0.018841924,0.019459026,0.9616991,pegon
l0lHHR0b.png,lampung,5,0.011339957,0.011757194,0.97690284,pegon
GCNhsDdJ.png,lontara,1,0.9483996,0.04064491,0.010955466,jawa
w66oBlv4.png,sunda,3,0.08352941,0.834196,0.08227458,jawi
m0xUELP9.png,sunda,4,0.069845036,0.91845703,0.011697954,jawi
RU4Of5AH.png,sunda,5,0.2136579,0.757483,0.028859032,jawi
nrUP68qr.png,lampung,5,0.047383267,0.01976193,0.9328548,pegon
6uAymYJp.png,lampung,4,0.15357709,0.5329051,0.31351784,jawi
Qcv5zDV9.png,sunda,4,0.008956298,0.9696424,0.021401282,jawi
FuGIhjEE.png,lampung,4,0.37782228,0.2175751,0.40460262,pegon
f3xm4llA.png,jawi,1,0.015180499,0.96710634,0.01771317,jawi
MtyKyDPB.png,lampung,3,0.1526594,0.8212491,0.02609145,jawi
dH6D1EwP.png,jawa,1,0.04127501,0.9417112,0.017013833,jawi
WM2xqcu5.png,jawi,1,0.023500178,0.9572257,0.019274168,jawi
uVhC4zkl.png,jawa,5,0.9771747,0.011156354,0.011668946,jawa
TLvZfgpc.png,sunda,2,0.027335854,0.9688117,0.0038525162,jawi
Zlo7h3np.png,jawa,2,0.97125804,0.016646266,0.0120957,jawa
Yn3uXJfi.png,lampung,2,0.059315644,0.4194431,0.52124125,pegon
sGLsCJIC.png,jawi,5,0.011185722,0.9749748,0.013839528,jawi
ykq5P8mF.png,lampung,4,0.15229718,0.7881061,0.05959677,jawi
B3Uzmx2u.png,pegon,3,0.024552437,0.027659014,0.94778854,pegon
BRolDhp3.png,jawi,5,0.03591704,0.94412136,0.019961579,jawi
UfrqVzUh.png,lampung,1,0.025552286,0.013730684,0.96071696,pegon
A0shgBFV.png,jawa,5,0.9797823,0.009183501,0.011034232,jawa
cTEtK9zF.png,sunda,3,0.048806477,0.9413694,0.009824072,jawi
b4B7d5ll.png,jawi,1,0.01996675,0.95549774,0.024535548,jawi
AquaWOXd.png,jawa,3,0.9559621,0.02926494,0.014772929,jawa
3dclfBcd.png,jawi,1,0.02906593,0.9365688,0.034365296,jawi
t84PLUjt.png,lampung,5,0.96872395,0.010329088,0.020946998,jawa
463G0Ht6.png,pegon,3,0.017482338,0.017705696,0.964812,pegon
S0zbR2ca.png,lampung,3,0.208228,0.73949516,0.05227685,jawi
DgfwiJq7.png,jawi,3,0.008184811,0.98660755,0.0052076657,jawi
xX4k0Iwm.png,bali,5,0.03463874,0.9607619,0.004599418,jawi
odtGQPrl.png,sunda,5,0.046341684,0.9422295,0.011428835,jawi
trtlGlvb.png,sunda,1,0.011533093,0.9819657,0.0065011447,jawi
Gcttufo2.png,jawi,3,0.013138404,0.9795203,0.007341244,jawi
uqIBKc71.png,sunda,2,0.006499227,0.97784895,0.015651856,jawi
gagP6CWw.png,pegon,4,0.006829981,0.007815333,0.98535466,pegon
rTJxCIqL.png,bali,5,0.07120088,0.91997176,0.008827383,jawi
XeQC49L6.png,jawa,2,0.96802294,0.014842898,0.017134193,jawa
YJfS9mlO.png,pegon,4,0.003025339,0.00857641,0.98839825,pegon
2MbXihTq.png,jawi,1,0.014841047,0.96507084,0.020088172,jawi
kcB23A2v.png,bali,4,0.17256473,0.8098045,0.017630748,jawi
L9tVkVXc.png,jawi,3,0.009116757,0.9860508,0.004832425,jawi
HPsdSMSo.png,bali,2,0.94306153,0.0378379,0.019100556,jawa
OKHFc0xR.png,lampung,5,0.06461238,0.30413702,0.63125056,pegon
kRtSXqLd.png,sunda,4,0.07806968,0.9127519,0.009178417,jawi
YxMvVphQ.png,bali,5,0.08372687,0.91098166,0.005291413,jawi
cfFtlmwR.png,jawi,5,0.023969973,0.9565426,0.01948745,jawi
tjWyfHS1.png,bali,3,0.5347447,0.4467959,0.018459488,jawa
5l4URRs2.png,pegon,2,0.018015593,0.014561007,0.9674233,pegon
p1IJ0qTz.png,jawi,1,0.018547188,0.96250284,0.018949976,jawi
6NdRB2nV.png,sunda,3,0.050009746,0.9426936,0.007296634,jawi
NVagteoV.png,bali,2,0.9410277,0.056737754,0.0022344694,jawa
JIoIseGk.png,jawi,1,0.021834532,0.95603037,0.022135101,jawi
WRuNwJ9Q.png,lampung,1,0.29708248,0.48068446,0.22223306,jawi
GlaZZ42x.png,sunda,1,0.095894605,0.89026684,0.013838558,jawi
BJ4eecVX.png,jawi,2,0.011823923,0.9681609,0.0200152,jawi
cz8YUaNj.png,jawi,2,0.011201017,0.9725016,0.016297383,jawi
oYBCH1GC.png,jawi,5,0.013000962,0.9759221,0.011076959,jawi
vLiJDcfz.png,sunda,2,0.14966707,0.4250108,0.42532218,pegon
ZvfLChka.png,jawi,2,0.012653635,0.98095876,0.0063875495,jawi
5ENLInZf.png,sunda,2,0.1538263,0.82108676,0.025086941,jawi
JaAYEY9v.png,lampung,1,0.6672179,0.10004857,0.2327335,jawa
uNk2Pji4.png,lampung,3,0.13368507,0.13116339,0.7351515,pegon
P8bvkp33.png,jawi,3,0.013878283,0.98153174,0.0045899996,jawi
Jrzj22qi.png,sunda,1,0.024335917,0.96735984,0.008304172,jawi
G8BghqMy.png,jawi,4,0.052430827,0.8420689,0.10550026,jawi
v1wDJE1K.png,jawa,3,0.9622371,0.021383515,0.016379306,jawa
3OEGXVWl.png,lampung,4,0.24104814,0.7347267,0.0242251,jawi
r4sazkrB.png,jawi,4,0.009515396,0.9820379,0.008446655,jawi
9KyaSDOr.png,pegon,3,0.027516827,0.013782386,0.9587007,pegon
oLfaGedt.png,lampung,2,0.91735363,0.031420782,0.051225588,jawa
LnXG2KaK.png,jawi,4,0.02115341,0.96122396,0.017622631,jawi
ckmJ5Zh7.png,jawi,3,0.014006474,0.9704898,0.015503754,jawi
rrhaheQQ.png,sunda,3,0.009720337,0.9847466,0.005533075,jawi
w57AYeJK.png,pegon,3,0.029059656,0.003670247,0.9672701,pegon
bgCw1ls7.png,pegon,5,0.035477825,0.5172857,0.4472365,jawi
LleCoaPm.png,jawa,1,0.9820687,0.0090268925,0.008904317,jawa
Pz0sgpA4.png,lampung,1,0.10388721,0.09321488,0.80289793,pegon
OyuxLiGq.png,jawi,3,0.0045938278,0.9785204,0.016885772,jawi
gYcl2Ztg.png,lampung,3,0.9182023,0.069825664,0.011972041,jawa
YcUJIE7M.png,jawa,1,0.9722607,0.010530054,0.017209202,jawa
