image_id,label,fold
PXLGGjDk.png,bali,4
R256ODah.png,jawi,1
NnmJrryK.png,jawa,3
F8SiVy51.png,lampung,1
xPC4DkMv.png,jawa,4
LFace5XX.png,jawa,1
Xh9gVIKd.png,jawa,3
fsbBJFWU.png,jawi,5
eS4tgJHt.png,sunda,3
dBZHS1PD.png,jawi,5
Ayyo73ui.png,sunda,3
5VsxHtj2.png,lampung,1
SrKukQkj.png,lontara,1
HbhzJmoO.png,lampung,2
RUmEfifv.png,jawi,4
BlCySNfN.png,pegon,3
iwHFNQF4.png,jawi,5
LZeMaSnU.png,pegon,5
ZrYfhSQR.png,lontara,4
ljhasZYE.png,bali,4
d678THNC.png,sunda,3
zecDG1Iz.png,lampung,3
6Fw5IF86.png,pegon,5
cbI9LiaF.png,jawa,4
BhBiB6IV.png,jawi,2
O3mHCAAz.png,sunda,5
rQwE3JYn.png,jawi,2
AjUQb0b3.png,pegon,5
hdsN1XOa.png,pegon,1
NMrdlQo7.png,pegon,3
XymH4HZu.png,pegon,5
4J4iodWN.png,jawi,2
guJlx9AU.png,jawi,3
DyUxWy59.png,jawi,4
Pasu0aPJ.png,pegon,5
5OgZwMOW.png,pegon,1
RkaK8C72.png,lampung,2
gyUnR6N5.png,lampung,1
rdGdUrCp.png,jawi,1
MNVOGqS2.png,bali,1
xYHPlblG.png,bali,2
tNuYehVt.png,jawi,1
8ccd1F1S.png,jawi,2
9gk1wWnW.png,jawa,4
Be9e06FH.png,pegon,3
g4bH8mfO.png,jawa,1
Qhu1V5WM.png,jawi,3
18Tg7Uaz.png,pegon,4
AiX52esL.png,lampung,5
7EaH9wE0.png,pegon,1
THUF76V1.png,jawi,5
68afgUeT.png,jawa,3
YYX9z6qk.png,jawi,5
d7ZOdmAy.png,lontara,4
OxM6azwn.png,jawi,3
7qQbho8k.png,bali,2
qvD8eEw6.png,jawi,4
bKKgpeli.png,jawi,2
setAWyX8.png,lampung,1
RqAOJYws.png,jawi,1
u3shIy6g.png,jawa,2
FU8GT4fY.png,pegon,2
jKga3mWM.png,bali,1
z8qPWOpy.png,jawa,1
sPuyjKLc.png,lampung,5
P1UDYiv1.png,lampung,1
RCqAX1Io.png,jawi,4
XcPA0JB6.png,lontara,3
79w8f3CP.png,bali,4
bNy7a5lN.png,pegon,1
uH4fcFXm.png,sunda,2
79IQxCFE.png,jawa,1
7wCApGQb.png,sunda,3
a8ahpClb.png,pegon,5
l4Nsqug2.png,bali,2
pFpEBZsx.png,bali,1
Dn6CqMHc.png,jawi,1
cLKYljrY.png,lontara,4
mGZM9lCD.png,lampung,3
a1T7i5bS.png,sunda,1
BH3gxbSn.png,lontara,3
7xLMjLHW.png,lontara,4
NeqSF8C9.png,lontara,3
W5obsPSI.png,pegon,5
C9VIsuaS.png,lampung,2
uQPbzjZg.png,lampung,5
iV9G3QQ5.png,jawi,3
sTjR3Dyb.png,jawi,5
utewAAvB.png,pegon,1
pnwTi55u.png,lampung,3
tkikNRDq.png,sunda,5
cGXyHtmN.png,pegon,3
aTlANXcT.png,pegon,1
i4F7snc2.png,sunda,5
7NriGtD8.png,pegon,1
dSq6Z3tV.png,bali,3
Qc5hknbW.png,pegon,1
ElyfuJMT.png,pegon,1
x7ShvsGP.png,sunda,3
FbTguqOY.png,pegon,4
MIpEzjvJ.png,jawi,1
6MfaKi9r.png,jawa,5
BLyfZBXd.png,lampung,3
5I9nCM7V.png,sunda,1
61dk4lYl.png,lampung,5
djpS930J.png,jawi,3
9AXZfY9l.png,jawa,2
DF1Flcai.png,bali,1
YgJfuvE5.png,jawa,1
3XRv82Kj.png,lampung,4
stPijN3r.png,jawi,4
6oFYlbTP.png,jawi,2
vWj7N2tt.png,jawa,5
MvS8HQOj.png,jawa,3
55CLT8Hk.png,lampung,3
V0wGX7R5.png,lampung,2
9oawNGqT.png,lampung,2
J72xRpsc.png,sunda,5
57bs7slq.png,jawa,1
YK3Ub4KT.png,lampung,2
0iU4d8ZG.png,lampung,4
DAxe0MLe.png,jawi,5
AyRslECF.png,lampung,1
mELYhNJJ.png,sunda,5
fkjCpYsq.png,sunda,5
paMynPIk.png,sunda,1
VppeTfy6.png,jawi,2
bWDGpTWd.png,bali,3
F9EmOnBA.png,pegon,5
upZHwPDf.png,lampung,2
vIJnYN4x.png,jawi,3
x8P27FGa.png,sunda,5
XXqX4MmQ.png,lontara,2
hltmihc8.png,jawi,4
wBpmXjhK.png,jawi,3
FTgJuERy.png,jawi,2
ib1lCQbO.png,lontara,5
KsB6SO8u.png,bali,3
0RiP6KqR.png,lontara,2
VJzTIvxg.png,pegon,5
l0lHHR0b.png,lampung,5
GCNhsDdJ.png,lontara,1
w66oBlv4.png,sunda,3
m0xUELP9.png,sunda,4
RU4Of5AH.png,sunda,5
nrUP68qr.png,lampung,5
6uAymYJp.png,lampung,4
Qcv5zDV9.png,sunda,4
FuGIhjEE.png,lampung,4
f3xm4llA.png,jawi,1
MtyKyDPB.png,lampung,3
dH6D1EwP.png,jawa,1
WM2xqcu5.png,jawi,1
uVhC4zkl.png,jawa,5
TLvZfgpc.png,sunda,2
Zlo7h3np.png,jawa,2
Yn3uXJfi.png,lampung,2
sGLsCJIC.png,jawi,5
ykq5P8mF.png,lampung,4
B3Uzmx2u.png,pegon,3
BRolDhp3.png,jawi,5
UfrqVzUh.png,lampung,1
A0shgBFV.png,jawa,5
cTEtK9zF.png,sunda,3
b4B7d5ll.png,jawi,1
AquaWOXd.png,jawa,3
3dclfBcd.png,jawi,1
t84PLUjt.png,lampung,5
463G0Ht6.png,pegon,3
S0zbR2ca.png,lampung,3
DgfwiJq7.png,jawi,3
xX4k0Iwm.png,bali,5
odtGQPrl.png,sunda,5
trtlGlvb.png,sunda,1
Gcttufo2.png,jawi,3
uqIBKc71.png,sunda,2
gagP6CWw.png,pegon,4
rTJxCIqL.png,bali,5
XeQC49L6.png,jawa,2
YJfS9mlO.png,pegon,4
2MbXihTq.png,jawi,1
kcB23A2v.png,bali,4
L9tVkVXc.png,jawi,3
HPsdSMSo.png,bali,2
OKHFc0xR.png,lampung,5
kRtSXqLd.png,sunda,4
YxMvVphQ.png,bali,5
cfFtlmwR.png,jawi,5
tjWyfHS1.png,bali,3
5l4URRs2.png,pegon,2
p1IJ0qTz.png,jawi,1
6NdRB2nV.png,sunda,3
NVagteoV.png,bali,2
JIoIseGk.png,jawi,1
WRuNwJ9Q.png,lampung,1
GlaZZ42x.png,sunda,1
BJ4eecVX.png,jawi,2
cz8YUaNj.png,jawi,2
oYBCH1GC.png,jawi,5
vLiJDcfz.png,sunda,2
ZvfLChka.png,jawi,2
5ENLInZf.png,sunda,2
JaAYEY9v.png,lampung,1
uNk2Pji4.png,lampung,3
P8bvkp33.png,jawi,3
Jrzj22qi.png,sunda,1
G8BghqMy.png,jawi,4
v1wDJE1K.png,jawa,3
3OEGXVWl.png,lampung,4
r4sazkrB.png,jawi,4
9KyaSDOr.png,pegon,3
oLfaGedt.png,lampung,2
LnXG2KaK.png,jawi,4
ckmJ5Zh7.png,jawi,3
rrhaheQQ.png,sunda,3
w57AYeJK.png,pegon,3
bgCw1ls7.png,pegon,5
LleCoaPm.png,jawa,1
Pz0sgpA4.png,lampung,1
OyuxLiGq.png,jawi,3
gYcl2Ztg.png,lampung,3
YcUJIE7M.png,jawa,1
WPXGQnCz.png,jawa,1
YAjzCk0W.png,sunda,2
QBJfmn19.png,jawi,4
CsLAwcZm.png,lampung,1
uEfERL4G.png,lampung,1
FGZPmG6z.png,pegon,5
7D3yq85B.png,pegon,5
L93wkrK9.png,lampung,2
49ZhHNj5.png,jawa,1
68PWHspf.png,pegon,5
YU8YA3YJ.png,jawa,2
C8UqnFBT.png,sunda,5
EoEYYS0c.png,pegon,5
mgdNKjC1.png,pegon,3
lyfmp4Hk.png,lampung,1
E2pP2wiN.png,bali,2
0vcG60TH.png,lontara,4
rEHekt8u.png,jawi,3
1eCjSdRv.png,lampung,2
1PhwYZl3.png,jawa,4
YVQ6iiUU.png,jawa,2
YkcTFGRg.png,jawi,5
axEX9ABC.png,lontara,2
hCDC3NKM.png,lampung,2
qexV42Ip.png,sunda,5
2GTmdVJZ.png,sunda,2
C0IkdJZp.png,sunda,1
NV6Hx5tc.png,lampung,1
wDh3e5Ko.png,sunda,2
GsxM4bFc.png,pegon,2
PzG3Xfvg.png,jawa,1
HMj0rv6L.png,jawi,1
A4HV9PhM.png,jawi,2
2T6Pzoym.png,jawa,1
HTU0Ste7.png,jawi,4
dqaM4zJ8.png,lampung,2
pk6IEVOc.png,lampung,2
2DxpXBMt.png,pegon,2
vUfx6WrH.png,jawi,5
2G5DR6f6.png,jawa,1
uKObRykM.png,jawi,5
Z03IVOtP.png,jawa,1
9TJ0GVpo.png,sunda,3
gzHX45bu.png,pegon,2
ezrWj5OQ.png,lampung,3
lWQzCo11.png,jawa,2
1PiZW9m0.png,sunda,4
6ovIbG2x.png,lampung,3
KXs4VXyL.png,lampung,4
rZWo0AVq.png,sunda,1
EzyRlOhR.png,lampung,5
1jY4KABg.png,jawi,5
rgWX5DS5.png,jawi,3
h0wRGTm0.png,sunda,1
23T6iILy.png,sunda,4
C3yekTBn.png,lontara,3
1MfzpnrV.png,jawi,4
oZnMOKxR.png,pegon,1
Fia1jK0X.png,lampung,4
e9seSuWU.png,pegon,3
6t4T5ksY.png,jawi,3
uMOVTeAu.png,jawa,2
GIcyQMpK.png,jawa,2
GXCLtwWS.png,lampung,3
BQ33bnD1.png,sunda,3
AKu7qEnb.png,lampung,3
jMIlbyzj.png,jawa,4
7AyACFiR.png,pegon,3
aG2XPTqX.png,jawi,1
KmE3Wlau.png,bali,2
UsGI8WVt.png,lampung,1
GxZEdfHi.png,lampung,3
Wf7GkTgN.png,jawa,3
w9q2mv5g.png,pegon,1
UlbU8tco.png,jawa,3
JY8Uvmvl.png,lampung,3
cjCtW9vJ.png,bali,5
0yqGos3e.png,pegon,5
4igjENk7.png,sunda,1
0ETfHMwe.png,jawa,2
Cd4AarO5.png,bali,4
K7DtvknL.png,pegon,4
0kVLADpM.png,jawi,4
nWY5zpR4.png,lontara,3
Axhqeagr.png,jawa,5
e6bTGEhB.png,jawa,5
oIpAiFAH.png,lampung,1
hXecLNMW.png,lontara,5
YLbxheGn.png,sunda,5
uvthEv84.png,jawi,1
D5zOPOj0.png,lampung,1
ye30tNQg.png,pegon,1
qPce2RGC.png,sunda,4
rrJCzJsb.png,bali,1
SK6xvWLW.png,pegon,4
DgHEX1hQ.png,pegon,5
w0v3rBXo.png,lontara,3
YEwagQyt.png,jawa,1
4DIcWLzw.png,lontara,3
ID4kcQrj.png,jawa,4
OkYLvrnh.png,pegon,5
XBk2ktLp.png,jawi,5
BBpCXJwI.png,pegon,3
34Ghu6ka.png,lontara,4
Mso5c7wt.png,lampung,2
uQxJBuls.png,jawa,4
kNRJJJui.png,bali,2
ajCjSP0w.png,pegon,3
QeGjTguT.png,sunda,4
zZWTYVDs.png,sunda,2
mB6qQ2oy.png,jawi,3
b3c0UYlW.png,jawi,2
MfQC2Kr3.png,jawi,4
Ho5VxbCR.png,pegon,1
4xS0BQgR.png,jawa,5
bcP1tt6r.png,bali,1
iTjRussr.png,jawa,3
SyjbN73A.png,pegon,2
kC9uGruF.png,pegon,3
WIFW8F8N.png,lampung,2
t8RZQZo9.png,bali,1
ZidgBp7D.png,lampung,1
xeVyBGKz.png,bali,4
AKyG3j6t.png,jawa,5
YXSk9d0A.png,jawi,1
sJp74Uxz.png,bali,1
mPQYAKjp.png,jawa,4
LuyjB9OG.png,jawa,5
RAtABcAT.png,pegon,2
Pol4mIJm.png,jawi,2
HTMqSPls.png,jawi,2
qLsMsCEl.png,lontara,3
gsORvclG.png,sunda,3
0T6WJ7cV.png,pegon,3
CgjxyJdH.png,sunda,2
X9M6unC2.png,jawi,3
IpgN4Fqw.png,sunda,2
CW81QpRG.png,lampung,5
MEnFNL0f.png,lontara,3
jEB6CHLY.png,bali,1
TZxJlDL1.png,bali,3
aQ1Y7rhp.png,bali,4
BHEgkL1B.png,pegon,2
FtBk0vvy.png,lontara,2
ZAq2aRdq.png,jawi,5
xwDtp9uR.png,pegon,3
qCgD1XIt.png,pegon,2
kNAeelBi.png,lampung,4
Py4YxOFa.png,lontara,3
qaGjkqFC.png,jawi,5
biQSIzZf.png,bali,2
oo9uroIk.png,lontara,4
QJpKruCo.png,lampung,4
iOZbfNcT.png,bali,5
sMZ3LgWZ.png,lampung,3
qRSNxJfq.png,sunda,1
Ufoqua7X.png,lampung,2
Eqwx3IHd.png,lampung,5
sh6HcrYm.png,jawi,5
3scxWpVY.png,lontara,5
wVNoWzzC.png,jawa,2
xqoS2z2l.png,bali,2
QYOcZ4pZ.png,lontara,2
ojEKDjFZ.png,pegon,3
6s9qPemT.png,lampung,2
cEViaCWK.png,lontara,2
pJKpoc9p.png,sunda,1
FXMnHRjk.png,lampung,5
RpDaRKgl.png,lontara,2
bInPjyOs.png,jawi,3
2sDpVpnd.png,pegon,1
FjF43BaC.png,jawa,4
RK50IyNT.png,jawi,2
enk34B1E.png,pegon,2
4FF2JARU.png,jawa,5
02qV7tl8.png,sunda,2
mktAKEwW.png,lampung,5
MSrLzdrf.png,lampung,5
ndN6TouG.png,lontara,4
gASYrxoX.png,lampung,2
jkZZMYYt.png,jawi,3
qGcnVLcm.png,lontara,2
yitDFeVv.png,sunda,1
titiXf54.png,lampung,5
AvlaBzV7.png,jawi,4
JOtIrNkY.png,lampung,2
j64aPx62.png,pegon,1
fqNBDqhL.png,lampung,5
UpYYiOZ6.png,sunda,5
qlUG4Jrg.png,lontara,5
Y9uCrh5w.png,pegon,2
VOLBjEeo.png,jawi,2
h21onedu.png,jawa,2
IE61mkGW.png,sunda,5
Osuo0pom.png,sunda,4
4Hl13bZr.png,lampung,2
aCgUxoVU.png,pegon,1
WLtVLNFr.png,pegon,4
EeINILuQ.png,pegon,2
RluBIiB9.png,sunda,1
nT4atQga.png,jawa,3
ySybxgAu.png,bali,1
tNpc1gKh.png,jawi,5
H0utL44l.png,lampung,5
jUXXw4cF.png,jawi,5
KLwhf7Do.png,jawi,4
IyQpvk3H.png,bali,4
77qjeksi.png,lampung,4
UlIFRgag.png,jawa,4
7OtAaulf.png,jawa,5
XjiKh5tf.png,jawa,4
MWX7EosX.png,pegon,5
fn4GBxFC.png,jawa,4
K1ZQIPH5.png,jawa,3
K6iwEcDq.png,lampung,5
K69kKyy7.png,sunda,4
36447OZJ.png,jawi,4
SajIieuj.png,lampung,4
EbuUh5Gl.png,pegon,5
bbYDUDN4.png,lontara,3
GyLie6rx.png,jawi,3
lYyzB0N4.png,lontara,3
EbbRaaI8.png,jawi,4
c0HK8Elo.png,lontara,1
AEAmXsnU.png,lampung,3
EQxiCrz7.png,jawi,3
GZ0OGFej.png,jawa,1
id1IvanI.png,pegon,2
rsN8Faxv.png,bali,3
EoOITFsC.png,jawi,5
3g0vAgB8.png,bali,1
niTqA3KA.png,jawi,5
Wjy5LN2E.png,jawi,3
QNb5pPkK.png,sunda,5
jmxX8HMw.png,jawi,2
EQP7zrcJ.png,lontara,5
rkj86slB.png,pegon,3
oX8t4Zyy.png,lampung,1
DwJej7bu.png,pegon,1
uoCPA1IS.png,jawi,1
O0uOyG4U.png,lampung,2
PS7oATYv.png,lampung,1
vw155Kwq.png,jawi,1
FsUBnSvQ.png,sunda,4
lC4IAj5L.png,lontara,4
F2z8o4Kl.png,jawi,2
lUxTv9XY.png,pegon,5
KnFloBeJ.png,jawa,2
uYQZ29qC.png,pegon,2
mCqvPc97.png,lampung,1
XsfSqy50.png,jawi,5
0QSWPyFN.png,lontara,3
GitODCpS.png,pegon,1
DcnNqZAB.png,pegon,3
daESi0VB.png,pegon,3
gvKLbHmW.png,jawi,1
qtc2AB3Y.png,jawi,2
PI0eRyZg.png,sunda,4
B1yijhN9.png,sunda,4
z9U73FKq.png,lontara,3
i6o1rUti.png,pegon,4
NhmyLviu.png,sunda,4
n9CrPQkK.png,sunda,1
NufCsFkJ.png,pegon,1
H7EwPJvu.png,jawa,2
sA7aQbuA.png,sunda,4
o28cm4o0.png,pegon,2
oDjud9b6.png,lampung,4
xlVcTL0G.png,pegon,5
zYZ1WFgP.png,jawa,4
EQTwRXHM.png,pegon,2
NdZyUwtb.png,lampung,3
im2D0ANs.png,jawa,2
h7HwLEx7.png,lontara,4
aSRRJPmo.png,lontara,2
ADAom9mJ.png,lontara,1
Db6ZeyKp.png,bali,5
T8BGnCHN.png,jawa,5
DQv7n1Bf.png,pegon,1
qniGAf3V.png,sunda,2
ysGnFqst.png,pegon,2
eTXJwT6K.png,lampung,2
UeVNY2Bf.png,bali,4
PFR2LDKO.png,sunda,4
6mLt9FDu.png,jawi,3
khr6z7Du.png,sunda,3
FWFjTsEd.png,jawa,2
ECmWewHc.png,jawi,4
p1yXHAO9.png,lampung,3
IneJtpWX.png,lampung,4
Vp5mBHzS.png,jawi,3
Cit3e0ZH.png,lontara,3
fh3uPnH6.png,sunda,5
vf2HEIyC.png,lontara,3
LSqbBLvA.png,lampung,1
QbWY9V0R.png,jawi,3
ozibWJ0M.png,pegon,1
Qg45ZQPS.png,lontara,5
3NWiGhoX.png,jawi,2
FE6LbYOo.png,jawa,3
u078a3W0.png,jawi,1
VotL8Yq5.png,sunda,5
kftFuQq9.png,lampung,3
6mTmsrHU.png,jawi,3
vaqKJeRz.png,jawi,5
k6NcQ6Kj.png,lontara,3
C9yQl4fH.png,jawa,1
gpFB2Qug.png,bali,2
3necbyp7.png,pegon,3
GHXmn67S.png,lontara,2
xDHco9Oq.png,lampung,5
q7k5dP8R.png,lampung,2
t9UPPpWZ.png,pegon,5
niRPi8kB.png,sunda,3
j1jL21k2.png,pegon,3
BIgOWiYK.png,pegon,4
HVqjDdC1.png,lontara,1
8ePMBLJc.png,jawi,5
iZMgMYvK.png,lontara,4
i2Id6uBU.png,pegon,2
DYPJP7vB.png,lampung,2
HpKembd2.png,lontara,1
8Lt99Kmk.png,lontara,2
RA7amfiN.png,pegon,3
ZP5jwO68.png,lontara,5
6T9fE2w5.png,jawi,4
9cIOMiyV.png,pegon,1
iMqqhdLX.png,lampung,5
hL7dWS2v.png,sunda,2
CytqtqNa.png,lampung,2
MKvVlAPI.png,jawa,3
KaJX1CaJ.png,bali,5
THKOEWlU.png,sunda,2
76bpCV3M.png,sunda,4
ygHC2ZR7.png,bali,5
2reUMd07.png,jawi,4
RRPXgg0Q.png,jawa,4
vmpyHuCK.png,lampung,2
wtv3YKZB.png,jawi,2
6DZmakIy.png,jawa,4
6aJKT0P7.png,lampung,4
J5TVh8iT.png,jawi,2
KsF4Awut.png,pegon,2
zdJdGufU.png,jawi,1
9bVjvl0u.png,bali,2
k3u8F2BM.png,bali,5
wPRaNdDu.png,pegon,2
Bjz5XUB3.png,jawi,2
A4Ns0v3p.png,bali,2
Uk3ZI18h.png,pegon,1
WTIgHMer.png,lontara,1
DKqaspYL.png,bali,5
fqcYkupj.png,lampung,5
v7lLWHZx.png,lampung,1
wWE5eSMG.png,bali,3
Oir6olYX.png,jawi,5
aNwNduC1.png,pegon,4
uvnNnobA.png,jawi,1
aa4YBQI1.png,sunda,5
dPiJAaut.png,lampung,2
m0mhKhmH.png,sunda,5
PzaDnQo3.png,lampung,3
ejubNquD.png,lampung,3
4sR8YfcS.png,sunda,3
KMcrrFqD.png,bali,2
QevzLRx9.png,sunda,4
0JyyDIqD.png,pegon,1
drCAE5LH.png,sunda,5
q6CMZbc4.png,jawi,4
XDfhsgSy.png,lampung,4
SAE8HIJO.png,jawi,3
WdqvNonA.png,jawi,5
7jOxSLBB.png,jawa,4
RfhTuZBt.png,lontara,3
4AI03fCF.png,lampung,5
GxI8yf96.png,jawa,5
G6lLSn3C.png,lontara,3
7N1hDAfk.png,bali,1
2bFgjAMg.png,jawa,1
7fsUqLBa.png,lontara,2
XMD7q1GR.png,jawi,2
G3p5m44L.png,jawa,2
yy7n6dL9.png,pegon,5
pJxVoXYE.png,lontara,5
PzX2M3G2.png,jawa,5
Vr7P1Bma.png,lampung,4
QfRBydJP.png,jawi,5
OTlgPJ14.png,pegon,2
m8CKiPF4.png,jawi,3
pqHlrmfp.png,jawi,4
KvdPAGUZ.png,pegon,2
A2ypxs2j.png,jawi,3
VOHC6Fv2.png,bali,3
P5snCxhf.png,sunda,4
HPI2fQm2.png,pegon,2
pjRn1OFo.png,sunda,2
d1oNQ8wo.png,pegon,2
YXHnHlE4.png,jawa,4
UQGy8JtS.png,jawa,2
LGurRAsR.png,jawa,3
FKKAswyW.png,lontara,5
I6Fmy3R9.png,pegon,1
6CUyXwdz.png,pegon,5
mm9pn7Vs.png,bali,4
Dm86hVA1.png,lampung,3
ZfFVNMVx.png,pegon,4
YrLLsBiu.png,lampung,1
iXpOdQsM.png,bali,4
baXllJaS.png,lampung,3
s3htlkCa.png,jawa,5
yrqGV9ey.png,jawi,5
dWVX77Ng.png,lampung,1
ThWApk3S.png,jawa,5
zscl47v6.png,bali,2
E2xHpN9W.png,lampung,1
JtE40mxy.png,sunda,2
p3UxVCx6.png,lontara,4
aPw6L75f.png,lampung,4
kN2rnpGP.png,jawi,2
AIIB30f5.png,jawi,1
k2rxe91A.png,jawi,4
2Fw5JKGT.png,jawi,3
s9oq8par.png,lampung,2
2ntNUtAt.png,lontara,5
ym3QMg8b.png,jawi,4
1skKftHj.png,lampung,4
RIf4QYAG.png,lontara,1
CgZjCQON.png,lampung,5
mf3yRVzV.png,pegon,2
Z97vvCdi.png,jawa,1
iylG3DSP.png,sunda,2
07mLGdf9.png,pegon,2
GmFXJb6t.png,sunda,1
ARLiptrr.png,lampung,2
qsb0qvpf.png,jawa,3
x48NC7aN.png,sunda,3
NIWXt7Bt.png,jawi,5
z0F9vEvB.png,pegon,5
GoZwAmhd.png,pegon,4
ZND535xh.png,bali,3
c8bwohzB.png,pegon,5
8NQyXSfk.png,lampung,3
rmZhQS9q.png,lampung,3
HowlegsM.png,lampung,2
r00LpDkq.png,lampung,4
qu2ChTd9.png,pegon,3
QWMhLpwV.png,lontara,3
NrtFcdds.png,lontara,1
A4uF0kin.png,lampung,3
M6cSqqER.png,pegon,3
cQiK0vQy.png,lampung,4
PoYVt1VI.png,jawa,5
W7inRCRn.png,lampung,3
wqEYXXJi.png,lontara,2
fFgy2ohG.png,jawi,4
stEi2zK9.png,lampung,5
V1QUQxZC.png,pegon,1
F0xGjZi6.png,pegon,3
J42XlOVU.png,sunda,3
edgoS4iD.png,jawa,4
T7HaNv1C.png,pegon,5
wbdNFcGz.png,pegon,4
tQapF8RO.png,lampung,1
zswlf4Cb.png,bali,1
brqdgVPD.png,lontara,3
rzT2752S.png,jawi,4
nSiZh3rF.png,pegon,5
NJMgyMsG.png,sunda,3
zHHmeaqK.png,lampung,3
TQG52tc1.png,jawi,5
u8LCWuFn.png,pegon,1
49NlPn8c.png,lontara,4
mjoTz75P.png,jawi,3
Yp6QDBoh.png,jawi,2
LEprC7pY.png,pegon,4
IY3766KV.png,pegon,1
5hTsTHd1.png,lampung,5
CDYxjO2v.png,jawa,5
QJiRWLlZ.png,lampung,1
0nw4BPDn.png,lampung,4
ChUky7uM.png,jawi,5
