h,w,band_px,band_frac,bar_frac,rep_frac,pp_h,pp_w,pp_aspect,set
66,1411,63,0.9545454545454546,0.0,0.030303030303030304,66,1305,19.772727272727273,test_conf>0.9
43,174,34,0.7906976744186046,0.0,0.13953488372093023,39,153,3.923076923076923,test_conf>0.9
77,340,61,0.7922077922077922,0.0,0.05194805194805195,77,318,4.12987012987013,test_conf>0.9
30,594,30,1.0,0.0,0.0,30,518,17.266666666666666,test_conf>0.9
44,146,44,1.0,0.0,0.0,44,144,3.272727272727273,test_conf>0.9
56,335,35,0.625,0.0,0.03571428571428571,48,335,6.979166666666667,test_conf>0.9
70,183,53,0.7571428571428571,0.0,0.12857142857142856,61,155,2.540983606557377,test_conf>0.9
78,311,55,0.7051282051282052,0.0,0.2564102564102564,75,294,3.92,test_conf>0.9
39,105,39,1.0,0.0,0.0,39,100,2.5641025641025643,test_conf>0.9
87,238,49,0.5632183908045977,0.0,0.40229885057471265,62,185,2.9838709677419355,test_conf>0.9
64,389,60,0.9375,0.0,0.0,64,384,6.0,test_conf>0.9
37,92,35,0.9459459459459459,0.0,0.02702702702702703,37,87,2.3513513513513513,test_conf>0.9
38,130,31,0.8157894736842105,0.0,0.10526315789473684,34,118,3.4705882352941178,test_conf>0.9
58,997,58,1.0,0.0,0.0,58,968,16.689655172413794,test_conf>0.9
36,118,32,0.8888888888888888,0.0,0.08333333333333333,31,115,3.7096774193548385,test_conf>0.9
36,90,35,0.9722222222222222,0.0,0.0,36,75,2.0833333333333335,test_conf>0.9
38,151,38,1.0,0.0,0.0,38,148,3.8947368421052633,test_conf>0.9
66,783,66,1.0,0.0,0.0,66,618,9.363636363636363,test_conf>0.9
48,167,8,0.16666666666666666,0.0,0.3958333333333333,41,157,3.8292682926829267,test_conf>0.9
66,455,66,1.0,0.0,0.0,65,408,6.276923076923077,test_conf>0.9
85,285,70,0.8235294117647058,0.0,0.16470588235294117,81,250,3.0864197530864197,test_conf>0.9
70,342,33,0.4714285714285714,0.0,0.17142857142857143,70,309,4.414285714285715,test_conf>0.9
44,151,44,1.0,0.0,0.0,44,151,3.4318181818181817,test_conf>0.9
75,155,49,0.6533333333333333,0.0,0.25333333333333335,69,100,1.4492753623188406,test_conf>0.9
54,789,49,0.9074074074074074,0.0,0.07407407407407407,50,727,14.54,test_conf>0.9
47,150,47,1.0,0.0,0.0,47,140,2.978723404255319,test_conf>0.9
42,309,42,1.0,0.0,0.0,42,273,6.5,test_conf>0.9
68,1355,68,1.0,0.0,0.0,68,1329,19.544117647058822,test_conf>0.9
69,925,50,0.7246376811594203,0.2753623188405797,0.0,69,925,13.405797101449275,test_conf>0.9
55,875,53,0.9636363636363636,0.0,0.03636363636363636,55,711,12.927272727272728,test_conf>0.9
40,143,32,0.8,0.0,0.175,32,143,4.46875,test_conf>0.9
38,135,35,0.9210526315789473,0.0,0.05263157894736842,37,104,2.810810810810811,test_conf>0.9
95,414,27,0.28421052631578947,0.042105263157894736,0.15789473684210525,95,414,4.3578947368421055,test_conf>0.9
43,101,39,0.9069767441860465,0.0,0.0,40,95,2.375,test_conf>0.9
36,144,36,1.0,0.0,0.0,33,141,4.2727272727272725,test_conf>0.9
45,347,45,1.0,0.0,0.0,45,342,7.6,test_conf>0.9
91,812,63,0.6923076923076923,0.0,0.08791208791208792,91,803,8.824175824175825,test_conf>0.9
42,101,28,0.6666666666666666,0.0,0.21428571428571427,34,79,2.323529411764706,test_conf>0.9
47,623,36,0.7659574468085106,0.0,0.19148936170212766,39,601,15.41025641025641,test_conf>0.9
63,216,51,0.8095238095238095,0.0,0.12698412698412698,55,197,3.581818181818182,test_conf>0.9
58,124,53,0.9137931034482759,0.0,0.0,55,124,2.2545454545454544,test_conf>0.9
36,142,34,0.9444444444444444,0.0,0.027777777777777776,36,142,3.9444444444444446,test_conf>0.9
87,838,87,1.0,0.0,0.0,87,826,9.494252873563218,test_conf>0.9
68,689,50,0.7352941176470589,0.0,0.19117647058823528,61,660,10.819672131147541,test_conf>0.9
219,900,92,0.4200913242009132,0.0,0.4840182648401826,170,842,4.952941176470588,test_conf>0.9
79,294,51,0.6455696202531646,0.0,0.11392405063291139,60,259,4.316666666666666,test_conf>0.9
68,214,35,0.5147058823529411,0.0,0.39705882352941174,53,199,3.7547169811320753,test_conf>0.9
41,147,23,0.5609756097560976,0.0,0.12195121951219512,39,144,3.6923076923076925,test_conf>0.9
59,142,59,1.0,0.0,0.0,58,134,2.310344827586207,test_conf>0.9
107,295,36,0.3364485981308411,0.0,0.19626168224299065,97,276,2.845360824742268,test_conf>0.9
37,99,34,0.918918918918919,0.0,0.05405405405405406,36,97,2.6944444444444446,test_conf>0.9
76,284,74,0.9736842105263158,0.0,0.013157894736842105,76,267,3.513157894736842,test_conf>0.9
80,240,71,0.8875,0.0,0.0625,80,220,2.75,test_conf>0.9
36,111,31,0.8611111111111112,0.0,0.08333333333333333,32,95,2.96875,test_conf>0.9
79,825,29,0.3670886075949367,0.0,0.0379746835443038,79,813,10.291139240506329,test_conf>0.9
38,128,27,0.7105263157894737,0.0,0.15789473684210525,33,122,3.696969696969697,test_conf>0.9
90,811,90,1.0,0.0,0.0,90,811,9.011111111111111,test_conf>0.9
97,389,97,1.0,0.0,0.0,97,337,3.4742268041237114,test_conf>0.9
40,139,32,0.8,0.0,0.175,33,135,4.090909090909091,test_conf>0.9
63,941,47,0.746031746031746,0.0,0.0,57,936,16.42105263157895,test_conf>0.9
50,180,49,0.98,0.0,0.0,49,172,3.510204081632653,test_conf>0.9
52,939,48,0.9230769230769231,0.0,0.0,49,927,18.918367346938776,test_conf>0.9
91,296,91,1.0,0.0,0.0,72,293,4.069444444444445,test_conf>0.9
71,794,69,0.971830985915493,0.028169014084507043,0.0,71,788,11.098591549295774,test_conf>0.9
104,218,104,1.0,0.0,0.0,74,150,2.027027027027027,test_conf>0.9
57,871,39,0.6842105263157895,0.0,0.2631578947368421,45,855,19.0,test_conf>0.9
58,945,54,0.9310344827586207,0.0,0.017241379310344827,58,910,15.689655172413794,test_conf>0.9
35,148,31,0.8857142857142857,0.0,0.08571428571428572,32,148,4.625,test_conf>0.9
68,418,68,1.0,0.0,0.0,68,353,5.1911764705882355,test_conf>0.9
74,962,74,1.0,0.0,0.0,74,962,13.0,test_conf>0.9
31,89,24,0.7741935483870968,0.0,0.1935483870967742,25,86,3.44,test_conf>0.9
59,1444,57,0.9661016949152542,0.0,0.01694915254237288,59,1301,22.050847457627118,test_conf>0.9
78,197,56,0.717948717948718,0.0,0.24358974358974358,61,167,2.737704918032787,test_conf>0.9
58,198,21,0.3620689655172414,0.0,0.06896551724137931,58,196,3.3793103448275863,test_conf>0.9
44,213,42,0.9545454545454546,0.0,0.022727272727272728,44,208,4.7272727272727275,test_conf>0.9
36,96,36,1.0,0.0,0.0,36,91,2.5277777777777777,test_conf>0.9
42,137,40,0.9523809523809523,0.0,0.023809523809523808,41,135,3.292682926829268,test_conf>0.9
90,180,45,0.5,0.0,0.25555555555555554,80,149,1.8625,test_conf>0.9
42,113,36,0.8571428571428571,0.0,0.09523809523809523,38,106,2.789473684210526,test_conf>0.9
87,253,56,0.6436781609195402,0.0,0.3448275862068966,65,245,3.769230769230769,test_conf>0.9
75,800,75,1.0,0.0,0.0,75,798,10.64,train_line
68,1426,66,0.9705882352941176,0.0,0.014705882352941176,68,1307,19.220588235294116,train_line
60,271,37,0.6166666666666667,0.0,0.35,42,256,6.095238095238095,train_line
94,673,49,0.5212765957446809,0.0,0.1702127659574468,94,667,7.095744680851064,train_line
56,525,56,1.0,0.0,0.0,56,511,9.125,train_line
81,939,55,0.6790123456790124,0.0,0.14814814814814814,81,934,11.530864197530864,train_line
76,799,76,1.0,0.0,0.0,76,794,10.447368421052632,train_line
64,291,39,0.609375,0.0,0.359375,43,280,6.511627906976744,train_line
37,925,34,0.918918918918919,0.0,0.02702702702702703,37,801,21.64864864864865,train_line
44,522,26,0.5909090909090909,0.0,0.2727272727272727,35,453,12.942857142857143,train_line
37,102,27,0.7297297297297297,0.0,0.21621621621621623,28,83,2.9642857142857144,train_line
43,896,35,0.813953488372093,0.0,0.13953488372093023,39,839,21.512820512820515,train_line
95,918,95,1.0,0.0,0.0,95,918,9.663157894736843,train_line
72,152,28,0.3888888888888889,0.0,0.20833333333333334,64,131,2.046875,train_line
53,573,53,1.0,0.0,0.0,53,571,10.773584905660377,train_line
70,1513,68,0.9714285714285714,0.0,0.014285714285714285,70,1433,20.47142857142857,train_line
37,135,31,0.8378378378378378,0.0,0.08108108108108109,37,134,3.6216216216216215,train_line
66,947,50,0.7575757575757576,0.0,0.22727272727272727,54,945,17.5,train_line
49,1400,48,0.9795918367346939,0.0,0.02040816326530612,49,1305,26.632653061224488,train_line
70,744,70,1.0,0.0,0.0,70,735,10.5,train_line
56,618,50,0.8928571428571429,0.0,0.03571428571428571,56,613,10.946428571428571,train_line
49,154,26,0.5306122448979592,0.0,0.3877551020408163,34,135,3.9705882352941178,train_line
37,135,27,0.7297297297297297,0.0,0.21621621621621623,30,133,4.433333333333334,train_line
81,373,59,0.7283950617283951,0.0,0.16049382716049382,71,355,5.0,train_line
66,937,62,0.9393939393939394,0.0,0.06060606060606061,65,926,14.246153846153845,train_line
65,933,65,1.0,0.0,0.0,65,925,14.23076923076923,train_line
50,951,29,0.58,0.0,0.26,42,932,22.19047619047619,train_line
91,921,71,0.7802197802197802,0.0,0.08791208791208792,91,914,10.043956043956044,train_line
56,1406,56,1.0,0.0,0.0,56,1298,23.178571428571427,train_line
66,777,66,1.0,0.0,0.0,66,777,11.772727272727273,train_line
60,874,51,0.85,0.0,0.11666666666666667,52,844,16.23076923076923,train_line
41,702,36,0.8780487804878049,0.0,0.07317073170731707,38,688,18.105263157894736,train_line
63,1137,51,0.8095238095238095,0.0,0.12698412698412698,54,1104,20.444444444444443,train_line
76,909,72,0.9473684210526315,0.0,0.05263157894736842,76,903,11.881578947368421,train_line
59,731,59,1.0,0.0,0.0,59,724,12.271186440677965,train_line
71,822,53,0.7464788732394366,0.0,0.23943661971830985,58,807,13.913793103448276,train_line
69,783,45,0.6521739130434783,0.0,0.3333333333333333,47,765,16.27659574468085,train_line
55,906,55,1.0,0.0,0.0,55,906,16.472727272727273,train_line
93,981,62,0.6666666666666666,0.0,0.1827956989247312,88,978,11.113636363636363,train_line
51,395,33,0.6470588235294118,0.0,0.13725490196078433,43,386,8.976744186046512,train_line
73,491,73,1.0,0.0,0.0,73,487,6.671232876712328,train_line
67,1427,66,0.9850746268656716,0.0,0.0,67,1314,19.611940298507463,train_line
42,137,30,0.7142857142857143,0.0,0.16666666666666666,35,130,3.7142857142857144,train_line
42,128,33,0.7857142857142857,0.0,0.07142857142857142,42,125,2.9761904761904763,train_line
51,697,51,1.0,0.0,0.0,51,684,13.411764705882353,train_line
96,789,96,1.0,0.0,0.0,96,786,8.1875,train_line
56,1412,53,0.9464285714285714,0.0,0.05357142857142857,56,1307,23.339285714285715,train_line
46,309,24,0.5217391304347826,0.0,0.30434782608695654,34,295,8.676470588235293,train_line
42,177,23,0.5476190476190477,0.0,0.21428571428571427,33,165,5.0,train_line
63,1190,52,0.8253968253968254,0.0,0.12698412698412698,63,1111,17.634920634920636,train_line
47,932,37,0.7872340425531915,0.0,0.10638297872340426,47,927,19.72340425531915,train_line
58,328,39,0.6724137931034483,0.0,0.2413793103448276,50,303,6.06,train_line
78,807,78,1.0,0.0,0.0,78,800,10.256410256410257,train_line
60,879,45,0.75,0.0,0.08333333333333333,57,872,15.298245614035087,train_line
75,289,58,0.7733333333333333,0.0,0.14666666666666667,69,275,3.9855072463768115,train_line
76,875,76,1.0,0.0,0.0,76,874,11.5,train_line
76,973,76,1.0,0.0,0.0,76,973,12.802631578947368,train_line
54,866,54,1.0,0.0,0.0,54,858,15.88888888888889,train_line
44,191,24,0.5454545454545454,0.0,0.29545454545454547,35,180,5.142857142857143,train_line
45,209,34,0.7555555555555555,0.0,0.15555555555555556,44,197,4.4772727272727275,train_line
45,92,35,0.7777777777777778,0.0,0.06666666666666667,39,84,2.1538461538461537,train_line
47,297,25,0.5319148936170213,0.0,0.3829787234042553,34,277,8.147058823529411,train_line
66,1368,61,0.9242424242424242,0.0,0.045454545454545456,66,1272,19.272727272727273,train_line
85,808,85,1.0,0.0,0.0,85,808,9.505882352941176,train_line
39,246,31,0.7948717948717948,0.0,0.15384615384615385,34,232,6.823529411764706,train_line
80,798,80,1.0,0.0,0.0,80,798,9.975,train_line
56,124,37,0.6607142857142857,0.0,0.26785714285714285,41,118,2.8780487804878048,train_line
77,1237,74,0.961038961038961,0.0,0.012987012987012988,77,1144,14.857142857142858,train_line
42,208,27,0.6428571428571429,0.0,0.11904761904761904,40,195,4.875,train_line
61,212,61,1.0,0.0,0.0,61,205,3.360655737704918,train_line
67,727,24,0.3582089552238806,0.0,0.4925373134328358,67,621,9.26865671641791,train_line
59,591,59,1.0,0.0,0.0,59,584,9.898305084745763,train_line
58,124,37,0.6379310344827587,0.0,0.1896551724137931,42,115,2.738095238095238,train_line
51,215,35,0.6862745098039216,0.0,0.27450980392156865,40,199,4.975,train_line
56,138,37,0.6607142857142857,0.0,0.26785714285714285,42,124,2.9523809523809526,train_line
38,121,30,0.7894736842105263,0.0,0.10526315789473684,38,111,2.9210526315789473,train_line
43,648,33,0.7674418604651163,0.0,0.18604651162790697,35,627,17.914285714285715,train_line
42,854,35,0.8333333333333334,0.0,0.14285714285714285,40,793,19.825,train_line
78,923,78,1.0,0.0,0.0,78,921,11.807692307692308,train_line
70,235,39,0.5571428571428572,0.0,0.1,68,228,3.3529411764705883,train_line
51,942,45,0.8823529411764706,0.0,0.0784313725490196,48,934,19.458333333333332,train_line
48,775,48,1.0,0.0,0.0,48,761,15.854166666666666,train_line
72,796,72,1.0,0.0,0.0,72,789,10.958333333333334,train_line
83,923,70,0.8433734939759037,0.0,0.0963855421686747,83,913,11.0,train_line
52,896,29,0.5576923076923077,0.0,0.2692307692307692,52,733,14.096153846153847,train_line
51,930,46,0.9019607843137255,0.0,0.0784313725490196,47,923,19.638297872340427,train_line
55,949,38,0.6909090909090909,0.0,0.2545454545454545,43,931,21.651162790697676,train_line
73,914,53,0.726027397260274,0.0,0.1643835616438356,70,902,12.885714285714286,train_line
62,1196,52,0.8387096774193549,0.0,0.12903225806451613,53,1178,22.22641509433962,train_line
38,116,26,0.6842105263157895,0.0,0.23684210526315788,33,95,2.878787878787879,train_line
37,120,30,0.8108108108108109,0.0,0.16216216216216217,31,107,3.4516129032258065,train_line
40,943,33,0.825,0.0,0.05,40,933,23.325,train_line
87,272,55,0.632183908045977,0.0,0.21839080459770116,75,243,3.24,train_line
56,940,39,0.6964285714285714,0.0,0.16071428571428573,50,933,18.66,train_line
58,817,56,0.9655172413793104,0.0,0.017241379310344827,58,793,13.672413793103448,train_line
37,130,32,0.8648648648648649,0.0,0.10810810810810811,34,121,3.5588235294117645,train_line
73,642,73,1.0,0.0,0.0,73,626,8.575342465753424,train_line
55,482,38,0.6909090909090909,0.0,0.2727272727272727,41,452,11.024390243902438,train_line
76,912,48,0.631578947368421,0.0,0.06578947368421052,76,896,11.789473684210526,train_line
58,945,48,0.8275862068965517,0.0,0.15517241379310345,50,942,18.84,train_line
42,175,31,0.7380952380952381,0.0,0.21428571428571427,33,167,5.0606060606060606,train_line
87,826,87,1.0,0.0,0.0,87,823,9.459770114942529,train_line
42,936,39,0.9285714285714286,0.0,0.023809523809523808,42,934,22.238095238095237,train_line
96,668,96,1.0,0.0,0.0,96,668,6.958333333333333,train_line
40,99,28,0.7,0.0,0.2,33,88,2.6666666666666665,train_line
87,234,41,0.47126436781609193,0.0,0.2413793103448276,79,205,2.5949367088607596,train_line
85,688,85,1.0,0.0,0.0,85,676,7.952941176470588,train_line
40,844,33,0.825,0.0,0.125,38,825,21.710526315789473,train_line
69,1363,63,0.9130434782608695,0.0,0.07246376811594203,67,1300,19.402985074626866,train_line
39,173,25,0.6410256410256411,0.0,0.1282051282051282,35,164,4.685714285714286,train_line
43,144,28,0.6511627906976745,0.0,0.23255813953488372,35,134,3.8285714285714287,train_line
65,155,43,0.6615384615384615,0.0,0.3076923076923077,49,138,2.816326530612245,train_line
73,942,67,0.9178082191780822,0.0,0.0684931506849315,73,939,12.863013698630137,train_line
64,561,45,0.703125,0.0,0.265625,48,532,11.083333333333334,train_line
79,375,25,0.31645569620253167,0.0,0.189873417721519,72,301,4.180555555555555,train_line
54,945,46,0.8518518518518519,0.0,0.12962962962962962,50,935,18.7,train_line
47,355,47,1.0,0.0,0.0,47,355,7.553191489361702,train_line
42,100,31,0.7380952380952381,0.0,0.07142857142857142,42,92,2.1904761904761907,train_line
112,304,38,0.3392857142857143,0.0,0.08035714285714286,112,287,2.5625,train_line
68,840,56,0.8235294117647058,0.0,0.1323529411764706,63,825,13.095238095238095,train_line
74,161,47,0.6351351351351351,0.0,0.24324324324324326,59,144,2.440677966101695,train_line
64,1375,64,1.0,0.0,0.0,64,1299,20.296875,train_line
76,827,50,0.6578947368421053,0.0,0.3026315789473684,57,804,14.105263157894736,train_line
68,188,49,0.7205882352941176,0.0,0.25,54,170,3.1481481481481484,train_line
30,134,28,0.9333333333333333,0.0,0.03333333333333333,30,124,4.133333333333334,train_line
61,585,61,1.0,0.0,0.0,61,575,9.426229508196721,train_line
46,595,46,1.0,0.0,0.0,46,582,12.652173913043478,train_line
49,931,42,0.8571428571428571,0.0,0.061224489795918366,49,929,18.959183673469386,train_line
44,314,23,0.5227272727272727,0.0,0.25,33,304,9.212121212121213,train_line
75,210,23,0.30666666666666664,0.0,0.44,49,121,2.4693877551020407,train_line
49,467,49,1.0,0.0,0.0,49,435,8.877551020408163,train_line
42,244,20,0.47619047619047616,0.0,0.35714285714285715,29,233,8.03448275862069,train_line
54,157,35,0.6481481481481481,0.0,0.3148148148148148,35,146,4.171428571428572,train_line
81,1007,74,0.9135802469135802,0.0,0.012345679012345678,81,1002,12.37037037037037,train_line
44,437,35,0.7954545454545454,0.0,0.1590909090909091,40,425,10.625,train_line
36,687,30,0.8333333333333334,0.0,0.05555555555555555,34,626,18.41176470588235,train_line
51,931,43,0.8431372549019608,0.0,0.13725490196078433,46,925,20.108695652173914,train_line
89,819,82,0.9213483146067416,0.011235955056179775,0.033707865168539325,89,810,9.101123595505618,train_line
71,189,57,0.8028169014084507,0.0,0.11267605633802817,71,186,2.619718309859155,train_line
66,530,66,1.0,0.0,0.0,66,520,7.878787878787879,train_line
50,803,36,0.72,0.0,0.24,40,787,19.675,train_line
51,940,36,0.7058823529411765,0.0,0.2549019607843137,45,933,20.733333333333334,train_line
70,779,48,0.6857142857142857,0.0,0.2714285714285714,56,762,13.607142857142858,train_line
82,280,47,0.573170731707317,0.0,0.14634146341463414,75,259,3.453333333333333,train_line
67,452,54,0.8059701492537313,0.0,0.16417910447761194,59,421,7.135593220338983,train_line
46,801,37,0.8043478260869565,0.0,0.15217391304347827,40,787,19.675,train_line
43,121,35,0.813953488372093,0.0,0.09302325581395349,43,112,2.604651162790698,train_line
111,1013,73,0.6576576576576577,0.0,0.17117117117117117,109,992,9.100917431192661,train_line
63,424,63,1.0,0.0,0.0,63,424,6.73015873015873,train_line
78,434,60,0.7692307692307693,0.0,0.19230769230769232,75,408,5.44,train_line
54,1399,54,1.0,0.0,0.0,54,1301,24.09259259259259,train_line
60,354,60,1.0,0.0,0.0,60,328,5.466666666666667,train_line
44,125,25,0.5681818181818182,0.0,0.29545454545454547,38,125,3.289473684210526,train_line
42,90,30,0.7142857142857143,0.0,0.21428571428571427,33,77,2.3333333333333335,train_line
81,823,77,0.9506172839506173,0.0,0.012345679012345678,81,817,10.08641975308642,train_line
71,424,71,1.0,0.0,0.0,71,409,5.76056338028169,train_line
60,814,35,0.5833333333333334,0.0,0.38333333333333336,45,804,17.866666666666667,train_line
75,970,75,1.0,0.0,0.0,75,960,12.8,train_line
71,687,71,1.0,0.0,0.0,71,687,9.67605633802817,train_line
51,975,51,1.0,0.0,0.0,51,895,17.54901960784314,train_line
83,912,83,1.0,0.0,0.0,83,907,10.927710843373495,train_line
44,171,27,0.6136363636363636,0.0,0.3409090909090909,30,157,5.233333333333333,train_line
36,201,17,0.4722222222222222,0.0,0.3611111111111111,25,151,6.04,train_line
71,893,71,1.0,0.0,0.0,71,885,12.464788732394366,train_line
226,566,25,0.11061946902654868,0.0,0.3672566371681416,226,527,2.331858407079646,train_line
50,122,34,0.68,0.0,0.24,39,102,2.6153846153846154,train_line
