i,j,emb,pix,kind,same_label
20,1155,0.8287861347198486,0.0743749812245369,train-train,True
20,2727,0.8271429538726807,-0.07669619470834732,train-train,True
20,500,0.8241829872131348,-0.03375836834311485,train-train,True
20,1083,0.822564959526062,0.05365900322794914,train-train,True
21,1073,0.8615764379501343,0.11702369153499603,train-train,True
21,872,0.8600339889526367,0.2652226388454437,train-train,True
21,967,0.8505533933639526,0.23418724536895752,train-train,True
21,462,0.8476383090019226,0.15337976813316345,train-train,True
21,1041,0.8461688756942749,0.503644585609436,train-train,True
21,1421,0.812369167804718,0.12320403009653091,train-train,True
21,2393,0.7858210206031799,0.12932537496089935,train-train,True
21,551,0.7842371463775635,0.39980536699295044,train-train,True
21,1981,0.7820742130279541,0.24017871916294098,train-train,True
21,1778,0.7679507732391357,0.46510306000709534,train-train,True
22,4256,0.9070616960525513,0.32637351751327515,train-test,
22,4264,0.9029966592788696,0.20423468947410583,train-test,
22,3043,0.8992364406585693,0.09120111912488937,train-train,True
22,919,0.8903351426124573,0.168135404586792,train-train,True
22,3611,0.8806915283203125,-0.006160961464047432,train-train,True
22,3315,0.8761112689971924,-0.04605887085199356,train-train,True
22,2224,0.8757259845733643,-0.004033868201076984,train-train,True
22,638,0.8741768598556519,0.21013596653938293,train-train,True
23,2612,0.8439282178878784,0.11726069450378418,train-train,True
23,2638,0.8411606550216675,0.1777793914079666,train-train,True
23,1971,0.8059229850769043,0.17222960293293,train-train,True
23,1312,0.6936900019645691,0.014244185760617256,train-train,True
23,1158,0.6876955032348633,-0.0014071231707930565,train-train,True
24,2595,0.7770289182662964,0.033559828996658325,train-train,False
24,4776,0.725598931312561,0.09535934031009674,train-test,
24,2304,0.713619589805603,-0.140634223818779,train-train,False
24,4919,0.7114336490631104,-0.053756631910800934,train-test,
24,3977,0.7114336490631104,-0.053756631910800934,train-test,
24,4041,0.690894603729248,0.3205873668193817,train-test,
25,1419,0.8328146934509277,0.19689634442329407,train-train,True
25,495,0.784128725528717,0.23364338278770447,train-train,True
25,1647,0.761171817779541,0.17214633524417877,train-train,True
25,2983,0.757688045501709,0.26971352100372314,train-train,True
25,1872,0.749898374080658,0.2160198986530304,train-train,True
25,565,0.7497888207435608,0.1236487403512001,train-train,True
25,3088,0.7474185228347778,0.19878670573234558,train-train,True
25,1622,0.7405892610549927,0.14734970033168793,train-train,True
26,2559,0.950485348701477,0.24782320857048035,train-train,True
26,152,0.9481935501098633,0.24753087759017944,train-train,True
26,3577,0.9435967206954956,0.21615707874298096,train-train,True
26,785,0.9378434419631958,0.1999661773443222,train-train,True
26,3273,0.9341757297515869,0.2183954417705536,train-train,True
26,1818,0.9333136081695557,0.2238851636648178,train-train,True
26,1331,0.9311389923095703,0.2271864265203476,train-train,True
26,2005,0.9277052879333496,0.19102515280246735,train-train,True
27,1176,0.8926520347595215,0.33058232069015503,train-train,True
27,205,0.8923952579498291,0.3742882013320923,train-train,True
27,3437,0.8752396106719971,0.31309768557548523,train-train,True
27,57,0.8486326932907104,0.23418600857257843,train-train,True
27,1447,0.835709810256958,0.24838167428970337,train-train,True
27,655,0.8243221044540405,0.33323541283607483,train-train,True
27,136,0.8167712092399597,0.2944245934486389,train-train,True
27,439,0.7949061989784241,0.24499323964118958,train-train,True
27,2225,0.7939161062240601,0.24524548649787903,train-train,True
27,3311,0.7794586420059204,0.30671995878219604,train-train,True
28,1852,0.8666054010391235,0.41111111640930176,train-train,True
28,1377,0.8414138555526733,0.32329580187797546,train-train,True
28,1022,0.8367401361465454,0.2402670979499817,train-train,True
28,322,0.8156464099884033,0.3016749620437622,train-train,True
28,1963,0.8036321997642517,0.22833900153636932,train-train,True
28,2594,0.7966023683547974,0.4708009660243988,train-train,True
11,28,0.7782592177391052,0.3045111894607544,train-train,True
28,1519,0.7757441997528076,0.2970332205295563,train-train,True
28,959,0.7675408124923706,0.30723270773887634,train-train,True
29,3611,0.8871821165084839,0.08576025068759918,train-train,True
29,303,0.8853580951690674,0.20530974864959717,train-train,True
29,1699,0.8787469863891602,0.14996926486492157,train-train,True
29,3247,0.8763587474822998,0.17935805022716522,train-train,True
29,894,0.8759355545043945,0.16903159022331238,train-train,True
29,2177,0.873915433883667,0.06972474604845047,train-train,True
30,773,0.8908941149711609,0.1742628663778305,train-train,True
30,150,0.8799277544021606,0.256430059671402,train-train,True
30,195,0.8793134093284607,0.19574274122714996,train-train,True
30,3603,0.8785247802734375,0.2687131464481354,train-train,True
30,1134,0.8755306005477905,0.24663256108760834,train-train,True
30,2699,0.8731557130813599,0.2154131978750229,train-train,True
30,4328,0.8719072341918945,0.2904420793056488,train-test,
30,3071,0.8709197044372559,0.21574096381664276,train-train,True
30,2618,0.8675686120986938,0.16585934162139893,train-train,True
31,3490,0.9205840826034546,0.350219190120697,train-train,True
31,403,0.9114049673080444,0.37119191884994507,train-train,True
31,1081,0.9024715423583984,0.2972037196159363,train-train,True
31,3526,0.892681360244751,0.35248643159866333,train-train,True
31,3049,0.8817564249038696,0.16156776249408722,train-train,True
31,3488,0.8810797929763794,0.37583866715431213,train-train,True
31,331,0.8737647533416748,0.3731265068054199,train-train,True
31,2786,0.8656677603721619,0.30555087327957153,train-train,True
31,2971,0.85762619972229,0.3416205644607544,train-train,True
32,2881,0.9007266759872437,-0.010945674031972885,train-train,True
32,2146,0.8702962398529053,0.31418099999427795,train-train,True
32,1440,0.8449598550796509,0.17056678235530853,train-train,True
32,3628,0.823462724685669,0.17644283175468445,train-train,True
32,2818,0.8213261961936951,0.24068523943424225,train-train,True
32,2759,0.8128185272216797,0.10934620350599289,train-train,True
32,3749,0.8050245046615601,0.30054181814193726,train-train,True
33,4397,0.763425350189209,0.26859718561172485,train-test,
33,674,0.744498610496521,-0.10828674584627151,train-train,True
33,4653,0.7411713600158691,-0.08819945156574249,train-test,
33,4766,0.7317889928817749,-0.07115485519170761,train-test,
33,4892,0.7271444797515869,-0.09848442673683167,train-test,
33,3928,0.7237238883972168,-0.08418647944927216,train-test,
34,1083,0.8328077793121338,0.20049527287483215,train-train,True
34,3023,0.8269212245941162,0.0593620203435421,train-train,True
34,2963,0.7958955764770508,0.1212783008813858,train-train,True
34,3145,0.7722335457801819,0.04079779237508774,train-train,True
34,779,0.7712819576263428,0.2308061718940735,train-train,True
34,1213,0.7677136659622192,0.059325430542230606,train-train,True
34,268,0.7650401592254639,0.09135261923074722,train-train,True
34,1155,0.7592772245407104,0.17099153995513916,train-train,True
35,1423,0.9147886037826538,0.17049822211265564,train-train,True
35,2811,0.900958240032196,0.167984738945961,train-train,True
35,3693,0.8981397151947021,0.05189412459731102,train-train,True
35,1183,0.8835615515708923,0.1052338108420372,train-train,True
35,1371,0.8832399845123291,0.028757832944393158,train-train,True
35,3388,0.8716160655021667,0.05474770814180374,train-train,True
35,3630,0.8673936128616333,-0.026348328217864037,train-train,True
36,413,0.9528300762176514,0.1957440972328186,train-train,True
36,3472,0.9499901533126831,0.19668516516685486,train-train,True
36,1685,0.9461022615432739,0.24095413088798523,train-train,True
36,152,0.9459919929504395,0.2158646583557129,train-train,True
36,216,0.9441399574279785,0.2189812958240509,train-train,True
36,1093,0.9436942338943481,0.207599475979805,train-train,True
36,344,0.9425531625747681,0.27288463711738586,train-train,True
36,1524,0.9423277974128723,0.22205640375614166,train-train,True
36,3501,0.9415053129196167,0.16256791353225708,train-train,True
36,3614,0.9357631206512451,0.2949029207229614,train-train,True
37,400,0.8160809874534607,0.35450267791748047,train-train,True
37,2782,0.805230438709259,0.17692145705223083,train-train,True
37,1903,0.7933226227760315,0.3086254894733429,train-train,True
37,2791,0.7523564100265503,0.11630087345838547,train-train,True
37,3464,0.7403662204742432,0.07866977155208588,train-train,True
37,1172,0.7388690710067749,0.006080328952521086,train-train,True
37,4436,0.7255517244338989,0.2568289041519165,train-test,
37,3204,0.7186553478240967,0.2191196233034134,train-train,True
37,2644,0.7155828475952148,0.19652603566646576,train-train,True
38,802,0.8848975896835327,0.07567823678255081,train-train,True
38,1472,0.8794348239898682,0.597969114780426,train-train,True
38,460,0.8737903833389282,0.47389253973960876,train-train,True
38,366,0.8698880672454834,0.4474819302558899,train-train,True
38,1701,0.8651117086410522,0.3138551115989685,train-train,True
38,693,0.8560905456542969,0.38386377692222595,train-train,True
38,1870,0.8549994230270386,0.22958631813526154,train-train,True
38,2346,0.8523001670837402,0.42916882038116455,train-train,True
38,1243,0.8505417108535767,0.3133886456489563,train-train,True
39,1722,0.8705422878265381,-0.6325535178184509,train-train,False
39,4187,0.7997018098831177,-0.05923288315534592,train-test,
39,4859,0.7441878318786621,0.3316148817539215,train-test,
39,3705,0.7277791500091553,0.10185530036687851,train-train,False
39,4457,0.7071784734725952,0.18102525174617767,train-test,
39,3767,0.6886342167854309,-0.04755719006061554,train-train,False
39,4984,0.6642810106277466,-0.295000284910202,train-test,
39,4927,0.6621349453926086,-0.45508384704589844,train-test,
40,1539,0.9181327819824219,0.38286706805229187,train-train,True
40,3343,0.9151641130447388,0.3094497323036194,train-train,True
40,1560,0.895618200302124,0.2739262580871582,train-train,True
40,540,0.8902204036712646,0.3558262288570404,train-train,True
40,2520,0.8892604112625122,0.3104894459247589,train-train,True
40,2385,0.8867093920707703,0.4163365662097931,train-train,True
40,781,0.8837010860443115,0.3021428883075714,train-train,True
40,1333,0.8804018497467041,0.37066012620925903,train-train,True
40,357,0.8748301863670349,0.280836820602417,train-train,True
41,4989,0.9502001404762268,0.39368483424186707,train-test,
41,3163,0.9470406770706177,0.38358283042907715,train-train,True
41,112,0.9344500303268433,0.36800089478492737,train-train,True
41,1323,0.9296309947967529,0.3667469024658203,train-train,True
41,607,0.9271336793899536,0.35371002554893494,train-train,True
41,3359,0.9241957068443298,0.377024382352829,train-train,True
41,3560,0.9239832162857056,0.3546016812324524,train-train,True
41,2286,0.9192818403244019,0.39654868841171265,train-train,True
41,1949,0.9165034890174866,0.38907262682914734,train-train,True
41,3333,0.9139511585235596,0.3944692313671112,train-train,True
42,1273,0.877564549446106,0.10733866691589355,train-train,True
42,282,0.8725318908691406,0.21000146865844727,train-train,True
42,2679,0.863537073135376,0.1292652189731598,train-train,True
42,1030,0.8556773662567139,0.10352823883295059,train-train,True
42,1499,0.8550957441329956,0.2822270691394806,train-train,True
42,2300,0.8538730144500732,0.12000041455030441,train-train,True
42,4283,0.8517733812332153,0.20867805182933807,train-test,
42,3529,0.8492392897605896,0.1927383542060852,train-train,True
42,3286,0.8484151363372803,0.1711064726114273,train-train,True
42,212,0.8462344408035278,0.10715369880199432,train-train,True
43,1199,0.8938894271850586,0.3495039939880371,train-train,True
43,563,0.8847658634185791,0.2384619563817978,train-train,True
43,1876,0.8797357082366943,0.2677591145038605,train-train,True
43,4477,0.8728855848312378,0.30706506967544556,train-test,
43,1784,0.8719803094863892,0.299314945936203,train-train,True
43,3077,0.8705546259880066,0.31042346358299255,train-train,True
43,1295,0.8657827377319336,0.2452835887670517,train-train,True
43,2373,0.8567704558372498,0.17481687664985657,train-train,True
43,2494,0.8473777770996094,0.2280515730381012,train-train,True
43,1809,0.8471893072128296,0.30898258090019226,train-train,True
44,1824,0.8849722146987915,0.051665399223566055,train-train,False
44,4263,0.874042272567749,0.14586104452610016,train-test,
44,1340,0.8732469081878662,0.10539043694734573,train-train,False
44,4775,0.86857008934021,0.061044707894325256,train-test,
44,1925,0.8680421113967896,0.1814926713705063,train-train,True
44,3334,0.8673881888389587,0.07939407229423523,train-train,True
44,2059,0.8634796142578125,0.039935048669576645,train-train,True
44,3782,0.8505455255508423,0.05099097266793251,train-test,
44,1246,0.8447840213775635,0.0903419554233551,train-train,False
44,4749,0.8422790765762329,0.12308096885681152,train-test,
45,206,0.9024405479431152,0.25734832882881165,train-train,True
45,1361,0.9016802310943604,0.3941783905029297,train-train,True
45,957,0.8945007920265198,0.14775420725345612,train-train,True
45,501,0.8933892846107483,0.278070867061615,train-train,True
45,1542,0.8872421979904175,0.23423101007938385,train-train,True
45,2891,0.884078323841095,0.2902289927005768,train-train,True
45,2333,0.867362916469574,0.25064876675605774,train-train,True
45,441,0.8621959686279297,0.15817181766033173,train-train,True
45,3387,0.858018159866333,0.1978481411933899,train-train,True
46,2916,0.8701989650726318,0.16669906675815582,train-train,True
46,1446,0.867703914642334,0.1293400228023529,train-train,True
46,975,0.8652025461196899,0.11019659787416458,train-train,True
46,2025,0.8623072504997253,0.17390918731689453,train-train,True
46,385,0.8609355688095093,0.3018077611923218,train-train,True
46,2408,0.8585184812545776,0.15509390830993652,train-train,True
46,2265,0.8582398295402527,0.19126072525978088,train-train,True
46,505,0.8543351888656616,0.21877935528755188,train-train,True
46,393,0.8534296751022339,0.2049717903137207,train-train,True
46,3398,0.8512417674064636,0.16757240891456604,train-train,True
47,1173,0.9261596202850342,0.08000515401363373,train-train,True
47,2585,0.9209179878234863,0.16210083663463593,train-train,True
47,173,0.9188690781593323,0.10676125437021255,train-train,True
47,3448,0.9130123257637024,0.07599404454231262,train-train,True
47,235,0.9115663766860962,0.05859103798866272,train-train,True
47,1873,0.9076498746871948,0.12824292480945587,train-train,True
47,3367,0.9055540561676025,0.12567138671875,train-train,True
47,1735,0.9037603139877319,0.14393363893032074,train-train,True
47,1503,0.8926029801368713,0.11510788649320602,train-train,True
47,1012,0.8920217752456665,0.10154563188552856,train-train,True
48,3549,0.9266438484191895,0.257539838552475,train-train,True
48,1834,0.9220240712165833,0.09818549454212189,train-train,True
48,1177,0.9013437032699585,0.21855145692825317,train-train,True
48,1056,0.8422235250473022,0.15012609958648682,train-train,True
48,880,0.8285377025604248,0.10462341457605362,train-train,True
48,2877,0.8269297480583191,0.11321564763784409,train-train,True
48,2554,0.8171802759170532,0.16927693784236908,train-train,True
48,2608,0.8169952630996704,0.03877759352326393,train-train,True
49,3261,0.9419859051704407,0.32239294052124023,train-train,True
49,280,0.932337760925293,0.3384420573711395,train-train,True
49,2385,0.9320524334907532,0.23863118886947632,train-train,True
49,2373,0.9231088161468506,0.18476766347885132,train-train,True
49,3163,0.9229491353034973,0.3545471131801605,train-train,True
49,1382,0.9147904515266418,0.39089876413345337,train-train,True
49,735,0.9146516919136047,0.2566327154636383,train-train,True
49,3563,0.9117655158042908,0.43913450837135315,train-train,True
49,1933,0.9076010584831238,0.24348405003547668,train-train,True
49,2660,0.906262993812561,0.3504943549633026,train-train,True
50,751,0.872032880783081,0.3297312259674072,train-train,True
50,4316,0.8501908779144287,0.341663122177124,train-test,
50,1528,0.8423765301704407,0.2810716927051544,train-train,True
50,4741,0.8377665877342224,0.3092002272605896,train-test,
50,3259,0.8074795603752136,0.25488153100013733,train-train,True
50,482,0.7915124297142029,0.22024321556091309,train-train,True
50,4939,0.7791203260421753,0.32467272877693176,train-test,
50,1841,0.7751855254173279,0.2651480734348297,train-train,True
50,3558,0.7648546695709229,0.2922303378582001,train-train,True
51,559,0.9264875650405884,0.28245624899864197,train-train,True
51,663,0.8189406394958496,0.4995213747024536,train-train,True
51,1624,0.803165078163147,-0.04041599854826927,train-train,True
51,270,0.7952286005020142,0.3312752842903137,train-train,True
51,1596,0.7880247831344604,0.232301265001297,train-train,False
52,1849,0.9382076263427734,0.16847503185272217,train-train,True
52,2181,0.9301058053970337,0.3298996388912201,train-train,True
52,1763,0.9243295788764954,0.21696361899375916,train-train,True
52,2646,0.9235999584197998,0.21641020476818085,train-train,True
52,2125,0.9161783456802368,0.2888408303260803,train-train,True
52,4868,0.9092242121696472,0.3268811106681824,train-test,
52,3251,0.9080120921134949,0.29325905442237854,train-train,True
52,3206,0.9040704369544983,0.34767886996269226,train-train,True
52,1898,0.9032272696495056,0.23652109503746033,train-train,True
52,2631,0.9030943512916565,0.28466108441352844,train-train,True
53,926,0.9202545881271362,0.14589659869670868,train-train,True
53,595,0.9189341068267822,0.13076969981193542,train-train,True
53,2081,0.9157882928848267,0.13272036612033844,train-train,True
53,2064,0.9122029542922974,0.1809004843235016,train-train,True
53,1635,0.9101904630661011,0.16869091987609863,train-train,True
53,3345,0.9059637784957886,0.1397484540939331,train-train,True
53,4409,0.90464186668396,0.049428489059209824,train-test,
53,1450,0.9021414518356323,0.1452438086271286,train-train,True
53,1793,0.9009419679641724,0.1392575055360794,train-train,True
53,1729,0.8994144797325134,0.08828757703304291,train-train,True
54,3185,0.7761886715888977,0.0886986255645752,train-train,True
54,2974,0.736786961555481,0.0583965927362442,train-train,True
54,2113,0.7077328562736511,0.09315469115972519,train-train,True
54,2655,0.6936172246932983,0.07836275547742844,train-train,True
54,1281,0.6739432215690613,0.23589028418064117,train-train,True
54,1953,0.6729719042778015,0.08599812537431717,train-train,True
54,127,0.6713364124298096,0.2468547224998474,train-train,True
54,2400,0.6704513430595398,0.0493922084569931,train-train,True
54,2215,0.6656301021575928,0.12025581300258636,train-train,False
55,620,0.9227445125579834,0.29454073309898376,train-train,True
55,2229,0.9164245128631592,0.4055922031402588,train-train,True
55,2449,0.9041130542755127,0.31564849615097046,train-train,True
55,119,0.9018589854240417,0.3124190866947174,train-train,True
55,713,0.9011924266815186,0.1843484491109848,train-train,True
55,3743,0.8994607925415039,0.2818411588668823,train-train,True
55,1267,0.8988859057426453,0.3097485303878784,train-train,True
55,2622,0.8976248502731323,0.24694113433361053,train-train,True
55,1798,0.8973232507705688,0.3515830338001251,train-train,True
55,2879,0.8969467878341675,0.2926269769668579,train-train,True
56,3483,0.9121848940849304,0.41220298409461975,train-train,True
56,2892,0.8850186467170715,0.21734966337680817,train-train,True
56,1251,0.8715890645980835,0.279155433177948,train-train,True
