image_id,label,split,dup_group,dup_group_size
N8Bs9W3h.png,bali,train,49,1
F53YDFQs.png,lontara,train,50,1
kFuOywWA.png,jawi,train,51,1
Z1un6yl6.png,lontara,train,52,1
jUXNviVX.png,jawi,train,53,1
mh4YpTLf.png,sunda,train,54,1
ozj6KCYP.png,bali,train,55,1
1pFJnWNU.png,jawi,train,56,1
g6icPNYH.png,lontara,train,57,1
bGRWCsTu.png,jawa,train,58,1
dCSSepmf.png,bali,train,59,1
V9zZHbxx.png,lontara,train,60,1
9RppdSnF.png,lontara,train,61,1
AOntxfbJ.png,pegon,train,62,1
UW8zRXPQ.png,jawi,train,63,1
YapID8rH.png,jawa,train,64,1
iLTzTF1l.png,jawi,train,65,1
dqBT88Ps.png,jawi,train,66,1
UFE3w0yF.png,bali,train,67,1
FPktjVik.png,pegon,train,68,1
ciJA1mjW.png,jawa,train,69,1
t70ANyVM.png,bali,train,70,1
wTOJkzj8.png,jawa,train,71,1
NGSYgYgV.png,sunda,train,72,1
nxOWgGHf.jpg,bali,train,73,1
MzfJHQdz.png,lontara,train,74,1
mASmqPJv.png,jawi,train,75,1
FD30O9tB.png,jawa,train,76,1
sntQGqx6.png,bali,train,77,1
iPc57tQw.png,jawi,train,78,1
JlEpM3oC.png,bali,train,79,1
nAkbUt21.png,jawi,train,80,1
j1hLG7kG.png,lampung,train,81,1
Yk674FLr.png,sunda,train,2434,42
WswN2D8a.png,pegon,train,83,1
GjVx3hcd.png,pegon,train,84,1
AlMtohM9.jpg,jawi,train,85,1
i1j3gXwa.png,pegon,train,86,1
jxh6yxyy.jpg,lontara,train,87,1
ZzLibL3o.png,jawi,train,88,1
TT2py3po.png,jawa,train,89,1
tuGKcLTO.png,pegon,train,90,1
ejB5lV79.png,jawa,train,91,1
MQDWdzQd.png,jawi,train,92,1
lM3588zD.png,jawi,train,93,1
jxxuZl8a.png,sunda,train,94,1
dsMBZPzT.png,sunda,train,95,1
xXH0p0da.png,sunda,train,96,1
ODoFxn0s.png,jawa,train,97,1
LLZtcVWL.png,bali,train,98,1
xoBMTnSE.png,jawa,train,99,1
HC8XBClO.png,lampung,train,100,1
QpAYjE7a.png,bali,train,2666,3
sA9afht9.png,jawa,train,102,1
p5adqFyu.png,sunda,train,103,1
BicxDosj.png,lontara,train,104,1
oteXEBir.png,pegon,train,105,1
GWcehJAP.png,sunda,train,1270,2
L3S94zx2.png,sunda,train,2434,42
AxZ5sTvi.png,jawa,train,108,1
pzzBFip4.png,jawi,train,109,1
UZCz3Tc9.png,jawi,train,110,1
Uwt2QK3l.png,jawi,train,111,1
snVEL8LD.png,bali,train,112,1
l6Hef28r.png,jawi,train,2703,6
loTKHqLn.png,jawi,train,114,1
vdLe81Di.png,jawi,train,115,1
WhdB3FSi.png,jawa,train,2714,2
XRspxxB1.png,jawi,train,117,1
6IRZgMuD.png,lontara,train,118,1
nXqKCOKa.png,bali,train,119,1
Gx7JCcSL.png,jawi,train,120,1
f6fRApLW.png,sunda,train,2434,42
EaGEhyHL.png,jawi,train,122,1
qZBSLty4.png,lontara,train,123,1
3gdGLyyS.png,bali,train,124,1
bRpq18iJ.png,jawi,train,125,1
lp1In676.jpg,lampung,train,126,1
bo21nCpd.png,sunda,train,127,1
NA2mW6MM.png,sunda,train,128,1
FgzMhPjr.png,jawi,train,663,7
DLSJox4o.png,jawa,train,130,1
yu3XZe48.png,jawa,train,131,1
rTnbMuPc.png,bali,train,132,1
s4uPNwXr.png,lontara,train,133,1
ExoD4vP2.png,jawi,train,134,1
WGC3HdHJ.png,lontara,train,135,1
13j6YVfp.png,lontara,train,136,1
A4CGGZsR.png,jawi,train,3749,5
Qb0WFKYF.png,jawi,train,138,1
uBQ42CXJ.png,sunda,train,139,1
bmfAMvLs.png,pegon,train,140,1
kTGitTTZ.png,jawa,train,141,1
pbGKPZDB.png,lampung,train,142,1
QosnQx0a.png,sunda,train,143,1
A3amnqqs.jpg,lampung,train,144,1
gp4CQMwA.png,lontara,train,145,1
xuPX8psl.png,lontara,train,146,1
9cISqU3p.png,lampung,train,147,1
3vUqiFim.png,jawi,train,148,1
lHph2mVk.png,sunda,train,1657,2
ZnCNUFWa.png,jawa,train,150,1
ZAF7P4TS.png,lampung,train,151,1
adQMTd4d.png,jawi,train,152,1
M1LFLF2f.png,pegon,train,153,1
zJfN1IUl.png,sunda,train,154,1
Uv3ZYkHU.png,lampung,train,155,1
ZB89iX5O.png,jawa,train,156,1
HpJV9OF2.png,lampung,train,157,1
2Eo65dbo.png,lontara,train,158,1
mniEyr50.png,jawi,train,159,1
Z2aYj4Mb.png,sunda,train,160,1
lKFokYuI.png,jawa,train,161,1
DZlkHVVs.jpg,pegon,train,1823,2
UD0troHv.png,lontara,train,163,1
JDdQ8TGU.png,lontara,train,164,1
HpHvsaNP.png,sunda,train,2434,42
8hScNnfh.png,jawi,train,2892,2
lJJD74rc.png,jawi,train,167,1
DXzY0DKg.png,jawa,train,168,1
SLBFk2LV.png,pegon,train,169,1
hl9Zkp1X.png,bali,train,170,1
9dyJtrsn.png,lampung,train,171,1
EKZ2hjos.png,jawa,train,172,1
NWuOzl3e.png,pegon,train,173,1
gJaMXpFS.png,jawa,train,174,1
IWDWEDhC.png,bali,train,175,1
XW4QHkMM.png,sunda,train,176,1
v72v6rHz.png,jawa,train,177,1
ghORLgLJ.png,jawa,train,178,1
HWMpicqN.png,bali,train,179,1
besjh4lI.png,bali,train,180,1
Kez87I4J.png,jawa,train,181,1
t3Ym3TGY.png,bali,train,182,1
IEjn8TEX.png,jawa,train,183,1
RHtL6NXw.png,sunda,train,184,1
t2n4u99T.png,jawi,train,185,1
YSDnjf8f.png,lampung,train,186,1
zMOhEC7Z.png,lampung,train,187,1
689030ZS.png,sunda,train,188,1
MIUYemUt.png,jawa,train,189,1
JaRjy4g9.png,lampung,train,190,1
yWw2jKLf.png,bali,train,191,1
sB5nwmQC.png,jawa,train,192,1
DAgTCtts.png,bali,train,193,1
7fLvnG6h.png,jawi,train,194,1
gllNr3XG.png,jawa,train,195,1
qHmc41kt.png,bali,train,196,1
noOwJU2p.png,sunda,train,197,1
giNnvjGG.png,lampung,train,198,1
wDOeDUea.png,lontara,train,199,1
A8uMZawH.png,pegon,train,200,1
mU0VIMOM.jpg,jawi,train,201,1
fIodXJ1R.png,pegon,train,202,1
qg0nD3g1.png,bali,train,1808,3
MVI2eyba.png,jawa,train,2728,2
c0vJ7SsN.png,lontara,train,205,1
IH4Uc93c.png,sunda,train,206,1
uqkPqX5q.png,jawa,train,207,1
zGBPIVsX.png,jawi,train,208,1
veHvdin9.png,jawa,train,209,1
ehQYMkng.png,bali,train,210,1
muNHjvT1.png,jawi,train,2765,3
YB8a3Tvf.png,pegon,train,212,1
VBXfIuQo.png,lampung,train,213,1
Enpc8p6E.jpg,lampung,train,214,1
ArLIuehv.png,pegon,train,215,1
Hc6z8jIH.png,jawi,train,216,1
3uZ754oe.jpg,jawa,train,217,1
DOuAVBCT.png,jawa,train,218,1
niytSMhh.png,jawi,train,219,1
aoPT6i3l.png,jawa,train,220,1
XZZuXKEY.png,bali,train,221,1
nHpvpCBB.png,sunda,train,222,1
m121DOJC.png,jawa,train,223,1
PsItOhnH.png,jawi,train,224,1
NrSfvP0C.png,lontara,train,225,1
Y0PizvCj.png,jawi,train,226,1
RtVhw7WU.png,jawi,train,227,1
FMKU5Hon.png,lontara,train,228,1
Tm3dwYeQ.png,lontara,train,229,1
GmZ1gfCu.png,sunda,train,230,1
zpTONVp2.png,jawi,train,231,1
6JPcEjrb.png,sunda,train,232,1
XxWkw905.png,lontara,train,233,1
r3tGNzm6.jpg,jawa,train,234,1
fKyxPzrH.png,pegon,train,235,1
V8n1dXSm.png,lampung,train,236,1
TxG9PdgC.png,jawi,train,237,1
CU4SljdE.png,lontara,train,238,1
GGMdDpgF.png,jawa,train,239,1
PAWQTNXw.png,jawa,train,240,1
ET3InrVE.png,jawi,train,241,1
E9Tm3Fpb.png,jawi,train,242,1
doyUwjr8.png,pegon,train,243,1
6wUPvKhT.png,sunda,train,244,1
t3xloWkI.png,jawa,train,245,1
reK9JAqs.png,lontara,train,246,1
QBi4np6m.png,jawi,train,247,1
pugriEKg.jpg,pegon,train,248,1
sneBuutJ.png,sunda,train,249,1
VA317cEJ.jpg,pegon,train,4450,2
wo76s5ii.png,pegon,train,251,1
vtF71dpN.png,lampung,train,3034,2
gGNLaVqC.png,jawi,train,253,1
fEIpVd4O.png,jawa,train,254,1
eZChotVz.png,jawi,train,3361,2
EdHsJlgR.png,jawa,train,256,1
813ukdjO.png,pegon,train,257,1
BLCK8n8x.png,jawi,train,258,1
W1C1YnzQ.png,jawi,train,259,1
91iDVf68.png,lampung,train,260,1
81j5zVEb.png,lampung,train,261,1
mapjGkc3.png,bali,train,262,1
JMxapaoo.png,lontara,train,263,1
4nuIEMKJ.png,jawa,train,264,1
jtYjaI51.png,lampung,train,513,2
ydLzP6nj.png,lampung,train,266,1
SBmp4ejo.png,jawi,train,267,1
WthKsRUl.png,lontara,train,268,1
DZTo0L77.png,lampung,train,269,1
OfSyjlyN.png,jawi,train,270,1
NQ0U6894.png,jawi,train,271,1
VvWr2DRJ.jpg,pegon,train,272,1
Mzb4wZCZ.png,jawa,train,273,1
Qb6CW7sv.png,lontara,train,274,1
v6kj867e.png,lampung,train,275,1
SsWU9PM8.png,sunda,train,2434,42
hgbUOPe3.png,sunda,train,277,1
sncIXO2l.png,lontara,train,278,1
FjH55jbg.png,sunda,train,2837,5
XOj8QBf5.png,bali,train,280,1
qUOpSY2G.png,lampung,train,281,1
7i1dsQVN.png,pegon,train,282,1
fVa1V6Yb.png,jawa,train,283,1
BfCvYSjw.png,sunda,train,284,1
9TAbChoL.png,jawa,train,285,1
rAElAId0.png,jawi,train,286,1
tvhWK7Hy.png,bali,train,287,1
0HGBgMZi.png,jawi,train,288,1
gOonbitg.png,lontara,train,289,1
AWERVvHG.png,sunda,train,290,1
o3CxD95x.png,jawa,train,291,1
eLBBW2QF.png,sunda,train,292,1
xNBTYUed.png,bali,train,293,1
NvJjdbil.png,jawi,train,294,1
kroxfm4S.png,lampung,train,295,1
4FK8CmTj.png,jawa,train,296,1
IjWB2eiN.png,jawi,train,297,1
VObY0cqk.jpg,pegon,train,298,1
lzSevp4g.png,sunda,train,1106,2
rfMDau6y.png,jawi,train,300,1
1n55t9rr.png,jawi,train,301,1
3xzUVc3u.png,sunda,train,302,1
dwY5xOLe.png,lampung,train,303,1
LDR67vYw.png,lampung,train,304,1
d99PX5Ja.png,bali,train,305,1
oIQUcmLf.png,jawi,train,306,1
PnJm72Pb.png,sunda,train,307,1
58182AjM.png,sunda,train,2434,42
rbX8udzi.png,lampung,train,309,1
s6S2jmQV.png,sunda,train,2434,42
2LT7SZwr.png,jawa,train,311,1
u2hfbgTK.png,jawa,train,312,1
VMP4kZ1O.png,jawi,train,313,1
x3hDUkle.png,jawa,train,314,1
UiPZ7edq.png,lontara,train,315,1
Ps8l8f2o.png,lontara,train,316,1
waNwx08C.png,bali,train,317,1
yU3u4hYx.png,jawi,train,318,1
PfkSwejU.png,lontara,train,319,1
3q0rYDno.png,pegon,train,320,1
5yH82hWM.png,jawi,train,3679,6
bNohXPr9.png,jawi,train,322,1
Y0M39Mof.png,lontara,train,323,1
QitMTWIs.png,sunda,train,324,1
3X5nVAVF.png,bali,train,325,1
9QkzJWYC.png,bali,train,326,1
G02HH7pZ.png,pegon,train,327,1
isCRUjsC.jpg,pegon,train,328,1
4i1G43sq.png,lontara,train,329,1
mMgmhdVW.png,lampung,train,330,1
c1Ec9G4r.png,jawa,train,331,1
efuoz9rC.png,lampung,train,332,1
jfpGCWXC.png,bali,train,333,1
XFGzYUI3.png,sunda,train,334,1
lwSlyHKB.png,bali,train,1495,2
cJWdEO6y.png,jawi,train,336,1
ICgXhk2z.png,jawi,train,337,1
lwmeawxL.png,jawi,train,338,1
8LHeooKP.png,lampung,train,339,1
rEohqrKO.webp,jawa,train,340,1
S7tOC4MU.png,sunda,train,341,1
tHJHoMuu.png,jawa,train,342,1
rAKwhp69.png,jawi,train,343,1
enryLTKQ.png,jawi,train,344,1
IpnJvcln.png,sunda,train,3291,2
B9Ev6phT.png,jawa,train,346,1
DUCMjwal.png,sunda,train,347,1
C5R3SyGp.png,jawi,train,348,1
dK6iEJJq.png,jawi,train,349,1
SuJZx9d8.png,jawa,train,350,1
hNYgGzjN.png,sunda,train,351,1
mZIWU4zy.png,jawa,train,352,1
1JSBews8.png,sunda,train,353,1
HT9wMEXb.png,jawi,train,3654,20
BcbSC01R.png,pegon,train,355,1
MCFLQnkE.png,jawi,train,356,1
tj4d4a2b.png,bali,train,357,1
5h3w4knj.png,lampung,train,2190,4
SUn6IPsc.png,jawi,train,359,1
W7ysnf9R.png,lampung,train,360,1
i5hIEwfF.png,lampung,train,361,1
JTmj62CD.png,jawa,train,362,1
HyDq4gLc.png,sunda,train,363,1
CO7MjAIL.png,lampung,train,364,1
p42gQMNP.png,jawi,train,365,1
e5PImHmm.png,jawi,train,3530,6
uuaxgu4e.png,jawa,train,367,1
tzQwlTr6.png,sunda,train,2434,42
e5jpkL8J.png,lontara,train,369,1
H8tMgkXB.png,bali,train,1606,3
4pUEsJLt.png,jawi,train,371,1
z4DvRMD9.png,jawa,train,372,1
mWyRE1Sg.png,lontara,train,373,1
Cqvfwf4R.png,bali,train,374,1
GPCSlj46.png,sunda,train,375,1
CTc2ysIM.png,jawa,train,376,1
euTF4xwC.png,bali,train,377,1
1bvvJU62.png,jawi,train,378,1
8J6Ym4G0.png,sunda,train,1407,2
jQ74LL0S.png,bali,train,380,1
RQ3Do173.png,jawi,train,381,1
JkcwfeWb.jpg,pegon,train,382,1
SaqEWIzW.png,jawa,train,383,1
xvtN14dZ.png,pegon,train,384,1
4stMTrft.png,lampung,train,385,1
xi9fIoRJ.png,lontara,train,386,1
nMLICxfk.png,sunda,train,387,1
JK5pBo2y.png,jawa,train,388,1
fVXal26M.png,jawa,train,389,1
9q9sIyuH.png,pegon,train,390,1
1NivQZuR.png,pegon,train,391,1
hAjRbN7U.png,jawi,train,392,1
Vz9CR2D3.png,lampung,train,393,1
HgaBLlL0.png,bali,train,394,1
e27L4JOG.png,sunda,train,395,1
MlAOALyQ.png,lampung,train,396,1
Zy41dldG.png,sunda,train,397,1
4H561G4W.png,lampung,train,398,1
PHU3SvOb.png,sunda,train,3143,2
UDm5xGdt.png,bali,train,400,1
xJG58zZU.png,jawa,train,401,1
EUiThoUh.png,sunda,train,2434,42
rSwsKzlb.png,jawa,train,403,1
28fqC0L3.png,jawa,train,404,1
YqlhtZfg.png,jawa,train,405,1
o5UgfV0P.png,lontara,train,406,1
DHT1x9LC.png,lampung,train,407,1
pCu64Vtj.png,jawi,train,408,1
vV9jBUYX.png,sunda,train,409,1
NEpfPr4u.png,jawa,train,410,1
sXydQMIE.png,bali,train,411,1
PSMXQz4m.png,sunda,train,412,1
cMUAQxep.png,jawi,train,413,1
Te10B6v8.png,lontara,train,414,1
BERE0as8.png,bali,train,415,1
FFMjOCYD.png,jawa,train,416,1
tNiWpROS.png,jawi,train,417,1
LjhafstK.png,jawi,train,837,2
8qi9zHQz.png,lontara,train,419,1
oUA794fA.png,lontara,train,420,1
7tjVT2Zm.png,bali,train,421,1
YYxkJNJJ.png,pegon,train,422,1
PlXVgLO8.png,jawa,train,423,1
U1WtLnQL.png,lontara,train,424,1
MM5YfLRS.png,bali,train,425,1
yTAKomBD.png,jawi,train,3548,4
1nvsGp1f.png,sunda,train,2434,42
TgrfwfwN.png,jawi,train,428,1
zxKGCs1x.png,jawa,train,429,1
yXw0zdtp.png,sunda,train,430,1
2U2POJNT.png,jawa,train,431,1
dIZFKnEx.png,jawa,train,432,1
TDVNSM0O.png,pegon,train,433,1
lQ2W2RnL.png,lontara,train,434,1
Al6UyVrB.png,jawa,train,435,1
ekE0b395.png,lampung,train,436,1
EuAQeVvQ.png,jawi,train,437,1
OwsprBiF.png,lampung,train,438,1
dkWqc4sO.png,lontara,train,439,1
zGLavGQo.png,bali,train,3682,3
eo8lobTE.png,sunda,train,441,1
6VcJt3f4.png,sunda,train,442,1
V8oCxQAo.png,sunda,train,934,2
Ce520dWW.png,sunda,train,2935,7
lHogjzRw.png,pegon,train,445,1
Sq4mQMmX.webp,lampung,train,446,1
wtaEU6Uv.png,lampung,train,447,1
ARZUedyw.png,bali,train,448,1
YLiWKUyc.png,sunda,train,449,1
dEu2ebLU.png,sunda,train,450,1
mUmJ1MqY.png,bali,train,451,1
HUutsxXm.png,lontara,train,452,1
aJ8Hrad5.png,jawi,train,453,1
gXHh9d8H.png,lampung,train,454,1
DY7jFAuq.png,lampung,train,455,1
aZHluZQx.png,sunda,train,456,1
JRUxainu.png,jawa,train,457,1
N5u0LgNa.png,jawa,train,458,1
Z3qfTLuM.png,lontara,train,459,1
NuBSFCk1.png,jawi,train,2703,6
gq5Unoa5.png,lampung,train,461,1
Q9QSTUAS.png,sunda,train,1981,2
A93FW33J.png,sunda,train,463,1
VHx1ThVN.png,bali,train,464,1
Z9bnsKFs.png,jawi,train,465,1
PqaMUUjb.png,jawi,train,466,1
ck90bB1F.png,bali,train,467,1
TQWzZV5A.png,lampung,train,468,1
piR9UOHA.png,lontara,train,469,1
6QM0u66S.png,jawa,train,470,1
mnZkuvMo.png,sunda,train,1300,2
Tkbr7Rrn.png,jawi,train,472,1
GnHo3paa.png,bali,train,473,1
nGDscQIw.png,jawi,train,474,1
alGxFTl1.png,jawa,train,475,1
89fAKwrw.png,jawi,train,476,1
XKaUg4E5.png,lampung,train,477,1
X5YNKDzJ.png,lontara,train,478,1
os7xl0Fv.png,jawi,train,479,1
bObwH7Dz.png,bali,train,480,1
52YyGz3b.png,jawi,train,481,1
Cx5C6rnG.png,lontara,train,482,1
sYlUZjB3.png,jawa,train,483,1
lyRKrF1d.jpg,jawi,train,484,1
18Yut8y2.jpg,sunda,train,485,1
mS2kZ8fi.jpg,bali,train,486,1
iKqu9Zk2.png,bali,train,487,1
J8W3QqUw.png,jawa,train,488,1
fcrD55W3.png,pegon,train,755,2
efhK1O6d.png,sunda,train,490,1
3lMV2c96.png,lampung,train,491,1
Mrlqg2m9.png,sunda,train,2946,4
Utnn2nU3.png,jawi,train,493,1
QwEtEpis.png,sunda,train,494,1
DuLkxDKT.png,sunda,train,495,1
UkKZoDie.png,sunda,train,2723,2
bfve1nyr.png,jawa,train,497,1
546GB4iY.png,jawi,train,498,1
e0JdedYV.png,sunda,train,499,1
XzBQcFhv.png,lontara,train,500,1
PBhcre2J.png,sunda,train,501,1
AJTtyGzl.png,bali,train,502,1
CkinVxQR.png,jawi,train,3465,3
ucv8CliR.png,lontara,train,504,1
60AwM4Fq.png,lampung,train,505,1
G0WG42Z7.png,jawi,train,506,1
eIJIhThP.png,lampung,train,507,1
ffhLfjKO.png,pegon,train,508,1
3bpczjwB.png,bali,train,509,1
DogN51xa.png,bali,train,510,1
jNUg0YNa.png,jawa,train,511,1
J4yyn8Uy.png,lontara,train,512,1
9JVC1D5e.png,lampung,train,513,2
2LAPeXU6.png,bali,train,514,1
gBQkfb30.png,lampung,train,3050,2
J5rUUjOm.jpg,lontara,train,516,1
Bpn0oyj0.png,sunda,train,517,1
faBe59h8.png,bali,train,518,1
EZnncUmP.png,jawi,train,519,1
JoyPHY0u.png,sunda,train,520,1
nE0aVbtl.png,lampung,train,521,1
MM5OEUAz.png,jawa,train,522,1
qGn7QPCU.png,jawi,train,523,1
HaUlrvvF.png,jawi,train,524,1
pEWd14x1.png,lontara,train,525,1
an8cmqqQ.png,sunda,train,526,1
qSLfCNmA.png,lontara,train,527,1
fIvgHf9F.png,bali,train,528,1
x6wTnu5I.png,jawa,train,529,1
4rHLRpkN.png,jawi,train,530,1
0RK4QIII.png,sunda,train,531,1
6p9QQQlc.png,jawa,train,532,1
jwXtZIPo.png,lampung,train,533,1
zKqnFX4q.png,jawi,train,534,1
3fGkBXmy.png,lontara,train,535,1
Jfg0aDbA.png,jawa,train,536,1
BeLlmsS0.png,lontara,train,537,1
Tl6cNjSQ.png,jawa,train,538,1
RLBx5V6t.png,jawi,train,539,1
FDWa713g.png,bali,train,540,1
PzgGMHjn.png,lampung,train,541,1
QVFqAlMn.png,jawa,train,542,1
0RY4v3Mr.png,lontara,train,543,1
RTuj33f0.png,lontara,train,544,1
mMIK1gKF.png,lampung,train,545,1
Bgc5xcQB.png,sunda,train,546,1
WnSMMACr.png,lontara,train,547,1
N04h00pJ.png,bali,train,548,1
7QKZu7RS.png,jawa,train,549,1
3e0GxUY3.png,jawa,train,550,1
t0F530i0.png,sunda,train,551,1
LbdIIDPH.png,bali,train,552,1
eC8CLh5p.png,lontara,train,553,1
rYnAsYKa.png,bali,train,554,1
5iijQVjv.png,jawi,train,555,1
WC3LEzxB.png,jawi,train,556,1
t6C5Fe4r.png,jawa,train,557,1
iogukONZ.png,lampung,train,558,1
wST3apPG.png,jawi,train,559,1
CCi8M4Wp.png,sunda,train,560,1
2U2FBMI8.png,lampung,train,561,1
8Qd3qGTa.png,lampung,train,562,1
OnISjH4b.png,bali,train,563,1
FLAbYenf.png,jawa,train,564,1
8P0TpN1l.png,sunda,train,565,1
OQAQhy3X.png,bali,train,566,1
M8gaGQlP.png,jawi,train,567,1
vIX9hIjR.jpg,pegon,train,568,1
HQviYMaE.png,pegon,train,569,1
Kfm4fv4c.png,sunda,train,570,1
DpQEXWZJ.png,jawa,train,571,1
sHDzG055.png,jawa,train,572,1
Dd7xWbLY.png,jawi,train,573,1
5ysc4FpU.png,jawi,train,1694,2
ZmVXRymf.png,sunda,train,575,1
EaYGOrlT.png,sunda,train,576,1
z2vvLBUT.png,pegon,train,577,1
9uFtnYPL.png,jawa,train,578,1
06eqZ6CH.png,jawi,train,579,1
DcTnvPA0.png,jawi,train,580,1
ooUCUvDt.png,jawa,train,581,1
OpZHk0xy.png,sunda,train,582,1
aluaTbKZ.png,jawi,train,583,1
9ttYMU0C.png,sunda,train,584,1
OOt4JATx.png,lampung,train,585,1
NX1ipq6z.png,jawa,train,586,1
lgnFKBft.png,lampung,train,587,1
hzsdmZFP.png,sunda,train,588,1
aqsxlWL5.png,jawi,train,589,1
KqoNgEEr.png,sunda,train,590,1
FThF7jTW.png,lampung,train,591,1
8BzWXhj3.png,sunda,train,592,1
o0e8byeJ.png,lontara,train,593,1
5au8xV24.png,lontara,train,594,1
wsBLplFw.png,jawi,train,595,1
sX2VGTUF.png,jawa,train,596,1
yJ1ahmYi.png,sunda,train,597,1
8uBBrTmA.png,lontara,train,598,1
CbAjh73M.png,jawi,train,599,1
iw6Q2gq4.png,bali,train,600,1
Fk7ll1RD.png,sunda,train,601,1
4xcVTIui.png,jawa,train,602,1
uexUBJnb.jpg,jawi,train,4511,2
emMjxGOq.png,jawi,train,3548,4
i7LJu09I.png,lampung,train,605,1
Xgu6c7a8.png,sunda,train,606,1
eLGHyiqR.png,bali,train,607,1
pXiAetoy.png,jawi,train,1950,3
bBse9E8Y.png,jawa,train,609,1
RgrRqTFt.png,lontara,train,610,1
DHgrHgLr.png,sunda,train,2983,2
T7d3iSG8.png,jawi,train,612,1
kOlIkBFH.png,bali,train,613,1
ANUT39NX.png,jawi,train,614,1
Tm3qlqOY.png,sunda,train,615,1
98OaxYfC.png,jawi,train,3654,20
jEdo1CjR.png,sunda,train,617,1
UQ4cH1sk.png,sunda,train,618,1
Eo5PDAhP.png,pegon,train,619,1
r04Xep33.png,bali,train,620,1
wu8UrNFQ.png,lontara,train,621,1
8gbwpGQ3.png,lampung,train,622,1
o5YdNKLt.png,jawi,train,623,1
Jt0kChxc.png,sunda,train,624,1
DKleZU2C.png,jawa,train,625,1
KH2fk8Tr.png,sunda,train,626,1
4cQJzJ58.jpg,pegon,train,627,1
v8iQD1YR.png,lampung,train,628,1
3Iqw2j3Z.png,jawa,train,629,1
SpF9CSFQ.png,lontara,train,630,1
YJzwBZ1W.png,lampung,train,631,1
X8sf34uy.png,jawi,train,632,1
e0UVxPvs.png,sunda,train,633,1
3fkWEO2g.png,lampung,train,634,1
c51EHp9v.png,lontara,train,635,1
50M7u8ac.png,jawi,train,636,1
OEDXcIST.png,lontara,train,637,1
3rqeXFQ4.png,lampung,train,638,1
uLKywNbB.png,jawi,train,639,1
MEMj71vS.png,sunda,train,640,1
zDgrKgYV.png,jawa,train,641,1
FzUde3i5.png,sunda,train,642,1
fELO1z01.png,sunda,train,643,1
WiFuJUGL.png,jawa,train,644,1
B0y4rLV8.png,jawi,train,645,1
37VMQK8F.png,jawi,train,646,1
AXMZdhYS.png,lontara,train,647,1
tcMpHtgF.png,jawi,train,648,1
JNppT7xp.png,jawi,train,1489,2
QuGz5D8G.png,pegon,train,650,1
E6kMcEiC.png,jawi,train,651,1
2HAs2PFB.png,jawa,train,652,1
Ifcb2r4C.jpg,jawa,train,653,1
h6dp5flA.png,lontara,train,654,1
7Bl20NPI.png,lontara,train,655,1
nCZUSO47.png,lontara,train,656,1
ojz5sEzd.png,lampung,train,657,1
cSqToiMa.jpg,bali,train,658,1
N2JxkPDy.png,lontara,train,659,1
ZTjt1UNI.jpg,bali,train,660,1
XkTXJuHL.png,bali,train,661,1
C1ItbRuK.png,lampung,train,662,1
RNff8a0B.png,jawi,train,663,7
6HyOkO6K.png,sunda,train,664,1
8SdXjc5Q.png,lampung,train,665,1
SUpeGnqL.png,jawa,train,666,1
GJPk1yx2.png,lontara,train,667,1
a4jh7wTT.jpg,jawa,train,4719,2
H2So05rF.png,lampung,train,669,1
DZ2S8alb.png,jawa,train,670,1
WIWPKilN.png,bali,train,671,1
e5ZjpoAU.png,bali,train,672,1
