image_id,label,split,w,h,fmt,ctype,pred_c,pred_x,conf_x
SWmX6WTA.png,lontara,train,936,52,PNG,line,4,4,0.9130395531482538
UmCiBs0K.png,jawi,train,284,60,PNG,line,2,2,0.8901698633554405
qRtpcq8R.png,lampung,train,201,81,PNG,line,3,3,0.90622541620503
sEWlF4GG.png,jawa,train,603,91,PNG,line,1,1,0.8997304086298843
kg4W1LjT.png,jawa,train,944,96,PNG,line,1,1,0.899113752388037
gEPhuYHT.png,jawi,train,175,82,PNG,line,2,2,0.8988121693271646
VwBH4U2s.png,jawa,train,162,58,PNG,line,1,1,0.8938092606836714
WdbxpsD0.png,lontara,train,812,69,PNG,line,4,4,0.9239625124173969
c5qAky23.png,sunda,train,77,40,PNG,glyph,6,6,0.8775182016770859
E7eISFeD.png,jawi,train,806,83,PNG,line,2,2,0.8933332939437735
sQzD0xtD.png,bali,train,218,78,PNG,line,0,0,0.9216274336856703
au9mLbd8.png,jawi,train,92,45,PNG,line,2,2,0.8540860288244921
Pr22tEu7.jpg,pegon,train,600,400,JPEG,page,0,0,0.5787474205202349
nY3i2PTt.png,bali,train,1548,56,PNG,line,0,0,0.923604176045679
KxxJsUIA.png,bali,train,1409,59,PNG,line,0,0,0.9248777588131497
e5T265XU.png,pegon,train,126,111,PNG,block,5,5,0.9335196735162519
92Scn6vQ.png,bali,train,1402,61,PNG,line,0,0,0.9251462763817971
feSarHT2.png,pegon,train,384,90,PNG,line,5,5,0.9334783956741339
XDdeBeL4.png,sunda,train,832,70,PNG,line,6,6,0.8956031098217577
R7Hd50RH.png,lampung,train,126,31,PNG,line,3,3,0.9131172348952016
vZh1HlrP.png,pegon,train,201,159,PNG,block,5,5,0.9301328528033777
NTvU9OQs.png,jawi,train,810,101,PNG,line,2,2,0.8518038071298626
N8Bs9W3h.png,bali,train,1545,66,PNG,line,0,0,0.923739873978733
F53YDFQs.png,lontara,train,928,54,PNG,line,4,4,0.9158944441664951
kFuOywWA.png,jawi,train,79,49,PNG,glyph,2,2,0.9026527831823628
Z1un6yl6.png,lontara,train,937,47,PNG,line,4,4,0.8987980465913836
jUXNviVX.png,jawi,train,956,83,PNG,line,2,2,0.7989884585580012
mh4YpTLf.png,sunda,train,798,89,PNG,line,6,6,0.8984429844692694
ozj6KCYP.png,bali,train,1377,71,PNG,line,0,0,0.9266553360224972
1pFJnWNU.png,jawi,train,51,50,PNG,glyph,2,2,0.8878879213240983
g6icPNYH.png,lontara,train,951,50,PNG,line,4,4,0.9008268651260929
bGRWCsTu.png,jawa,train,825,82,PNG,line,1,1,0.8959397009881774
dCSSepmf.png,bali,train,233,80,PNG,line,0,0,0.9285339114809213
V9zZHbxx.png,lontara,train,417,66,PNG,line,4,4,0.9215250730618753
9RppdSnF.png,lontara,train,922,35,PNG,line,4,4,0.9219443407157267
AOntxfbJ.png,pegon,train,185,170,PNG,block,5,5,0.9311403543164054
UW8zRXPQ.png,jawi,train,453,53,PNG,line,2,2,0.8551232772798786
YapID8rH.png,jawa,train,566,57,PNG,line,1,1,0.8906840828945405
iLTzTF1l.png,jawi,train,118,83,PNG,block,2,2,0.8973304881344711
dqBT88Ps.png,jawi,train,23,33,PNG,glyph,2,2,0.8933839857779381
UFE3w0yF.png,bali,train,1083,64,PNG,line,0,0,0.9261158237637159
FPktjVik.png,pegon,train,155,148,PNG,block,5,5,0.9345315579271511
ciJA1mjW.png,jawa,train,90,78,PNG,block,1,1,0.89862353291605
t70ANyVM.png,bali,train,1370,70,PNG,line,0,0,0.923201734114611
wTOJkzj8.png,jawa,train,933,77,PNG,line,1,1,0.8973055729799335
NGSYgYgV.png,sunda,train,150,63,PNG,line,6,6,0.8965158386846568
nxOWgGHf.jpg,bali,train,259,194,JPEG,block,0,0,0.9270955011568146
MzfJHQdz.png,lontara,train,940,53,PNG,line,4,4,0.8292766542387242
mASmqPJv.png,jawi,train,216,61,PNG,line,2,2,0.8886415958889748
FD30O9tB.png,jawa,train,1013,121,PNG,line,1,1,0.8965408021031712
sntQGqx6.png,bali,train,121,75,PNG,block,0,0,0.9214204054733866
iPc57tQw.png,jawi,train,956,64,PNG,line,2,2,0.8824257548286087
JlEpM3oC.png,bali,train,1352,66,PNG,line,0,0,0.9242295237485275
nAkbUt21.png,jawi,train,66,53,PNG,glyph,2,2,0.8750182849043711
j1hLG7kG.png,lampung,train,232,81,PNG,line,3,3,0.9099726167606984
Yk674FLr.png,sunda,train,44,54,PNG,glyph,2,6,0.7949481951674477
WswN2D8a.png,pegon,train,146,132,PNG,block,5,5,0.9396962615236466
GjVx3hcd.png,pegon,train,169,161,PNG,block,5,5,0.934520346394442
AlMtohM9.jpg,jawi,train,1088,1316,JPEG,page,2,2,0.5872877046122829
i1j3gXwa.png,pegon,train,141,142,PNG,block,5,5,0.9366849851931991
jxh6yxyy.jpg,lontara,train,568,621,JPEG,page,4,4,0.9189677123810147
ZzLibL3o.png,jawi,train,891,77,PNG,line,2,2,0.7659525504895881
TT2py3po.png,jawa,train,917,73,PNG,line,1,1,0.8975047601490788
tuGKcLTO.png,pegon,train,101,93,PNG,block,5,5,0.9301503116584895
ejB5lV79.png,jawa,train,591,71,PNG,line,1,1,0.8972807125408054
MQDWdzQd.png,jawi,train,23,28,PNG,glyph,2,2,0.9053270292785365
lM3588zD.png,jawi,train,24,27,PNG,glyph,2,2,0.8843942230519445
jxxuZl8a.png,sunda,train,748,70,PNG,line,6,6,0.89745629411877
dsMBZPzT.png,sunda,train,166,58,PNG,line,6,6,0.8961070449431866
xXH0p0da.png,sunda,train,801,46,PNG,line,6,6,0.9044861128564141
ODoFxn0s.png,jawa,train,879,60,PNG,line,1,1,0.8987858307741735
LLZtcVWL.png,bali,train,317,76,PNG,line,0,0,0.9252902151524205
xoBMTnSE.png,jawa,train,869,83,PNG,line,1,1,0.8952783308598161
HC8XBClO.png,lampung,train,377,85,PNG,line,3,3,0.9123908382253986
QpAYjE7a.png,bali,train,88,75,PNG,block,0,0,0.9177199218394586
sA9afht9.png,jawa,train,497,75,PNG,line,1,1,0.8998750925596376
p5adqFyu.png,sunda,train,834,78,PNG,line,6,6,0.8964682342501062
BicxDosj.png,lontara,train,310,49,PNG,line,4,4,0.9195933281998327
oteXEBir.png,pegon,train,148,133,PNG,block,5,5,0.933005551422324
GWcehJAP.png,sunda,train,76,54,PNG,glyph,6,6,0.9009390644801168
L3S94zx2.png,sunda,train,44,54,PNG,glyph,6,6,0.9134394638849861
AxZ5sTvi.png,jawa,train,677,96,PNG,line,1,1,0.8964136389761073
pzzBFip4.png,jawi,train,269,65,PNG,line,2,2,0.8989489914048592
UZCz3Tc9.png,jawi,train,951,80,PNG,line,2,2,0.6991646620583813
Uwt2QK3l.png,jawi,train,806,90,PNG,line,2,2,0.8948130730457508
snVEL8LD.png,bali,train,1412,59,PNG,line,0,0,0.9258046194297629
l6Hef28r.png,jawi,train,91,62,PNG,block,2,2,0.8587393197085698
loTKHqLn.png,jawi,train,660,93,PNG,line,2,2,0.8911111475517045
vdLe81Di.png,jawi,train,381,66,PNG,line,2,2,0.8622516243149184
WhdB3FSi.png,jawa,train,115,84,PNG,block,1,1,0.9034147519652335
XRspxxB1.png,jawi,train,828,80,PNG,line,2,2,0.8931001079913723
6IRZgMuD.png,lontara,train,805,58,PNG,line,4,4,0.9220939290179413
nXqKCOKa.png,bali,train,1421,58,PNG,line,0,0,0.9258700495311445
Gx7JCcSL.png,jawi,train,266,55,PNG,line,2,2,0.8846834760918505
f6fRApLW.png,sunda,train,44,54,PNG,glyph,6,6,0.8814807950779934
EaGEhyHL.png,jawi,train,789,74,PNG,line,2,2,0.8958861825525799
qZBSLty4.png,lontara,train,962,51,PNG,line,4,4,0.9223454052464342
3gdGLyyS.png,bali,train,1409,64,PNG,line,0,0,0.9277837834493504
bRpq18iJ.png,jawi,train,807,73,PNG,line,2,2,0.8877390616674024
lp1In676.jpg,lampung,train,1000,370,JPEG,page,3,3,0.930329830328908
bo21nCpd.png,sunda,train,768,101,PNG,line,6,6,0.9002320164483201
NA2mW6MM.png,sunda,train,71,54,PNG,glyph,6,6,0.8999183825585582
FgzMhPjr.png,jawi,train,91,62,PNG,block,2,2,0.8948358210621072
DLSJox4o.png,jawa,train,108,90,PNG,block,1,1,0.9016919161903186
yu3XZe48.png,jawa,train,1012,61,PNG,line,1,1,0.8986134966471393
rTnbMuPc.png,bali,train,135,65,PNG,line,0,0,0.9195433409392385
s4uPNwXr.png,lontara,train,943,57,PNG,line,4,4,0.9202132083631008
ExoD4vP2.png,jawi,train,687,85,PNG,line,2,2,0.8866090198256348
WGC3HdHJ.png,lontara,train,943,53,PNG,line,4,4,0.9184252809022455
13j6YVfp.png,lontara,train,935,50,PNG,line,4,4,0.9206321706081999
A4CGGZsR.png,jawi,train,155,102,PNG,block,2,2,0.6640186592154235
Qb0WFKYF.png,jawi,train,959,68,PNG,line,2,2,0.8907066957988978
uBQ42CXJ.png,sunda,train,710,53,PNG,line,6,6,0.899549443884711
bmfAMvLs.png,pegon,train,103,98,PNG,block,5,5,0.9339701306253773
kTGitTTZ.png,jawa,train,592,91,PNG,line,1,1,0.8958692522242476
pbGKPZDB.png,lampung,train,325,110,PNG,line,3,3,0.9135516276897884
QosnQx0a.png,sunda,train,47,42,PNG,glyph,6,6,0.898519094169786
A3amnqqs.jpg,lampung,train,480,360,JPEG,page,3,3,0.9071473661863435
gp4CQMwA.png,lontara,train,866,65,PNG,line,4,4,0.9218709751935541
xuPX8psl.png,lontara,train,744,70,PNG,line,4,4,0.9236456755665072
9cISqU3p.png,lampung,train,102,36,PNG,line,3,3,0.9178433025071734
3vUqiFim.png,jawi,train,389,60,PNG,line,2,2,0.8845968570704015
lHph2mVk.png,sunda,train,136,56,PNG,line,6,6,0.9056916905978234
ZnCNUFWa.png,jawa,train,365,58,PNG,line,1,1,0.8982589079166412
ZAF7P4TS.png,lampung,train,678,48,PNG,line,3,3,0.9128321091152459
adQMTd4d.png,jawi,train,804,80,PNG,line,2,2,0.8887576405588562
M1LFLF2f.png,pegon,train,823,72,PNG,line,5,5,0.9337956410230861
zJfN1IUl.png,sunda,train,77,44,PNG,glyph,6,6,0.8943668644126573
Uv3ZYkHU.png,lampung,train,250,40,PNG,line,3,3,0.9126926647826983
ZB89iX5O.png,jawa,train,914,65,PNG,line,1,1,0.8947138761943227
HpJV9OF2.png,lampung,train,261,76,PNG,line,3,3,0.917708610024292
2Eo65dbo.png,lontara,train,937,51,PNG,line,4,4,0.9249058700066073
mniEyr50.png,jawi,train,357,47,PNG,line,2,2,0.9117244138867137
Z2aYj4Mb.png,sunda,train,48,38,PNG,glyph,6,6,0.8943774217149465
lKFokYuI.png,jawa,train,573,53,PNG,line,1,1,0.9002454015061757
DZlkHVVs.jpg,pegon,train,878,460,JPEG,page,5,5,0.7083532496835191
UD0troHv.png,lontara,train,951,50,PNG,line,4,4,0.9224887359897257
JDdQ8TGU.png,lontara,train,950,61,PNG,line,4,4,0.9226758669456665
HpHvsaNP.png,sunda,train,56,59,PNG,glyph,6,6,0.8966111071610448
8hScNnfh.png,jawi,train,58,53,PNG,glyph,2,2,0.8891026552089745
lJJD74rc.png,jawi,train,957,69,PNG,line,2,2,0.6473508556860366
DXzY0DKg.png,jawa,train,967,88,PNG,line,1,1,0.896365376622348
SLBFk2LV.png,pegon,train,819,73,PNG,line,5,5,0.9361111678727949
hl9Zkp1X.png,bali,train,607,64,PNG,line,0,0,0.9249424051197328
9dyJtrsn.png,lampung,train,522,44,PNG,line,3,3,0.9158985307021033
EKZ2hjos.png,jawa,train,840,63,PNG,line,1,1,0.8706986766384969
NWuOzl3e.png,pegon,train,196,175,PNG,block,5,5,0.9248407392415
gJaMXpFS.png,jawa,train,576,58,PNG,line,1,1,0.8958025409101931
IWDWEDhC.png,bali,train,140,79,PNG,block,0,0,0.9313216289460237
XW4QHkMM.png,sunda,train,702,76,PNG,line,6,6,0.8971044531203725
v72v6rHz.png,jawa,train,999,122,PNG,line,1,1,0.9014922942939732
ghORLgLJ.png,jawa,train,863,81,PNG,line,1,1,0.8966166511682121
HWMpicqN.png,bali,train,1455,76,PNG,line,0,0,0.9252262426046546
besjh4lI.png,bali,train,1410,64,PNG,line,0,0,0.9243432812311677
Kez87I4J.png,jawa,train,670,58,PNG,line,1,1,0.8980432040209062
t3Ym3TGY.png,bali,train,1414,68,PNG,line,0,0,0.9253717973880041
IEjn8TEX.png,jawa,train,972,64,PNG,line,1,1,0.8942963490943266
RHtL6NXw.png,sunda,train,798,42,PNG,line,6,6,0.8992695115035276
t2n4u99T.png,jawi,train,221,43,PNG,line,2,2,0.8812192105003074
YSDnjf8f.png,lampung,train,93,27,PNG,line,3,3,0.9134152299466504
zMOhEC7Z.png,lampung,train,130,37,PNG,line,3,3,0.9134908639040707
689030ZS.png,sunda,train,60,55,PNG,glyph,6,6,0.8982830607898723
MIUYemUt.png,jawa,train,912,87,PNG,line,1,1,0.898399733140971
JaRjy4g9.png,lampung,train,146,81,PNG,block,3,3,0.9193824295825704
yWw2jKLf.png,bali,train,1406,56,PNG,line,0,0,0.9249529881056585
sB5nwmQC.png,jawa,train,362,58,PNG,line,1,1,0.8980160759240685
DAgTCtts.png,bali,train,1343,75,PNG,line,0,0,0.9253823008904152
7fLvnG6h.png,jawi,train,33,32,PNG,glyph,2,2,0.8879195137828628
gllNr3XG.png,jawa,train,606,88,PNG,line,1,1,0.8979907455218693
qHmc41kt.png,bali,train,1406,66,PNG,line,0,0,0.9239964620175757
noOwJU2p.png,sunda,train,830,77,PNG,line,6,6,0.9004451528016875
giNnvjGG.png,lampung,train,898,55,PNG,line,3,3,0.9184125086325007
wDOeDUea.png,lontara,train,886,49,PNG,line,4,4,0.925287395408443
A8uMZawH.png,pegon,train,163,150,PNG,block,5,5,0.935158061254757
mU0VIMOM.jpg,jawi,train,750,469,JPEG,page,2,2,0.715637414481826
fIodXJ1R.png,pegon,train,377,83,PNG,line,5,5,0.9069728946811637
qg0nD3g1.png,bali,train,206,80,PNG,line,0,0,0.9286285269834103
MVI2eyba.png,jawa,train,985,61,PNG,line,1,1,0.8976555263267073
c0vJ7SsN.png,lontara,train,900,49,PNG,line,4,4,0.9220464459647418
IH4Uc93c.png,sunda,train,736,60,PNG,line,6,6,0.8999341816865951
uqkPqX5q.png,jawa,train,933,52,PNG,line,1,1,0.8964664083598634
zGBPIVsX.png,jawi,train,26,37,PNG,glyph,2,2,0.7426754176796722
veHvdin9.png,jawa,train,346,75,PNG,line,1,1,0.8986804256438192
ehQYMkng.png,bali,train,321,69,PNG,line,0,0,0.9250699072129234
muNHjvT1.png,jawi,train,291,64,PNG,line,2,2,0.8997475035435424
YB8a3Tvf.png,pegon,train,100,101,PNG,block,5,5,0.9294242943232912
VBXfIuQo.png,lampung,train,100,39,PNG,line,3,3,0.911841687608733
Enpc8p6E.jpg,lampung,train,300,228,JPEG,block,3,3,0.91841350137119
ArLIuehv.png,pegon,train,1521,750,PNG,page,2,5,0.5017935963044613
Hc6z8jIH.png,jawi,train,799,90,PNG,line,2,2,0.8899888828467939
3uZ754oe.jpg,jawa,train,1000,614,JPEG,page,1,1,0.8919118175377112
DOuAVBCT.png,jawa,train,932,51,PNG,line,1,1,0.8975750747953042
niytSMhh.png,jawi,train,440,67,PNG,line,2,2,0.874616618559566
aoPT6i3l.png,jawa,train,107,87,PNG,block,1,1,0.8859910667752918
XZZuXKEY.png,bali,train,1420,66,PNG,line,0,0,0.9233389234651234
nHpvpCBB.png,sunda,train,100,58,PNG,block,6,6,0.9074705130300839
m121DOJC.png,jawa,train,573,57,PNG,line,1,1,0.8978696178146515
PsItOhnH.png,jawi,train,377,62,PNG,line,2,2,0.8587854107413745
NrSfvP0C.png,lontara,train,944,72,PNG,line,4,4,0.9217933250964598
Y0PizvCj.png,jawi,train,114,76,PNG,block,2,2,0.8872733766781162
RtVhw7WU.png,jawi,train,486,52,PNG,line,2,2,0.8906806956268544
FMKU5Hon.png,lontara,train,942,52,PNG,line,4,4,0.9245716460857047
Tm3dwYeQ.png,lontara,train,935,43,PNG,line,4,4,0.9220810831877011
GmZ1gfCu.png,sunda,train,125,35,PNG,line,6,6,0.8997574429779542
zpTONVp2.png,jawi,train,871,60,PNG,line,2,2,0.8958754395055307
6JPcEjrb.png,sunda,train,68,42,PNG,glyph,6,6,0.8980086926240052
XxWkw905.png,lontara,train,964,72,PNG,line,4,4,0.9217812404064758
r3tGNzm6.jpg,jawa,train,2834,1223,JPEG,page,1,1,0.4427429653869843
fKyxPzrH.png,pegon,train,201,165,PNG,block,5,5,0.9305888304549373
V8n1dXSm.png,lampung,train,230,68,PNG,line,3,3,0.9189297544633171
TxG9PdgC.png,jawi,train,117,86,PNG,block,2,2,0.8996570587190219
CU4SljdE.png,lontara,train,866,54,PNG,line,4,4,0.9215163545226224
GGMdDpgF.png,jawa,train,650,51,PNG,line,1,1,0.8933864022389989
PAWQTNXw.png,jawa,train,520,91,PNG,line,1,1,0.9029262302213772
ET3InrVE.png,jawi,train,64,50,PNG,glyph,2,2,0.878668784451611
E9Tm3Fpb.png,jawi,train,817,78,PNG,line,2,2,0.8966375128401667
doyUwjr8.png,pegon,train,145,127,PNG,block,5,5,0.933632378685749
6wUPvKhT.png,sunda,train,66,55,PNG,glyph,6,6,0.9009660459965417
t3xloWkI.png,jawa,train,493,89,PNG,line,1,1,0.8952075256014721
reK9JAqs.png,lontara,train,944,79,PNG,line,4,4,0.9224672186679803
QBi4np6m.png,jawi,train,168,90,PNG,block,2,2,0.8923468920285731
pugriEKg.jpg,pegon,train,768,768,JPEG,page,5,2,0.7526655241588147
sneBuutJ.png,sunda,train,803,46,PNG,line,6,6,0.9061743539026692
VA317cEJ.jpg,pegon,train,677,453,JPEG,page,5,5,0.886845634126755
wo76s5ii.png,pegon,train,150,138,PNG,block,5,5,0.9358742571801941
vtF71dpN.png,lampung,train,116,38,PNG,line,3,3,0.910888234627885
gGNLaVqC.png,jawi,train,802,84,PNG,line,2,2,0.8909105426110857
fEIpVd4O.png,jawa,train,676,59,PNG,line,1,1,0.8986019359133166
eZChotVz.png,jawi,train,82,45,PNG,block,2,2,0.8982819965379963
EdHsJlgR.png,jawa,train,933,65,PNG,line,1,1,0.8976594256432562
813ukdjO.png,pegon,train,140,142,PNG,block,5,5,0.9388296968654044
BLCK8n8x.png,jawi,train,205,56,PNG,line,2,2,0.8882451702553286
W1C1YnzQ.png,jawi,train,518,68,PNG,line,2,2,0.9029996410291312
91iDVf68.png,lampung,train,115,42,PNG,line,3,3,0.910745548375064
81j5zVEb.png,lampung,train,152,36,PNG,line,3,3,0.9147238021983624
mapjGkc3.png,bali,train,1447,56,PNG,line,0,0,0.9276021824060746
JMxapaoo.png,lontara,train,1061,46,PNG,line,4,4,0.9266570701491598
4nuIEMKJ.png,jawa,train,828,71,PNG,line,1,1,0.8976467241757349
jtYjaI51.png,lampung,train,133,36,PNG,line,3,3,0.9127838191873667
ydLzP6nj.png,lampung,train,126,37,PNG,line,3,3,0.9167384375435561
SBmp4ejo.png,jawi,train,210,75,PNG,line,2,2,0.9024088628433492
WthKsRUl.png,lontara,train,748,56,PNG,line,4,4,0.9247903021806325
DZTo0L77.png,lampung,train,151,40,PNG,line,3,3,0.915092735908823
OfSyjlyN.png,jawi,train,76,49,PNG,glyph,2,2,0.8762184862961854
NQ0U6894.png,jawi,train,271,60,PNG,line,2,2,0.8835418925760388
VvWr2DRJ.jpg,pegon,train,1280,720,JPEG,page,2,2,0.8230322092120732
Mzb4wZCZ.png,jawa,train,875,76,PNG,line,1,1,0.895286663272423
Qb6CW7sv.png,lontara,train,944,54,PNG,line,4,4,0.8957048501587197
v6kj867e.png,lampung,train,145,31,PNG,line,3,3,0.9140566214214811
SsWU9PM8.png,sunda,train,40,36,PNG,glyph,6,6,0.8935131941800284
hgbUOPe3.png,sunda,train,67,39,PNG,glyph,6,6,0.9008473317029448
sncIXO2l.png,lontara,train,868,51,PNG,line,4,4,0.27155782790932326
FjH55jbg.png,sunda,train,70,61,PNG,glyph,6,6,0.8995820480285733
XOj8QBf5.png,bali,train,1371,54,PNG,line,0,0,0.9229117235729728
qUOpSY2G.png,lampung,train,121,43,PNG,line,3,3,0.908976410472383
7i1dsQVN.png,pegon,train,146,137,PNG,block,5,5,0.9344596792792407
fVa1V6Yb.png,jawa,train,950,79,PNG,line,1,1,0.90179171553313
BfCvYSjw.png,sunda,train,802,44,PNG,line,6,6,0.903811889852943
9TAbChoL.png,jawa,train,653,94,PNG,line,1,1,0.897820077864245
rAElAId0.png,jawi,train,349,69,PNG,line,2,2,0.8950817203568162
tvhWK7Hy.png,bali,train,1446,56,PNG,line,0,0,0.923790627732637
0HGBgMZi.png,jawi,train,442,73,PNG,line,2,2,0.878702205882279
gOonbitg.png,lontara,train,797,49,PNG,line,4,4,0.9240864154730969
AWERVvHG.png,sunda,train,767,96,PNG,line,6,6,0.8996741731667296
o3CxD95x.png,jawa,train,434,75,PNG,line,1,1,0.8982297083151602
eLBBW2QF.png,sunda,train,805,40,PNG,line,6,6,0.9002235065677499
xNBTYUed.png,bali,train,1540,61,PNG,line,0,0,0.9266191451634809
NvJjdbil.png,jawi,train,314,65,PNG,line,2,2,0.8477776173062811
kroxfm4S.png,lampung,train,143,36,PNG,line,3,3,0.9183611185915386
4FK8CmTj.png,jawa,train,648,81,PNG,line,1,1,0.8978197043166337
IjWB2eiN.png,jawi,train,635,67,PNG,line,2,2,0.9007484236998017
VObY0cqk.jpg,pegon,train,1967,1724,JPEG,page,5,5,0.8740644868453192
lzSevp4g.png,sunda,train,124,58,PNG,line,6,6,0.9013990371958626
rfMDau6y.png,jawi,train,412,81,PNG,line,2,2,0.8878197728954121
1n55t9rr.png,jawi,train,69,56,PNG,glyph,2,2,0.8810664058293375
3xzUVc3u.png,sunda,train,162,59,PNG,line,6,6,0.9004085712430853
dwY5xOLe.png,lampung,train,199,85,PNG,line,3,3,0.914898527334428
LDR67vYw.png,lampung,train,171,69,PNG,line,3,3,0.9155546972729798
d99PX5Ja.png,bali,train,358,57,PNG,line,0,0,0.9262712834057739
oIQUcmLf.png,jawi,train,838,94,PNG,line,2,2,0.8947687231778205
PnJm72Pb.png,sunda,train,175,42,PNG,line,6,6,0.9046536884965053
58182AjM.png,sunda,train,55,56,PNG,glyph,6,6,0.8983992137035413
rbX8udzi.png,lampung,train,73,31,PNG,line,3,3,0.9110280800499614
s6S2jmQV.png,sunda,train,50,55,PNG,glyph,6,6,0.8985511978230366
2LT7SZwr.png,jawa,train,850,66,PNG,line,1,1,0.8962669089088192
u2hfbgTK.png,jawa,train,912,76,PNG,line,1,1,0.8972475077053313
VMP4kZ1O.png,jawi,train,805,80,PNG,line,2,2,0.8880555989691971
x3hDUkle.png,jawa,train,664,66,PNG,line,1,1,0.8995495463936423
UiPZ7edq.png,lontara,train,942,52,PNG,line,4,4,0.9222035851999921
Ps8l8f2o.png,lontara,train,417,52,PNG,line,4,4,0.9170735208352819
waNwx08C.png,bali,train,1412,57,PNG,line,0,0,0.923655278475916
yU3u4hYx.png,jawi,train,21,25,PNG,glyph,2,2,0.9051625308188487
PfkSwejU.png,lontara,train,949,63,PNG,line,4,4,0.9228753012075863
3q0rYDno.png,pegon,train,140,137,PNG,block,5,5,0.9311937619944255
5yH82hWM.png,jawi,train,746,44,PNG,line,2,2,0.8953287871350786
bNohXPr9.png,jawi,train,266,69,PNG,line,2,2,0.8630453849712894
Y0M39Mof.png,lontara,train,999,58,PNG,line,4,4,0.9204402559480578
QitMTWIs.png,sunda,train,788,75,PNG,line,6,6,0.9061504329309235
3X5nVAVF.png,bali,train,1378,64,PNG,line,0,0,0.9249732951959067
9QkzJWYC.png,bali,train,864,864,PNG,page,0,0,0.9310591583386845
G02HH7pZ.png,pegon,train,825,70,PNG,line,5,5,0.9351478677920411
isCRUjsC.jpg,pegon,train,1280,734,JPEG,page,2,2,0.56307146168658
4i1G43sq.png,lontara,train,318,49,PNG,line,4,4,0.9252478709934588
mMgmhdVW.png,lampung,train,55,34,PNG,glyph,3,3,0.9136260948273882
c1Ec9G4r.png,jawa,train,909,68,PNG,line,1,1,0.899344790551748
efuoz9rC.png,lampung,train,143,36,PNG,line,3,3,0.9180081852388802
jfpGCWXC.png,bali,train,730,61,PNG,line,0,0,0.9221821285225876
XFGzYUI3.png,sunda,train,775,67,PNG,line,6,6,0.9027555821111228
lwSlyHKB.png,bali,train,161,74,PNG,line,0,0,0.9234066238460445
cJWdEO6y.png,jawi,train,851,59,PNG,line,2,2,0.8837662955298028
ICgXhk2z.png,jawi,train,524,56,PNG,line,2,2,0.9024791312808413
lwmeawxL.png,jawi,train,424,71,PNG,line,2,2,0.8926662926097336
8LHeooKP.png,lampung,train,139,36,PNG,line,3,3,0.91331197126708
rEohqrKO.webp,jawa,train,720,447,WEBP,page,1,1,0.8937263594781548
S7tOC4MU.png,sunda,train,790,72,PNG,line,6,6,0.9037447459899083
tHJHoMuu.png,jawa,train,916,90,PNG,line,1,1,0.9011763068588573
rAKwhp69.png,jawi,train,777,66,PNG,line,2,2,0.8786393868615773
enryLTKQ.png,jawi,train,810,92,PNG,line,2,2,0.8919780574181705
IpnJvcln.png,sunda,train,138,56,PNG,line,6,6,0.8894766925522246
B9Ev6phT.png,jawa,train,975,80,PNG,line,1,1,0.9003185399462738
DUCMjwal.png,sunda,train,115,58,PNG,block,6,6,0.9014663567648152
C5R3SyGp.png,jawi,train,49,266,PNG,page,2,2,0.8371286136531578
dK6iEJJq.png,jawi,train,155,45,PNG,line,2,2,0.8403823523807549
