image_id,label,split,fmt,mode,w,h,bytes,has_alpha,exif_orient,dpi,ratio,megapix,bpp
7E48jzhq.png,lontara,train,PNG,RGB,935,52,3895,False,1,,17.98076923076923,0.04862,0.6408885232414644
TVGT0l15.png,lampung,train,PNG,RGB,143,36,1673,False,1,,3.9722222222222223,0.005148,2.5998445998446
brPaEeqP.png,lontara,train,PNG,RGB,776,52,4154,False,1,,14.923076923076923,0.040352,0.8235527359238699
GmuReuLR.png,sunda,train,PNG,RGB,153,137,3450,False,1,,1.1167883211678833,0.020961,1.31673107199084
GsOT0T5x.png,lampung,train,PNG,RGB,191,78,1514,False,1,,2.448717948717949,0.014898,0.8129950328903208
5rjyLVjM.png,sunda,train,PNG,RGB,216,65,1522,False,1,,3.3230769230769233,0.01404,0.8672364672364672
zserujX8.jpg,bali,train,JPEG,RGB,1280,720,93100,False,1,,1.7777777777777777,0.9216,0.8081597222222222
ULOLP0Ie.png,sunda,train,PNG,RGB,245,42,1433,False,1,,5.833333333333333,0.01029,1.1140913508260446
tzoxINik.png,jawi,train,PNG,RGB,676,52,5242,False,1,,13.0,0.035152,1.1929904415111516
SWmX6WTA.png,lontara,train,PNG,RGB,936,52,4289,False,1,,18.0,0.048672,0.7049638395792241
UmCiBs0K.png,jawi,train,PNG,RGB,284,60,1705,False,1,,4.733333333333333,0.01704,0.8004694835680751
qRtpcq8R.png,lampung,train,PNG,RGB,201,81,1696,False,1,,2.4814814814814814,0.016281,0.8333640439776426
sEWlF4GG.png,jawa,train,PNG,RGB,603,91,12880,False,1,,6.626373626373627,0.054873,1.8777905345069523
kg4W1LjT.png,jawa,train,PNG,RGB,944,96,8541,False,1,,9.833333333333334,0.090624,0.7539724576271186
gEPhuYHT.png,jawi,train,PNG,RGB,175,82,1206,False,1,,2.1341463414634148,0.01435,0.6723344947735191
VwBH4U2s.png,jawa,train,PNG,RGB,162,58,16536,False,1,,2.793103448275862,0.009396,14.079182630906768
WdbxpsD0.png,lontara,train,PNG,RGB,812,69,4619,False,1,,11.768115942028986,0.056028,0.6595273791675591
c5qAky23.png,sunda,train,PNG,RGB,77,40,565,False,1,,1.925,0.00308,1.4675324675324675
E7eISFeD.png,jawi,train,PNG,RGB,806,83,7557,False,1,,9.710843373493976,0.066898,0.903704146611259
sQzD0xtD.png,bali,train,PNG,RGB,218,78,2215,False,1,,2.7948717948717947,0.017004,1.0421077393554459
au9mLbd8.png,jawi,train,PNG,RGB,92,45,735,False,1,,2.0444444444444443,0.00414,1.4202898550724639
Pr22tEu7.jpg,pegon,train,JPEG,RGB,600,400,30786,False,1,,1.5,0.24,1.0262
nY3i2PTt.png,bali,train,PNG,RGB,1548,56,10324,False,1,,27.642857142857142,0.086688,0.952750092284976
KxxJsUIA.png,bali,train,PNG,RGB,1409,59,8901,False,1,,23.88135593220339,0.083131,0.8565757659597503
e5T265XU.png,pegon,train,PNG,RGB,126,111,2569,False,1,,1.135135135135135,0.013986,1.4694694694694694
92Scn6vQ.png,bali,train,PNG,RGB,1402,61,10265,False,1,,22.983606557377048,0.085522,0.9602207619092163
feSarHT2.png,pegon,train,PNG,RGB,384,90,3727,False,1,,4.266666666666667,0.03456,0.8627314814814815
XDdeBeL4.png,sunda,train,PNG,RGB,832,70,5141,False,1,,11.885714285714286,0.05824,0.7061813186813187
R7Hd50RH.png,lampung,train,PNG,RGB,126,31,1520,False,1,,4.064516129032258,0.003906,3.1131592421915
vZh1HlrP.png,pegon,train,PNG,RGB,201,159,4771,False,1,,1.2641509433962264,0.031959,1.1942801714696956
NTvU9OQs.png,jawi,train,PNG,RGB,810,101,8902,False,1,,8.01980198019802,0.08181,0.8705048282606038
N8Bs9W3h.png,bali,train,PNG,RGB,1545,66,10397,False,1,,23.40909090909091,0.10197,0.8156908894772973
F53YDFQs.png,lontara,train,PNG,RGB,928,54,4209,False,1,,17.185185185185187,0.050112,0.6719348659003831
kFuOywWA.png,jawi,train,PNG,RGB,79,49,477,False,1,,1.6122448979591837,0.003871,0.9857917850684578
Z1un6yl6.png,lontara,train,PNG,RGB,937,47,3485,False,1,,19.93617021276596,0.044039,0.6330752287744953
jUXNviVX.png,jawi,train,PNG,RGB,956,83,5993,False,1,,11.518072289156626,0.079348,0.6042244290971417
mh4YpTLf.png,sunda,train,PNG,RGB,798,89,5036,False,1,,8.96629213483146,0.071022,0.5672608487510912
ozj6KCYP.png,bali,train,PNG,RGB,1377,71,9039,False,1,,19.3943661971831,0.097767,0.7396360735217404
1pFJnWNU.png,jawi,train,PNG,RGB,51,50,422,False,1,,1.02,0.00255,1.323921568627451
g6icPNYH.png,lontara,train,PNG,RGB,951,50,3988,False,1,,19.02,0.04755,0.6709568874868559
bGRWCsTu.png,jawa,train,PNG,RGB,825,82,6566,False,1,,10.060975609756097,0.06765,0.7764671101256467
dCSSepmf.png,bali,train,PNG,RGB,233,80,1847,False,1,,2.9125,0.01864,0.7927038626609442
V9zZHbxx.png,lontara,train,PNG,RGB,417,66,2354,False,1,,6.318181818181818,0.027522,0.6842525979216627
9RppdSnF.png,lontara,train,PNG,RGB,922,35,3829,False,1,,26.34285714285714,0.03227,0.9492407809110629
AOntxfbJ.png,pegon,train,PNG,RGB,185,170,5168,False,1,,1.088235294117647,0.03145,1.3145945945945945
UW8zRXPQ.png,jawi,train,PNG,RGB,453,53,3237,False,1,,8.547169811320755,0.024009,1.078595526677496
YapID8rH.png,jawa,train,PNG,RGB,566,57,61551,False,1,,9.929824561403509,0.032262,15.262785940115306
iLTzTF1l.png,jawi,train,PNG,RGB,118,83,1025,False,1,,1.4216867469879517,0.009794,0.8372472942617929
dqBT88Ps.png,jawi,train,PNG,RGB,23,33,266,False,1,,0.696969696969697,0.000759,2.80368906455863
UFE3w0yF.png,bali,train,PNG,RGB,1083,64,7866,False,1,,16.921875,0.069312,0.9078947368421053
FPktjVik.png,pegon,train,PNG,RGB,155,148,3305,False,1,,1.0472972972972974,0.02294,1.1525719267654753
ciJA1mjW.png,jawa,train,PNG,RGB,90,78,1160,False,1,,1.1538461538461537,0.00702,1.3219373219373218
t70ANyVM.png,bali,train,PNG,RGB,1370,70,10803,False,1,,19.571428571428573,0.0959,0.9011887382690302
wTOJkzj8.png,jawa,train,PNG,RGB,933,77,8065,False,1,,12.116883116883116,0.071841,0.898094402917554
NGSYgYgV.png,sunda,train,PNG,RGB,150,63,1263,False,1,,2.380952380952381,0.00945,1.0692063492063493
nxOWgGHf.jpg,bali,train,JPEG,RGB,259,194,9912,False,1,,1.3350515463917525,0.050246,1.5781554750626916
MzfJHQdz.png,lontara,train,PNG,RGB,940,53,4407,False,1,,17.735849056603772,0.04982,0.7076676033721397
mASmqPJv.png,jawi,train,PNG,RGB,216,61,1863,False,1,,3.540983606557377,0.013176,1.1311475409836065
FD30O9tB.png,jawa,train,PNG,RGB,1013,121,8110,False,1,,8.37190082644628,0.122573,0.5293172232057631
sntQGqx6.png,bali,train,PNG,RGB,121,75,1149,False,1,,1.6133333333333333,0.009075,1.012892561983471
iPc57tQw.png,jawi,train,PNG,RGB,956,64,5358,False,1,,14.9375,0.061184,0.7005753138075314
JlEpM3oC.png,bali,train,PNG,RGB,1352,66,10126,False,1,,20.484848484848484,0.089232,0.9078357539896001
nAkbUt21.png,jawi,train,PNG,RGB,66,53,605,False,1,,1.2452830188679245,0.003498,1.3836477987421383
j1hLG7kG.png,lampung,train,PNG,RGB,232,81,1769,False,1,,2.8641975308641974,0.018792,0.7530864197530864
Yk674FLr.png,sunda,train,PNG,RGB,44,54,376,False,1,,0.8148148148148148,0.002376,1.265993265993266
WswN2D8a.png,pegon,train,PNG,RGB,146,132,3147,False,1,,1.106060606060606,0.019272,1.3063511830635117
GjVx3hcd.png,pegon,train,PNG,RGB,169,161,4989,False,1,,1.049689440993789,0.027209,1.4668675805799551
AlMtohM9.jpg,jawi,train,JPEG,RGB,1088,1316,442749,False,1,"(96, 96)",0.8267477203647416,1.431808,2.473789781870195
i1j3gXwa.png,pegon,train,PNG,RGB,141,142,3076,False,1,,0.9929577464788732,0.020022,1.229048047148137
jxh6yxyy.jpg,lontara,train,JPEG,RGB,568,621,73202,False,1,"(350, 350)",0.9146537842190016,0.352728,1.660248123199746
ZzLibL3o.png,jawi,train,PNG,RGB,891,77,6002,False,1,,11.571428571428571,0.068607,0.6998702756278514
TT2py3po.png,jawa,train,PNG,RGB,917,73,7214,False,1,,12.561643835616438,0.066941,0.8621323254806471
tuGKcLTO.png,pegon,train,PNG,RGB,101,93,835,False,1,,1.086021505376344,0.009393,0.7111678909826467
ejB5lV79.png,jawa,train,PNG,RGB,591,71,74381,False,1,,8.32394366197183,0.041961,14.180977574414337
MQDWdzQd.png,jawi,train,PNG,RGB,23,28,270,False,1,,0.8214285714285714,0.000644,3.3540372670807455
lM3588zD.png,jawi,train,PNG,RGB,24,27,247,False,1,,0.8888888888888888,0.000648,3.049382716049383
jxxuZl8a.png,sunda,train,PNG,RGB,748,70,4383,False,1,,10.685714285714285,0.05236,0.6696715049656227
dsMBZPzT.png,sunda,train,PNG,RGB,166,58,1302,False,1,,2.8620689655172415,0.009628,1.0818446198587452
xXH0p0da.png,sunda,train,PNG,RGB,801,46,4278,False,1,,17.41304347826087,0.036846,0.9288389513108615
ODoFxn0s.png,jawa,train,PNG,RGB,879,60,5836,False,1,,14.65,0.05274,0.8852483883200607
LLZtcVWL.png,bali,train,PNG,RGB,317,76,2577,False,1,,4.171052631578948,0.024092,0.8557197409928607
xoBMTnSE.png,jawa,train,PNG,RGB,869,83,7230,False,1,,10.46987951807229,0.072127,0.8019188376058896
HC8XBClO.png,lampung,train,PNG,RGB,377,85,2792,False,1,,4.435294117647059,0.032045,0.6970198158839133
QpAYjE7a.png,bali,train,PNG,RGB,88,75,1141,False,1,,1.1733333333333333,0.0066,1.383030303030303
sA9afht9.png,jawa,train,PNG,RGB,497,75,8597,False,1,,6.626666666666667,0.037275,1.8450972501676728
p5adqFyu.png,sunda,train,PNG,RGB,834,78,4815,False,1,,10.692307692307692,0.065052,0.5921416712783619
BicxDosj.png,lontara,train,PNG,RGB,310,49,1654,False,1,,6.326530612244898,0.01519,0.8710994075049374
oteXEBir.png,pegon,train,PNG,RGB,148,133,3183,False,1,,1.112781954887218,0.019684,1.29363950416582
GWcehJAP.png,sunda,train,PNG,RGB,76,54,625,False,1,,1.4074074074074074,0.004104,1.2183235867446394
L3S94zx2.png,sunda,train,PNG,RGB,44,54,376,False,1,,0.8148148148148148,0.002376,1.265993265993266
AxZ5sTvi.png,jawa,train,PNG,RGB,677,96,5221,False,1,,7.052083333333333,0.064992,0.6426637124569178
pzzBFip4.png,jawi,train,PNG,RGB,269,65,931,False,1,,4.138461538461539,0.017485,0.42596511295396056
UZCz3Tc9.png,jawi,train,PNG,RGB,951,80,6846,False,1,,11.8875,0.07608,0.7198738170347003
Uwt2QK3l.png,jawi,train,PNG,RGB,806,90,9333,False,1,,8.955555555555556,0.07254,1.0292803970223325
snVEL8LD.png,bali,train,PNG,RGB,1412,59,8739,False,1,,23.93220338983051,0.083308,0.8391991165314255
l6Hef28r.png,jawi,train,PNG,RGB,91,62,817,False,1,,1.467741935483871,0.005642,1.1584544487770294
loTKHqLn.png,jawi,train,PNG,RGB,660,93,3866,False,1,,7.096774193548387,0.06138,0.5038774845226458
vdLe81Di.png,jawi,train,PNG,RGB,381,66,1008,False,1,,5.7727272727272725,0.025146,0.3206871868289191
WhdB3FSi.png,jawa,train,PNG,RGB,115,84,782,False,1,,1.369047619047619,0.00966,0.6476190476190476
XRspxxB1.png,jawi,train,PNG,RGB,828,80,7204,False,1,,10.35,0.06624,0.870048309178744
6IRZgMuD.png,lontara,train,PNG,RGB,805,58,3887,False,1,,13.879310344827585,0.04669,0.6660098522167488
nXqKCOKa.png,bali,train,PNG,RGB,1421,58,9623,False,1,,24.5,0.082418,0.934067800723143
Gx7JCcSL.png,jawi,train,PNG,RGB,266,55,1573,False,1,,4.836363636363636,0.01463,0.8601503759398497
f6fRApLW.png,sunda,train,PNG,RGB,44,54,379,False,1,,0.8148148148148148,0.002376,1.2760942760942762
EaGEhyHL.png,jawi,train,PNG,RGB,789,74,7062,False,1,,10.662162162162161,0.058386,0.9676292261843593
qZBSLty4.png,lontara,train,PNG,RGB,962,51,4120,False,1,,18.862745098039216,0.049062,0.6718030247442012
3gdGLyyS.png,bali,train,PNG,RGB,1409,64,9801,False,1,,22.015625,0.090176,0.8694996451383961
bRpq18iJ.png,jawi,train,PNG,RGB,807,73,8472,False,1,,11.054794520547945,0.058911,1.1504812344044406
lp1In676.jpg,lampung,train,JPEG,RGB,1000,370,38710,False,1,,2.7027027027027026,0.37,0.836972972972973
bo21nCpd.png,sunda,train,PNG,RGB,768,101,4697,False,1,,7.603960396039604,0.077568,0.48442656765676567
NA2mW6MM.png,sunda,train,PNG,RGB,71,54,602,False,1,,1.3148148148148149,0.003834,1.2561293688054251
FgzMhPjr.png,jawi,train,PNG,RGB,91,62,488,False,1,,1.467741935483871,0.005642,0.6919532080822404
DLSJox4o.png,jawa,train,PNG,RGB,108,90,1284,False,1,,1.2,0.00972,1.05679012345679
yu3XZe48.png,jawa,train,PNG,RGB,1012,61,8986,False,1,,16.59016393442623,0.061732,1.1645175921726172
rTnbMuPc.png,bali,train,PNG,RGB,135,65,1533,False,1,,2.076923076923077,0.008775,1.3976068376068376
s4uPNwXr.png,lontara,train,PNG,RGB,943,57,3675,False,1,,16.54385964912281,0.053751,0.54696656806385
ExoD4vP2.png,jawi,train,PNG,RGB,687,85,6358,False,1,,8.08235294117647,0.058395,0.8710334788937409
WGC3HdHJ.png,lontara,train,PNG,RGB,943,53,4199,False,1,,17.79245283018868,0.049979,0.6721222913623722
13j6YVfp.png,lontara,train,PNG,RGB,935,50,4020,False,1,,18.7,0.04675,0.6879144385026738
A4CGGZsR.png,jawi,train,PNG,RGB,155,102,1559,False,1,,1.5196078431372548,0.01581,0.7888678051865907
Qb0WFKYF.png,jawi,train,PNG,RGB,959,68,5566,False,1,,14.102941176470589,0.065212,0.6828191130466785
uBQ42CXJ.png,sunda,train,PNG,RGB,710,53,3838,False,1,,13.39622641509434,0.03763,0.8159447249534946
bmfAMvLs.png,pegon,train,PNG,RGB,103,98,1461,False,1,,1.0510204081632653,0.010094,1.1579155934218348
kTGitTTZ.png,jawa,train,PNG,RGB,592,91,16609,False,1,,6.5054945054945055,0.053872,2.4664389664389663
pbGKPZDB.png,lampung,train,PNG,RGB,325,110,3049,False,1,,2.9545454545454546,0.03575,0.6822937062937063
QosnQx0a.png,sunda,train,PNG,RGB,47,42,490,False,1,,1.119047619047619,0.001974,1.9858156028368794
A3amnqqs.jpg,lampung,train,JPEG,RGB,480,360,22894,False,1,,1.3333333333333333,0.1728,1.0599074074074073
gp4CQMwA.png,lontara,train,PNG,RGB,866,65,4577,False,1,,13.323076923076924,0.05629,0.6504885414816131
xuPX8psl.png,lontara,train,PNG,RGB,744,70,4937,False,1,,10.628571428571428,0.05208,0.7583717357910906
9cISqU3p.png,lampung,train,PNG,RGB,102,36,1096,False,1,,2.8333333333333335,0.003672,2.3877995642701526
3vUqiFim.png,jawi,train,PNG,RGB,389,60,3107,False,1,,6.483333333333333,0.02334,1.0649528706083975
lHph2mVk.png,sunda,train,PNG,RGB,136,56,1097,False,1,,2.4285714285714284,0.007616,1.1523109243697478
ZnCNUFWa.png,jawa,train,PNG,RGB,365,58,5837,False,1,,6.293103448275862,0.02117,2.205762871988663
ZAF7P4TS.png,lampung,train,PNG,RGB,678,48,2779,False,1,,14.125,0.032544,0.6831366764995084
adQMTd4d.png,jawi,train,PNG,RGB,804,80,7287,False,1,,10.05,0.06432,0.9063432835820896
M1LFLF2f.png,pegon,train,PNG,RGB,823,72,8626,False,1,,11.430555555555555,0.059256,1.1645740515728364
zJfN1IUl.png,sunda,train,PNG,RGB,77,44,633,False,1,,1.75,0.003388,1.4946871310507674
Uv3ZYkHU.png,lampung,train,PNG,RGB,250,40,1121,False,1,,6.25,0.01,0.8968
ZB89iX5O.png,jawa,train,PNG,RGB,914,65,5883,False,1,,14.061538461538461,0.05941,0.7921898670257532
HpJV9OF2.png,lampung,train,PNG,RGB,261,76,1615,False,1,,3.4342105263157894,0.019836,0.6513409961685823
2Eo65dbo.png,lontara,train,PNG,RGB,937,51,4232,False,1,,18.372549019607842,0.047787,0.708477200912382
mniEyr50.png,jawi,train,PNG,RGB,357,47,1925,False,1,,7.595744680851064,0.016779,0.917813934084272
Z2aYj4Mb.png,sunda,train,PNG,RGB,48,38,464,False,1,,1.263157894736842,0.001824,2.0350877192982457
lKFokYuI.png,jawa,train,PNG,RGB,573,53,4585,False,1,,10.81132075471698,0.030369,1.2078105963317858
DZlkHVVs.jpg,pegon,train,JPEG,RGB,878,460,147485,False,1,"(72, 72)",1.9086956521739131,0.40388,2.9213627810240665
UD0troHv.png,lontara,train,PNG,RGB,951,50,3937,False,1,,19.02,0.04755,0.6623764458464774
JDdQ8TGU.png,lontara,train,PNG,RGB,950,61,4174,False,1,,15.573770491803279,0.05795,0.576220880069025
HpHvsaNP.png,sunda,train,PNG,RGB,56,59,421,False,1,,0.9491525423728814,0.003304,1.0193704600484261
8hScNnfh.png,jawi,train,PNG,RGB,58,53,430,False,1,,1.0943396226415094,0.003074,1.1190631099544568
lJJD74rc.png,jawi,train,PNG,RGB,957,69,5399,False,1,,13.869565217391305,0.066033,0.6540971938273288
DXzY0DKg.png,jawa,train,PNG,RGB,967,88,8219,False,1,,10.988636363636363,0.085096,0.7726802669925731
SLBFk2LV.png,pegon,train,PNG,RGB,819,73,7869,False,1,,11.219178082191782,0.059787,1.0529379296502583
hl9Zkp1X.png,bali,train,PNG,RGB,607,64,4613,False,1,,9.484375,0.038848,0.9499588138385503
9dyJtrsn.png,lampung,train,PNG,RGB,522,44,1938,False,1,,11.863636363636363,0.022968,0.6750261233019854
EKZ2hjos.png,jawa,train,PNG,RGB,840,63,5375,False,1,,13.333333333333334,0.05292,0.8125472411186697
NWuOzl3e.png,pegon,train,PNG,RGB,196,175,4783,False,1,,1.12,0.0343,1.1155685131195334
gJaMXpFS.png,jawa,train,PNG,RGB,576,58,63341,False,1,,9.931034482758621,0.033408,15.16786398467433
IWDWEDhC.png,bali,train,PNG,RGB,140,79,1224,False,1,,1.7721518987341771,0.01106,0.8853526220614828
XW4QHkMM.png,sunda,train,PNG,RGB,702,76,3833,False,1,,9.236842105263158,0.053352,0.5747488379067326
v72v6rHz.png,jawa,train,PNG,RGB,999,122,8478,False,1,,8.188524590163935,0.121878,0.5564909171466549
ghORLgLJ.png,jawa,train,PNG,RGB,863,81,7876,False,1,,10.654320987654321,0.069903,0.9013633177402973
HWMpicqN.png,bali,train,PNG,RGB,1455,76,11039,False,1,,19.144736842105264,0.11058,0.7986254295532647
besjh4lI.png,bali,train,PNG,RGB,1410,64,9611,False,1,,22.03125,0.09024,0.8520390070921986
Kez87I4J.png,jawa,train,PNG,RGB,670,58,106901,False,1,,11.551724137931034,0.03886,22.007411219763252
t3Ym3TGY.png,bali,train,PNG,RGB,1414,68,10220,False,1,,20.794117647058822,0.096152,0.8503203261502621
IEjn8TEX.png,jawa,train,PNG,RGB,972,64,7850,False,1,,15.1875,0.062208,1.0095164609053497
RHtL6NXw.png,sunda,train,PNG,RGB,798,42,4330,False,1,,19.0,0.033516,1.0335362215061463
t2n4u99T.png,jawi,train,PNG,RGB,221,43,1134,False,1,,5.1395348837209305,0.009503,0.9546459012943281
YSDnjf8f.png,lampung,train,PNG,RGB,93,27,1096,False,1,,3.4444444444444446,0.002511,3.4918359219434487
zMOhEC7Z.png,lampung,train,PNG,RGB,130,37,1286,False,1,,3.5135135135135136,0.00481,2.138877338877339
689030ZS.png,sunda,train,PNG,RGB,60,55,550,False,1,,1.0909090909090908,0.0033,1.3333333333333333
MIUYemUt.png,jawa,train,PNG,RGB,912,87,8778,False,1,,10.482758620689655,0.079344,0.8850574712643678
JaRjy4g9.png,lampung,train,PNG,RGB,146,81,1317,False,1,,1.8024691358024691,0.011826,0.8909183155758498
yWw2jKLf.png,bali,train,PNG,RGB,1406,56,9634,False,1,,25.107142857142858,0.078736,0.978866084129242
sB5nwmQC.png,jawa,train,PNG,RGB,362,58,5523,False,1,,6.241379310344827,0.020996,2.1044008382549055
DAgTCtts.png,bali,train,PNG,RGB,1343,75,10015,False,1,,17.906666666666666,0.100725,0.7954331099528419
7fLvnG6h.png,jawi,train,PNG,RGB,33,32,268,False,1,,1.03125,0.001056,2.0303030303030303
gllNr3XG.png,jawa,train,PNG,RGB,606,88,14639,False,1,,6.886363636363637,0.053328,2.196069606960696
qHmc41kt.png,bali,train,PNG,RGB,1406,66,10963,False,1,,21.303030303030305,0.092796,0.9451269451269452
noOwJU2p.png,sunda,train,PNG,RGB,830,77,4849,False,1,,10.779220779220779,0.06391,0.6069785636050696
giNnvjGG.png,lampung,train,PNG,RGB,898,55,3466,False,1,,16.327272727272728,0.04939,0.5614091921441587
wDOeDUea.png,lontara,train,PNG,RGB,886,49,4062,False,1,,18.081632653061224,0.043414,0.7485143041415212
A8uMZawH.png,pegon,train,PNG,RGB,163,150,3408,False,1,,1.0866666666666667,0.02445,1.1150920245398772
mU0VIMOM.jpg,jawi,train,JPEG,RGB,750,469,479032,False,1,"(72.0, 72.0)",1.5991471215351811,0.35175,10.894828713574983
fIodXJ1R.png,pegon,train,PNG,RGB,377,83,3744,False,1,,4.542168674698795,0.031291,0.9572081429164936
qg0nD3g1.png,bali,train,PNG,RGB,206,80,1882,False,1,,2.575,0.01648,0.9135922330097087
MVI2eyba.png,jawa,train,PNG,RGB,985,61,7219,False,1,,16.147540983606557,0.060085,0.9611716734625947
c0vJ7SsN.png,lontara,train,PNG,RGB,900,49,3854,False,1,,18.367346938775512,0.0441,0.6991383219954649
IH4Uc93c.png,sunda,train,PNG,RGB,736,60,4176,False,1,,12.266666666666667,0.04416,0.7565217391304347
uqkPqX5q.png,jawa,train,PNG,RGB,933,52,6340,False,1,,17.942307692307693,0.048516,1.0454283123093413
zGBPIVsX.png,jawi,train,PNG,RGB,26,37,295,False,1,,0.7027027027027027,0.000962,2.453222453222453
veHvdin9.png,jawa,train,PNG,RGB,346,75,48812,False,1,,4.613333333333333,0.02595,15.048015414258188
ehQYMkng.png,bali,train,PNG,RGB,321,69,2424,False,1,,4.6521739130434785,0.022149,0.8755248543952323
muNHjvT1.png,jawi,train,PNG,RGB,291,64,1726,False,1,,4.546875,0.018624,0.7414089347079038
YB8a3Tvf.png,pegon,train,PNG,RGB,100,101,2017,False,1,,0.9900990099009901,0.0101,1.5976237623762377
VBXfIuQo.png,lampung,train,PNG,RGB,100,39,1610,False,1,,2.5641025641025643,0.0039,3.3025641025641024
Enpc8p6E.jpg,lampung,train,JPEG,RGB,300,228,14307,False,1,"(72.0, 72.0)",1.3157894736842106,0.0684,1.6733333333333333
ArLIuehv.png,pegon,train,PNG,RGB,1521,750,1058963,False,1,,2.028,1.14075,7.426433486741179
Hc6z8jIH.png,jawi,train,PNG,RGB,799,90,7778,False,1,,8.877777777777778,0.07191,0.8653038520372688
3uZ754oe.jpg,jawa,train,JPEG,RGB,1000,614,215820,False,1,"(72.0, 72.0)",1.6286644951140066,0.614,2.811986970684039
DOuAVBCT.png,jawa,train,PNG,RGB,932,51,5582,False,1,,18.274509803921568,0.047532,0.9394933939240933
niytSMhh.png,jawi,train,PNG,RGB,440,67,3913,False,1,,6.567164179104478,0.02948,1.0618724559023067
aoPT6i3l.png,jawa,train,PNG,RGB,107,87,1330,False,1,,1.2298850574712643,0.009309,1.1429799119132023
XZZuXKEY.png,bali,train,PNG,RGB,1420,66,10604,False,1,,21.515151515151516,0.09372,0.9051643192488263
nHpvpCBB.png,sunda,train,PNG,RGB,100,58,828,False,1,,1.7241379310344827,0.0058,1.1420689655172414
m121DOJC.png,jawa,train,PNG,RGB,573,57,60679,False,1,,10.052631578947368,0.032661,14.862741495973792
PsItOhnH.png,jawi,train,PNG,RGB,377,62,3001,False,1,,6.080645161290323,0.023374,1.027124155044066
NrSfvP0C.png,lontara,train,PNG,RGB,944,72,4826,False,1,,13.11111111111111,0.067968,0.5680320150659134
Y0PizvCj.png,jawi,train,PNG,RGB,114,76,1029,False,1,,1.5,0.008664,0.9501385041551247
RtVhw7WU.png,jawi,train,PNG,RGB,486,52,3413,False,1,,9.346153846153847,0.025272,1.0804051915163027
FMKU5Hon.png,lontara,train,PNG,RGB,942,52,4050,False,1,,18.115384615384617,0.048984,0.6614404703576678
Tm3dwYeQ.png,lontara,train,PNG,RGB,935,43,3900,False,1,,21.74418604651163,0.040205,0.7760228827260292
GmZ1gfCu.png,sunda,train,PNG,RGB,125,35,776,False,1,,3.5714285714285716,0.004375,1.4189714285714286
zpTONVp2.png,jawi,train,PNG,RGB,871,60,4446,False,1,,14.516666666666667,0.05226,0.6805970149253732
6JPcEjrb.png,sunda,train,PNG,RGB,68,42,628,False,1,,1.619047619047619,0.002856,1.7591036414565826
XxWkw905.png,lontara,train,PNG,RGB,964,72,4946,False,1,,13.38888888888889,0.069408,0.570078377132319
r3tGNzm6.jpg,jawa,train,JPEG,RGB,2834,1223,298266,False,1,"(240.0, 240.0)",2.3172526573998367,3.465982,0.688442121165084
fKyxPzrH.png,pegon,train,PNG,RGB,201,165,4495,False,1,,1.2181818181818183,0.033165,1.0842755917382783
V8n1dXSm.png,lampung,train,PNG,RGB,230,68,1760,False,1,,3.3823529411764706,0.01564,0.9002557544757033
