image_id,label,dup_group,fold,weight
jfpGCWXC.png,bali,333,3,1.0
XFGzYUI3.png,sunda,334,0,1.0
lwSlyHKB.png,bali,1495,2,0.7071067811865475
cJWdEO6y.png,jawi,336,2,1.0
ICgXhk2z.png,jawi,337,2,1.0
lwmeawxL.png,jawi,338,3,1.0
8LHeooKP.png,lampung,339,4,1.0
rEohqrKO.webp,jawa,340,4,1.0
S7tOC4MU.png,sunda,341,4,1.0
tHJHoMuu.png,jawa,342,1,1.0
rAKwhp69.png,jawi,343,2,1.0
enryLTKQ.png,jawi,344,2,1.0
IpnJvcln.png,sunda,3291,3,0.7071067811865475
B9Ev6phT.png,jawa,346,4,1.0
DUCMjwal.png,sunda,347,1,1.0
C5R3SyGp.png,jawi,348,0,1.0
dK6iEJJq.png,jawi,349,3,1.0
SuJZx9d8.png,jawa,350,4,1.0
hNYgGzjN.png,sunda,351,4,1.0
mZIWU4zy.png,jawa,352,3,1.0
1JSBews8.png,sunda,353,1,1.0
HT9wMEXb.png,jawi,3654,1,0.22360679774997896
BcbSC01R.png,pegon,355,1,1.0
MCFLQnkE.png,jawi,356,1,1.0
tj4d4a2b.png,bali,357,3,1.0
5h3w4knj.png,lampung,2190,2,0.5
SUn6IPsc.png,jawi,359,1,1.0
W7ysnf9R.png,lampung,360,2,1.0
i5hIEwfF.png,lampung,361,2,1.0
JTmj62CD.png,jawa,362,2,1.0
HyDq4gLc.png,sunda,363,4,1.0
CO7MjAIL.png,lampung,364,4,1.0
p42gQMNP.png,jawi,365,2,1.0
e5PImHmm.png,jawi,3530,0,0.4082482904638631
uuaxgu4e.png,jawa,367,3,1.0
tzQwlTr6.png,sunda,2434,0,0.1543033499620919
e5jpkL8J.png,lontara,369,4,1.0
H8tMgkXB.png,bali,1606,1,0.7071067811865475
4pUEsJLt.png,jawi,371,0,1.0
z4DvRMD9.png,jawa,372,3,1.0
mWyRE1Sg.png,lontara,373,1,1.0
Cqvfwf4R.png,bali,374,3,1.0
GPCSlj46.png,sunda,375,2,1.0
CTc2ysIM.png,jawa,376,4,1.0
euTF4xwC.png,bali,377,4,1.0
1bvvJU62.png,jawi,378,4,1.0
8J6Ym4G0.png,sunda,1407,3,0.7071067811865475
jQ74LL0S.png,bali,380,2,1.0
RQ3Do173.png,jawi,381,2,1.0
JkcwfeWb.jpg,pegon,382,2,1.0
SaqEWIzW.png,jawa,383,3,1.0
xvtN14dZ.png,pegon,384,2,1.0
4stMTrft.png,lampung,385,4,1.0
xi9fIoRJ.png,lontara,386,4,1.0
nMLICxfk.png,sunda,387,3,1.0
JK5pBo2y.png,jawa,388,4,1.0
fVXal26M.png,jawa,389,3,1.0
9q9sIyuH.png,pegon,390,4,1.0
1NivQZuR.png,pegon,391,3,1.0
hAjRbN7U.png,jawi,392,2,1.0
Vz9CR2D3.png,lampung,393,2,1.0
HgaBLlL0.png,bali,394,0,1.0
e27L4JOG.png,sunda,395,2,1.0
MlAOALyQ.png,lampung,396,4,1.0
Zy41dldG.png,sunda,397,3,1.0
4H561G4W.png,lampung,398,1,1.0
PHU3SvOb.png,sunda,3143,2,0.7071067811865475
UDm5xGdt.png,bali,400,4,1.0
xJG58zZU.png,jawa,401,1,1.0
EUiThoUh.png,sunda,2434,0,0.1543033499620919
rSwsKzlb.png,jawa,403,2,1.0
28fqC0L3.png,jawa,404,2,1.0
YqlhtZfg.png,jawa,405,3,1.0
o5UgfV0P.png,lontara,406,4,1.0
DHT1x9LC.png,lampung,407,0,1.0
pCu64Vtj.png,jawi,408,0,1.0
vV9jBUYX.png,sunda,409,0,1.0
NEpfPr4u.png,jawa,410,0,1.0
sXydQMIE.png,bali,411,4,1.0
PSMXQz4m.png,sunda,412,4,1.0
cMUAQxep.png,jawi,413,1,1.0
Te10B6v8.png,lontara,414,2,1.0
BERE0as8.png,bali,415,2,1.0
FFMjOCYD.png,jawa,416,0,1.0
tNiWpROS.png,jawi,417,4,1.0
LjhafstK.png,jawi,837,2,0.7071067811865475
8qi9zHQz.png,lontara,419,2,1.0
oUA794fA.png,lontara,420,3,1.0
7tjVT2Zm.png,bali,421,4,1.0
YYxkJNJJ.png,pegon,422,0,1.0
PlXVgLO8.png,jawa,423,0,1.0
U1WtLnQL.png,lontara,424,4,1.0
MM5YfLRS.png,bali,425,2,1.0
yTAKomBD.png,jawi,3548,2,0.5
1nvsGp1f.png,sunda,2434,0,0.1543033499620919
TgrfwfwN.png,jawi,428,2,1.0
zxKGCs1x.png,jawa,429,3,1.0
yXw0zdtp.png,sunda,430,1,1.0
2U2POJNT.png,jawa,431,0,1.0
dIZFKnEx.png,jawa,432,0,1.0
TDVNSM0O.png,pegon,433,1,1.0
lQ2W2RnL.png,lontara,434,4,1.0
Al6UyVrB.png,jawa,435,1,1.0
ekE0b395.png,lampung,436,1,1.0
EuAQeVvQ.png,jawi,437,2,1.0
OwsprBiF.png,lampung,438,1,1.0
dkWqc4sO.png,lontara,439,2,1.0
zGLavGQo.png,bali,3682,3,0.5773502691896258
eo8lobTE.png,sunda,441,0,1.0
6VcJt3f4.png,sunda,442,1,1.0
V8oCxQAo.png,sunda,934,4,0.7071067811865475
Ce520dWW.png,sunda,2935,3,0.3779644730092272
lHogjzRw.png,pegon,445,4,1.0
Sq4mQMmX.webp,lampung,446,4,1.0
wtaEU6Uv.png,lampung,447,4,1.0
ARZUedyw.png,bali,448,0,1.0
YLiWKUyc.png,sunda,449,1,1.0
dEu2ebLU.png,sunda,450,3,1.0
mUmJ1MqY.png,bali,451,1,1.0
HUutsxXm.png,lontara,452,1,1.0
aJ8Hrad5.png,jawi,453,2,1.0
gXHh9d8H.png,lampung,454,2,1.0
DY7jFAuq.png,lampung,455,1,1.0
aZHluZQx.png,sunda,456,3,1.0
JRUxainu.png,jawa,457,1,1.0
N5u0LgNa.png,jawa,458,1,1.0
Z3qfTLuM.png,lontara,459,4,1.0
NuBSFCk1.png,jawi,2703,4,0.4082482904638631
gq5Unoa5.png,lampung,461,2,1.0
Q9QSTUAS.png,sunda,1981,4,0.7071067811865475
A93FW33J.png,sunda,463,2,1.0
VHx1ThVN.png,bali,464,1,1.0
Z9bnsKFs.png,jawi,465,0,1.0
PqaMUUjb.png,jawi,466,1,1.0
ck90bB1F.png,bali,467,4,1.0
TQWzZV5A.png,lampung,468,0,1.0
piR9UOHA.png,lontara,469,0,1.0
6QM0u66S.png,jawa,470,2,1.0
mnZkuvMo.png,sunda,1300,4,0.7071067811865475
Tkbr7Rrn.png,jawi,472,2,1.0
GnHo3paa.png,bali,473,0,1.0
nGDscQIw.png,jawi,474,1,1.0
alGxFTl1.png,jawa,475,1,1.0
89fAKwrw.png,jawi,476,3,1.0
XKaUg4E5.png,lampung,477,2,1.0
X5YNKDzJ.png,lontara,478,1,1.0
os7xl0Fv.png,jawi,479,2,1.0
bObwH7Dz.png,bali,480,4,1.0
52YyGz3b.png,jawi,481,0,1.0
Cx5C6rnG.png,lontara,482,1,1.0
sYlUZjB3.png,jawa,483,1,1.0
lyRKrF1d.jpg,jawi,484,0,1.0
18Yut8y2.jpg,sunda,485,2,1.0
mS2kZ8fi.jpg,bali,486,1,1.0
iKqu9Zk2.png,bali,487,1,1.0
J8W3QqUw.png,jawa,488,2,1.0
fcrD55W3.png,pegon,755,4,0.7071067811865475
efhK1O6d.png,sunda,490,2,1.0
3lMV2c96.png,lampung,491,4,1.0
Mrlqg2m9.png,sunda,2946,2,0.5
Utnn2nU3.png,jawi,493,4,1.0
QwEtEpis.png,sunda,494,2,1.0
DuLkxDKT.png,sunda,495,1,1.0
UkKZoDie.png,sunda,2723,3,0.7071067811865475
bfve1nyr.png,jawa,497,2,1.0
546GB4iY.png,jawi,498,3,1.0
e0JdedYV.png,sunda,499,3,1.0
XzBQcFhv.png,lontara,500,0,1.0
PBhcre2J.png,sunda,501,1,1.0
AJTtyGzl.png,bali,502,4,1.0
CkinVxQR.png,jawi,3465,0,0.5773502691896258
ucv8CliR.png,lontara,504,2,1.0
60AwM4Fq.png,lampung,505,4,1.0
G0WG42Z7.png,jawi,506,3,1.0
eIJIhThP.png,lampung,507,2,1.0
ffhLfjKO.png,pegon,508,2,1.0
3bpczjwB.png,bali,509,2,1.0
DogN51xa.png,bali,510,4,1.0
jNUg0YNa.png,jawa,511,4,1.0
J4yyn8Uy.png,lontara,512,4,1.0
9JVC1D5e.png,lampung,513,1,0.7071067811865475
2LAPeXU6.png,bali,514,4,1.0
gBQkfb30.png,lampung,3050,3,0.7071067811865475
J5rUUjOm.jpg,lontara,516,1,1.0
Bpn0oyj0.png,sunda,517,3,1.0
faBe59h8.png,bali,518,0,1.0
EZnncUmP.png,jawi,519,3,1.0
JoyPHY0u.png,sunda,520,4,1.0
nE0aVbtl.png,lampung,521,3,1.0
MM5OEUAz.png,jawa,522,1,1.0
qGn7QPCU.png,jawi,523,1,1.0
HaUlrvvF.png,jawi,524,1,1.0
pEWd14x1.png,lontara,525,2,1.0
an8cmqqQ.png,sunda,526,3,1.0
qSLfCNmA.png,lontara,527,2,1.0
fIvgHf9F.png,bali,528,2,1.0
x6wTnu5I.png,jawa,529,3,1.0
4rHLRpkN.png,jawi,530,2,1.0
0RK4QIII.png,sunda,531,2,1.0
6p9QQQlc.png,jawa,532,0,1.0
jwXtZIPo.png,lampung,533,1,1.0
zKqnFX4q.png,jawi,534,3,1.0
3fGkBXmy.png,lontara,535,4,1.0
Jfg0aDbA.png,jawa,536,1,1.0
BeLlmsS0.png,lontara,537,0,1.0
Tl6cNjSQ.png,jawa,538,0,1.0
RLBx5V6t.png,jawi,539,3,1.0
FDWa713g.png,bali,540,3,1.0
PzgGMHjn.png,lampung,541,4,1.0
QVFqAlMn.png,jawa,542,0,1.0
0RY4v3Mr.png,lontara,543,1,1.0
RTuj33f0.png,lontara,544,2,1.0
mMIK1gKF.png,lampung,545,0,1.0
Bgc5xcQB.png,sunda,546,4,1.0
WnSMMACr.png,lontara,547,2,1.0
N04h00pJ.png,bali,548,0,1.0
7QKZu7RS.png,jawa,549,2,1.0
3e0GxUY3.png,jawa,550,0,1.0
t0F530i0.png,sunda,551,1,1.0
LbdIIDPH.png,bali,552,0,1.0
eC8CLh5p.png,lontara,553,2,1.0
rYnAsYKa.png,bali,554,1,1.0
5iijQVjv.png,jawi,555,4,1.0
WC3LEzxB.png,jawi,556,0,1.0
t6C5Fe4r.png,jawa,557,3,1.0
iogukONZ.png,lampung,558,2,1.0
wST3apPG.png,jawi,559,0,1.0
CCi8M4Wp.png,sunda,560,4,1.0
2U2FBMI8.png,lampung,561,0,1.0
8Qd3qGTa.png,lampung,562,1,1.0
OnISjH4b.png,bali,563,4,1.0
FLAbYenf.png,jawa,564,4,1.0
8P0TpN1l.png,sunda,565,4,1.0
OQAQhy3X.png,bali,566,2,1.0
M8gaGQlP.png,jawi,567,1,1.0
vIX9hIjR.jpg,pegon,568,4,1.0
HQviYMaE.png,pegon,569,0,1.0
Kfm4fv4c.png,sunda,570,3,1.0
DpQEXWZJ.png,jawa,571,2,1.0
sHDzG055.png,jawa,572,2,1.0
Dd7xWbLY.png,jawi,573,3,1.0
5ysc4FpU.png,jawi,1694,2,0.7071067811865475
ZmVXRymf.png,sunda,575,1,1.0
EaYGOrlT.png,sunda,576,2,1.0
z2vvLBUT.png,pegon,577,3,1.0
9uFtnYPL.png,jawa,578,1,1.0
06eqZ6CH.png,jawi,579,4,1.0
DcTnvPA0.png,jawi,580,0,1.0
ooUCUvDt.png,jawa,581,2,1.0
OpZHk0xy.png,sunda,582,4,1.0
aluaTbKZ.png,jawi,583,4,1.0
9ttYMU0C.png,sunda,584,0,1.0
OOt4JATx.png,lampung,585,0,1.0
NX1ipq6z.png,jawa,586,4,1.0
lgnFKBft.png,lampung,587,0,1.0
hzsdmZFP.png,sunda,588,4,1.0
aqsxlWL5.png,jawi,589,3,1.0
KqoNgEEr.png,sunda,590,0,1.0
FThF7jTW.png,lampung,591,0,1.0
8BzWXhj3.png,sunda,592,3,1.0
o0e8byeJ.png,lontara,593,2,1.0
5au8xV24.png,lontara,594,1,1.0
wsBLplFw.png,jawi,595,2,1.0
sX2VGTUF.png,jawa,596,2,1.0
yJ1ahmYi.png,sunda,597,1,1.0
8uBBrTmA.png,lontara,598,1,1.0
CbAjh73M.png,jawi,599,1,1.0
iw6Q2gq4.png,bali,600,0,1.0
Fk7ll1RD.png,sunda,601,2,1.0
4xcVTIui.png,jawa,602,0,1.0
uexUBJnb.jpg,jawi,4511,2,1.0
