image_id,ctype,B,top2,conf,agree,pair,bin,p_err_oof,p_err_conf
r0elQ0IA.jpg,page,jawi,lontara,0.6658547387499981,1.0,jawi / lontara,"(0.6, 0.7]",0.3333333333333333,0.3341452612500019
2vGITeza.png,line,lampung,pegon,0.9061916440801923,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.09380835591980774
8cP0TG9G.png,line,sunda,pegon,0.9036551679688477,1.0,pegon / sunda,"(0.9, 1.01]",0.0013131976362442547,0.0963448320311523
j6anMMkb.png,line,lampung,pegon,0.9171193473932038,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08288065260679622
KTQSUrrc.jpg,page,jawi,pegon,0.8079797162094481,1.0,jawi / pegon,"(0.8, 0.9]",0.1875,0.19202028379055192
m5VeP6bO.png,line,jawi,pegon,0.8841562456391197,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11584375436088035
SnCZ4PQw.png,block,pegon,lontara,0.9334240673352149,1.0,lontara / pegon,"(0.9, 1.01]",0.013745704467353952,0.06657593266478512
wBQ3yw10.png,line,jawi,lontara,0.8592782816448672,1.0,jawi / lontara,"(0.8, 0.9]",0.004735595895816891,0.1407217183551328
AdpKUfiD.png,line,bali,jawa,0.8964734084852959,1.0,bali / jawa,"(0.8, 0.9]",0.004735595895816891,0.10352659151470411
KEu2kTL0.jpg,page,bali,pegon,0.9262918901036405,1.0,bali / pegon,"(0.9, 1.01]",0.07476635514018691,0.07370810989635945
vDh3sqrP.png,line,sunda,pegon,0.9022485919664236,1.0,pegon / sunda,"(0.9, 1.01]",0.0013131976362442547,0.0977514080335764
vlFWLeRt.jpg,page,pegon,jawi,0.5300706977896819,0.2,jawi / pegon,"(0.5, 0.6]",0.3333333333333333,0.46992930221031814
i3o0uiBI.png,block,pegon,bali,0.9366001177683678,1.0,bali / pegon,"(0.9, 1.01]",0.013745704467353952,0.06339988223163218
GzY7jkaJ.png,line,sunda,jawa,0.7561972166265074,1.0,jawa / sunda,"(0.7, 0.8]",0.14285714285714285,0.2438027833734926
G3QE12Wa.png,line,lontara,lampung,0.49549733568974774,0.2,lampung / lontara,"(0.0, 0.5]",0.5294117647058824,0.5045026643102523
OejnTLcZ.png,page,pegon,jawi,0.926611934977404,1.0,jawi / pegon,"(0.9, 1.01]",0.07476635514018691,0.07338806502259598
XSED2XWK.jpg,page,jawa,bali,0.8923347512604243,1.0,bali / jawa,"(0.8, 0.9]",0.1875,0.10766524873957573
inXsqhEY.png,block,sunda,pegon,0.904375620943326,1.0,pegon / sunda,"(0.9, 1.01]",0.013745704467353952,0.09562437905667398
ndpkiGAu.jpg,page,jawa,pegon,0.8988409444942045,0.8,jawa / pegon,"(0.8, 0.9]",0.1875,0.10115905550579551
bJbum0jm.png,line,bali,pegon,0.9243750025308625,1.0,bali / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07562499746913753
vhJKwyt6.png,line,lampung,sunda,0.9162397687393653,1.0,lampung / sunda,"(0.9, 1.01]",0.0013131976362442547,0.0837602312606347
HC8195r5.jpg,page,jawi,jawa,0.21409649012395676,0.4,jawa / jawi,"(0.0, 0.5]",0.25,0.7859035098760432
FsRveb1q.png,block,pegon,bali,0.934870587635307,1.0,bali / pegon,"(0.9, 1.01]",0.013745704467353952,0.06512941236469305
I9EOqAYR.png,line,sunda,lontara,0.8916904567649746,1.0,lontara / sunda,"(0.8, 0.9]",0.004735595895816891,0.1083095432350254
1ylSINFk.png,line,jawa,pegon,0.8937277238894961,1.0,jawa / pegon,"(0.8, 0.9]",0.004735595895816891,0.10627227611050394
os7DW2YN.png,line,sunda,pegon,0.9089655552773106,1.0,pegon / sunda,"(0.9, 1.01]",0.0013131976362442547,0.0910344447226894
lYmPrQa7.png,block,pegon,lontara,0.9348176445481025,1.0,lontara / pegon,"(0.9, 1.01]",0.013745704467353952,0.06518235545189754
DouTwCmZ.jpg,page,lampung,pegon,0.9102529994766593,1.0,lampung / pegon,"(0.9, 1.01]",0.07476635514018691,0.08974700052334073
JM5Rlwfw.png,block,pegon,sunda,0.923907381713097,1.0,pegon / sunda,"(0.9, 1.01]",0.013745704467353952,0.07609261828690295
4ONNN3sr.png,line,jawi,pegon,0.8869908994796829,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.1130091005203171
26WUdDnL.jpg,page,jawa,lontara,0.900308044812847,1.0,jawa / lontara,"(0.9, 1.01]",0.07476635514018691,0.09969195518715301
sXLZOJSp.jpg,block,lampung,pegon,0.9218786653255526,1.0,lampung / pegon,"(0.9, 1.01]",0.013745704467353952,0.07812133467444737
TdLGEb6y.png,line,lontara,sunda,0.8574824683698639,1.0,lontara / sunda,"(0.8, 0.9]",0.004735595895816891,0.14251753163013614
eJBz6Ijo.png,line,lontara,pegon,0.9217031560232251,1.0,lontara / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07829684397677494
QfVxUOA8.png,line,sunda,lampung,0.8901101103127186,1.0,lampung / sunda,"(0.8, 0.9]",0.004735595895816891,0.10988988968728142
xKDQ2khc.png,glyph,jawi,pegon,0.8874644463496908,1.0,jawi / pegon,"(0.8, 0.9]",0.01834862385321101,0.1125355536503092
J0DSglN2.png,line,jawi,pegon,0.8844087121070476,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11559128789295237
S9OQQwUs.png,block,pegon,bali,0.9373897601953025,1.0,bali / pegon,"(0.9, 1.01]",0.013745704467353952,0.06261023980469749
Y3FTOh22.png,line,lampung,lontara,0.9202945156500084,1.0,lampung / lontara,"(0.9, 1.01]",0.0013131976362442547,0.07970548434999158
U8zdIIUJ.png,line,jawi,pegon,0.8897175601638871,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11028243983611286
MXzGfFQm.jpg,page,pegon,jawi,0.7249999519865606,1.0,jawi / pegon,"(0.7, 0.8]",0.125,0.27500004801343936
TWwOlCLX.webp,page,jawi,pegon,0.8754439579520268,1.0,jawi / pegon,"(0.8, 0.9]",0.1875,0.12455604204797321
aYPxmfJH.png,block,jawi,pegon,0.8903996559042978,1.0,jawi / pegon,"(0.8, 0.9]",0.04081632653061224,0.10960034409570218
Z7BTkpZi.png,line,lontara,pegon,0.8146977092529125,1.0,lontara / pegon,"(0.8, 0.9]",0.004735595895816891,0.18530229074708748
3ZJwNBAE.png,line,jawi,pegon,0.8848758821656209,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11512411783437915
VjUX1UMA.jpg,page,jawa,pegon,0.8945874890220564,1.0,jawa / pegon,"(0.8, 0.9]",0.1875,0.10541251097794357
Pe5YLNR7.png,line,lontara,pegon,0.9255796950396533,1.0,lontara / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07442030496034668
yDpRmpun.jpg,page,jawi,pegon,0.6805341325388181,1.0,jawi / pegon,"(0.6, 0.7]",0.3333333333333333,0.3194658674611819
7WFSRZdK.png,line,sunda,pegon,0.9039862679235423,1.0,pegon / sunda,"(0.9, 1.01]",0.0013131976362442547,0.09601373207645769
ih56UWvz.jpg,page,bali,pegon,0.9287792442147577,1.0,bali / pegon,"(0.9, 1.01]",0.07476635514018691,0.07122075578524234
SkISLMsf.png,line,sunda,pegon,0.8999389485566673,1.0,pegon / sunda,"(0.8, 0.9]",0.004735595895816891,0.10006105144333266
na92LGMz.png,line,lontara,pegon,0.923268736648717,1.0,lontara / pegon,"(0.9, 1.01]",0.0013131976362442547,0.076731263351283
1ZVk0eST.png,line,lampung,pegon,0.9128990027914021,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08710099720859787
gdOOKVnw.png,line,lampung,pegon,0.9123465408431768,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08765345915682321
ehzSl5Ig.png,line,lontara,pegon,0.9244788896842533,1.0,lontara / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07552111031574671
fWSSeXCX.webp,page,pegon,bali,0.9314567878659611,1.0,bali / pegon,"(0.9, 1.01]",0.07476635514018691,0.06854321213403891
zNfsepUJ.png,glyph,jawi,lampung,0.570158643721783,0.8,jawi / lampung,"(0.5, 0.6]",0.0,0.42984135627821696
fkJRTTfO.png,line,pegon,bali,0.9358145248192621,1.0,bali / pegon,"(0.9, 1.01]",0.0013131976362442547,0.06418547518073792
pgSyyi4V.png,line,sunda,lontara,0.8981754511245933,1.0,lontara / sunda,"(0.8, 0.9]",0.004735595895816891,0.1018245488754067
YZumQKNy.jpg,page,sunda,pegon,0.4727854943695265,0.6,pegon / sunda,"(0.0, 0.5]",0.25,0.5272145056304736
WiADA2MM.png,line,lampung,lontara,0.8086318744082861,1.0,lampung / lontara,"(0.8, 0.9]",0.004735595895816891,0.1913681255917139
OZQEsgPy.png,line,lampung,pegon,0.9162950825461118,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.0837049174538882
HLdt1ZzI.png,line,lontara,pegon,0.9268897206306932,1.0,lontara / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07311027936930681
9JSbMpTZ.jpg,block,bali,jawa,0.5494539786897336,0.8,bali / jawa,"(0.5, 0.6]",0.25,0.45054602131026644
dzq5cujj.jpg,page,jawi,pegon,0.5640366520176869,0.2,jawi / pegon,"(0.5, 0.6]",0.3333333333333333,0.43596334798231307
OsqMdOFN.png,line,jawi,pegon,0.8829333061360574,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11706669386394264
HgwXDSUQ.png,glyph,sunda,pegon,0.8956340129452789,1.0,pegon / sunda,"(0.8, 0.9]",0.01834862385321101,0.10436598705472111
pTQL9HRj.png,line,jawi,pegon,0.8885703307354881,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11142966926451192
3nLgwaxm.png,line,lampung,pegon,0.9156851234493104,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08431487655068959
TXqX2mWJ.png,block,jawa,pegon,0.9029576535309609,1.0,jawa / pegon,"(0.9, 1.01]",0.013745704467353952,0.09704234646903909
q0xsg3Dy.jpg,page,lontara,pegon,0.9149666109574633,0.6,lontara / pegon,"(0.9, 1.01]",0.07476635514018691,0.08503338904253666
F9izBJpz.png,line,bali,jawa,0.8962765657199763,0.8,bali / jawa,"(0.8, 0.9]",0.004735595895816891,0.10372343428002373
t82u4xu2.png,line,sunda,pegon,0.8993909599816193,1.0,pegon / sunda,"(0.8, 0.9]",0.004735595895816891,0.10060904001838067
jg4VFZds.jpg,block,pegon,jawi,0.6889599307874221,1.0,jawi / pegon,"(0.6, 0.7]",0.0,0.3110400692125779
lUuephPg.jpg,page,jawa,lampung,0.8609551967710078,0.6,jawa / lampung,"(0.8, 0.9]",0.1875,0.13904480322899215
OnWsj9bp.png,line,lampung,pegon,0.9186696354207818,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08133036457921816
1c7Wpj98.png,line,jawa,bali,0.7952026191575913,1.0,bali / jawa,"(0.7, 0.8]",0.14285714285714285,0.20479738084240873
WSBZPBmt.png,line,jawa,pegon,0.8953735030244274,1.0,jawa / pegon,"(0.8, 0.9]",0.004735595895816891,0.10462649697557258
aQis1ndJ.jpg,page,jawa,pegon,0.8987009088874828,1.0,jawa / pegon,"(0.8, 0.9]",0.1875,0.10129909111251723
zFNBzMgh.jpg,page,jawi,pegon,0.8727944079454737,1.0,jawi / pegon,"(0.8, 0.9]",0.1875,0.1272055920545263
BKre5xTa.jpg,page,jawa,pegon,0.8997514929876191,0.8,jawa / pegon,"(0.8, 0.9]",0.1875,0.10024850701238086
vE1lC5ua.jpg,page,jawi,pegon,0.527376030954704,1.0,jawi / pegon,"(0.5, 0.6]",0.3333333333333333,0.472623969045296
F50UsMaR.webp,page,lampung,lontara,0.9115642272003057,0.2,lampung / lontara,"(0.9, 1.01]",0.07476635514018691,0.08843577279969428
26z1ANyb.jpg,page,jawi,pegon,0.7400769233599174,1.0,jawi / pegon,"(0.7, 0.8]",0.125,0.25992307664008263
CnBToLjM.png,line,lontara,jawa,0.915093764277479,1.0,jawa / lontara,"(0.9, 1.01]",0.0013131976362442547,0.08490623572252098
uNqqe0I4.png,line,sunda,pegon,0.9035317590385888,1.0,pegon / sunda,"(0.9, 1.01]",0.0013131976362442547,0.09646824096141116
WBPdHXL5.png,line,jawa,pegon,0.8941980457814838,1.0,jawa / pegon,"(0.8, 0.9]",0.004735595895816891,0.10580195421851624
U7vvUNPB.png,line,lampung,pegon,0.9175409620081497,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08245903799185028
wLoVkfTl.png,line,sunda,jawa,0.5773291635147457,0.6,jawa / sunda,"(0.5, 0.6]",0.3333333333333333,0.4226708364852543
Eys3trgy.png,glyph,sunda,jawi,0.9062928795782808,1.0,jawi / sunda,"(0.9, 1.01]",0.0,0.09370712042171925
fGihSJCN.png,line,jawi,pegon,0.8865648513100519,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11343514868994808
rHj8SiVp.png,page,pegon,jawi,0.7189031954079164,1.0,jawi / pegon,"(0.7, 0.8]",0.125,0.28109680459208364
Lm3wIDHm.png,line,pegon,jawi,0.8857778256651953,0.8,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11422217433480475
m7bhJXyj.png,line,jawi,pegon,0.8824423227762018,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11755767722379817
3BUyPwJk.png,line,jawa,pegon,0.8996247990796012,1.0,jawa / pegon,"(0.8, 0.9]",0.004735595895816891,0.10037520092039875
UnwSaMS8.png,page,jawa,pegon,0.8887153792241111,1.0,jawa / pegon,"(0.8, 0.9]",0.1875,0.11128462077588885
Fj83bcac.jpg,page,jawa,pegon,0.8961769100640797,1.0,jawa / pegon,"(0.8, 0.9]",0.1875,0.10382308993592027
AvWpUyyu.png,block,pegon,bali,0.9369146980256613,1.0,bali / pegon,"(0.9, 1.01]",0.013745704467353952,0.0630853019743387
FWqUTKFt.jpg,page,lontara,pegon,0.9227689947506162,1.0,lontara / pegon,"(0.9, 1.01]",0.07476635514018691,0.07723100524938376
GtqK3cHR.jpg,page,jawa,bali,0.8974211706889177,1.0,bali / jawa,"(0.8, 0.9]",0.1875,0.10257882931108231
nGSdmtoh.png,block,pegon,bali,0.9361919931537134,1.0,bali / pegon,"(0.9, 1.01]",0.013745704467353952,0.06380800684628662
pVthZwP1.png,line,jawa,lontara,0.8908576461185334,1.0,jawa / lontara,"(0.8, 0.9]",0.004735595895816891,0.10914235388146665
5eX664EA.png,line,jawa,lontara,0.8857246710122446,1.0,jawa / lontara,"(0.8, 0.9]",0.004735595895816891,0.11427532898775539
ScnmEXLU.png,line,lontara,pegon,0.9222124734748386,1.0,lontara / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07778752652516141
n6DUkpEY.png,line,pegon,jawi,0.8780761033278545,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.12192389667214554
xUGmT8fC.png,line,sunda,pegon,0.902883010060649,1.0,pegon / sunda,"(0.9, 1.01]",0.0013131976362442547,0.09711698993935103
Xre8jQe3.webp,page,sunda,bali,0.25798384173474487,0.2,bali / sunda,"(0.0, 0.5]",0.25,0.7420161582652551
C6hR7VXO.png,line,lontara,pegon,0.9213454600170256,1.0,lontara / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07865453998297445
8I2L3o6S.png,line,bali,pegon,0.9249908219027073,1.0,bali / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07500917809729268
SxoWWkm3.png,line,lontara,pegon,0.9226378898741794,1.0,lontara / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07736211012582062
aq9Gx8p5.png,line,jawi,pegon,0.8673128481848552,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.1326871518151448
k5xdnWK8.png,page,sunda,bali,0.8851563622385538,1.0,bali / sunda,"(0.8, 0.9]",0.1875,0.11484363776144624
hJmQnS4O.png,line,jawi,pegon,0.8852115630699252,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11478843693007479
Dpu9hYWa.png,line,jawi,pegon,0.8853996451196517,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.11460035488034825
xQjZVApr.png,block,pegon,lontara,0.9312443881642416,1.0,lontara / pegon,"(0.9, 1.01]",0.013745704467353952,0.0687556118357584
OqzKJN52.png,line,lampung,pegon,0.9144251138856732,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08557488611432684
LvoCIxWk.png,line,sunda,pegon,0.9048481852579269,1.0,pegon / sunda,"(0.9, 1.01]",0.0013131976362442547,0.09515181474207313
jDvkwspJ.png,line,lontara,pegon,0.9230514378385068,1.0,lontara / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07694856216149315
iSe2cw0a.png,line,lampung,pegon,0.9149610186869278,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08503898131307219
5kT0KM0c.png,line,lampung,pegon,0.9145589798544413,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08544102014555865
5K4PiZGI.png,line,sunda,lontara,0.8930045919862624,1.0,lontara / sunda,"(0.8, 0.9]",0.004735595895816891,0.10699540801373764
AdLJqOB1.png,glyph,pegon,lampung,0.9290642716678782,1.0,lampung / pegon,"(0.9, 1.01]",0.0,0.0709357283321218
1RE1VcHj.jpg,page,sunda,jawa,0.7424862705538878,0.6,jawa / sunda,"(0.7, 0.8]",0.125,0.25751372944611217
Mgzl4MJw.png,line,jawi,pegon,0.9000356404150927,1.0,jawi / pegon,"(0.9, 1.01]",0.0013131976362442547,0.09996435958490735
H036HViM.jpg,page,sunda,lontara,0.9089370809489831,1.0,lontara / sunda,"(0.9, 1.01]",0.07476635514018691,0.09106291905101693
n5DNTpPv.png,glyph,pegon,bali,0.9355892612029285,1.0,bali / pegon,"(0.9, 1.01]",0.0,0.06441073879707149
G53WDmJS.png,line,jawa,pegon,0.8986867014167876,1.0,jawa / pegon,"(0.8, 0.9]",0.004735595895816891,0.10131329858321236
yuiAa6pM.jpg,page,jawa,lontara,0.9028304040782315,1.0,jawa / lontara,"(0.9, 1.01]",0.07476635514018691,0.09716959592176855
8QbQfOFO.png,block,pegon,jawi,0.9146778847783257,1.0,jawi / pegon,"(0.9, 1.01]",0.013745704467353952,0.08532211522167432
ErGST9sT.jpg,line,jawi,lontara,0.6903259394371475,1.0,jawi / lontara,"(0.6, 0.7]",0.375,0.3096740605628525
KLS2GwTM.png,line,jawa,pegon,0.898501400143384,1.0,jawa / pegon,"(0.8, 0.9]",0.004735595895816891,0.10149859985661602
PFdjl0p9.jpg,page,pegon,lampung,0.9361492153508089,1.0,lampung / pegon,"(0.9, 1.01]",0.07476635514018691,0.06385078464919114
Pcz6TMby.png,block,pegon,lontara,0.9374934819957911,1.0,lontara / pegon,"(0.9, 1.01]",0.013745704467353952,0.06250651800420892
ItKYqOPE.jpg,page,jawa,lontara,0.9026623229020554,1.0,jawa / lontara,"(0.9, 1.01]",0.07476635514018691,0.09733767709794461
a9BmtPJb.jpg,page,lampung,pegon,0.911492464662504,1.0,lampung / pegon,"(0.9, 1.01]",0.07476635514018691,0.088507535337496
EMRQOOsO.png,line,sunda,pegon,0.8990863773557152,1.0,pegon / sunda,"(0.8, 0.9]",0.004735595895816891,0.10091362264428483
nQwYl20J.png,line,bali,jawa,0.6508700783335085,1.0,bali / jawa,"(0.6, 0.7]",0.375,0.3491299216664915
10YNnodr.png,line,lampung,bali,0.8518035016999702,1.0,bali / lampung,"(0.8, 0.9]",0.004735595895816891,0.1481964983000298
x8yJPsGV.png,line,bali,pegon,0.9212600737787948,1.0,bali / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07873992622120518
y4Div1Ps.jpg,page,lontara,sunda,0.7793052881239407,1.0,lontara / sunda,"(0.7, 0.8]",0.125,0.22069471187605927
IwuTnbUj.png,line,lampung,pegon,0.9132843584493143,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08671564155068567
6nRakZMt.png,page,bali,pegon,0.9234570983220832,1.0,bali / pegon,"(0.9, 1.01]",0.07476635514018691,0.07654290167791677
4PdmVIkP.png,line,lontara,jawi,0.29598404817023766,0.2,jawi / lontara,"(0.0, 0.5]",0.5294117647058824,0.7040159518297624
4sMBUagD.png,page,jawa,pegon,0.8981680540609552,1.0,jawa / pegon,"(0.8, 0.9]",0.1875,0.10183194593904477
lFWeSmNZ.png,line,lontara,pegon,0.9247424373599659,1.0,lontara / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07525756264003414
mHeGx7ZL.png,line,jawa,pegon,0.9001358719710181,1.0,jawa / pegon,"(0.9, 1.01]",0.0013131976362442547,0.09986412802898192
xlXgf5c2.png,line,lontara,sunda,0.6433173129202185,1.0,lontara / sunda,"(0.6, 0.7]",0.375,0.35668268707978146
NtuvqiQ4.png,line,jawi,pegon,0.8847594339859508,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.1152405660140492
PbWauHfe.png,line,lampung,pegon,0.9184796681056675,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.0815203318943325
ipYw1jbF.jpg,page,pegon,jawi,0.803738817574829,1.0,jawi / pegon,"(0.8, 0.9]",0.1875,0.196261182425171
emcWShUR.png,line,jawa,pegon,0.8960996608723582,1.0,jawa / pegon,"(0.8, 0.9]",0.004735595895816891,0.10390033912764185
zpaJVslx.png,page,pegon,lontara,0.9274618780560759,1.0,lontara / pegon,"(0.9, 1.01]",0.07476635514018691,0.07253812194392406
K3eaNag9.png,page,bali,pegon,0.9128055359228215,1.0,bali / pegon,"(0.9, 1.01]",0.07476635514018691,0.08719446407717846
YBRfQm8i.jpg,line,lontara,bali,0.9251109126009023,1.0,bali / lontara,"(0.9, 1.01]",0.0013131976362442547,0.07488908739909772
TqNcmXGk.png,glyph,sunda,lampung,0.8867389852718885,0.8,lampung / sunda,"(0.8, 0.9]",0.01834862385321101,0.11326101472811145
75FTutS8.png,line,jawi,pegon,0.8630300796551424,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.13696992034485755
svOhCBGO.png,line,sunda,pegon,0.8959643302798062,1.0,pegon / sunda,"(0.8, 0.9]",0.004735595895816891,0.10403566972019385
Y43lbNxD.jpg,page,pegon,jawi,0.9230752197557706,1.0,jawi / pegon,"(0.9, 1.01]",0.07476635514018691,0.07692478024422944
PHspQViJ.png,line,lampung,pegon,0.91114044529883,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08885955470117002
irfN8SvM.png,block,bali,pegon,0.9275669277621571,1.0,bali / pegon,"(0.9, 1.01]",0.013745704467353952,0.0724330722378429
6keS2q1W.png,line,jawa,pegon,0.8915339521228901,1.0,jawa / pegon,"(0.8, 0.9]",0.004735595895816891,0.1084660478771099
iqjxUJyG.png,glyph,pegon,jawi,0.9016067794931633,1.0,jawi / pegon,"(0.9, 1.01]",0.0,0.09839322050683674
056AqPTe.jpg,page,pegon,lontara,0.9292533518693797,1.0,lontara / pegon,"(0.9, 1.01]",0.07476635514018691,0.07074664813062026
tuQn2tFG.jpg,page,jawi,pegon,0.7284265983386752,0.8,jawi / pegon,"(0.7, 0.8]",0.125,0.2715734016613248
VCETFUEm.png,block,sunda,pegon,0.9053445011621853,1.0,pegon / sunda,"(0.9, 1.01]",0.013745704467353952,0.09465549883781466
KbH41LGp.png,line,bali,pegon,0.9275342295278284,1.0,bali / pegon,"(0.9, 1.01]",0.0013131976362442547,0.07246577047217162
uDeervHv.png,line,lampung,jawi,0.46959508000468747,1.0,jawi / lampung,"(0.0, 0.5]",0.5294117647058824,0.5304049199953125
kOzZg1JG.jpg,page,bali,jawa,0.9287873278337052,0.8,bali / jawa,"(0.9, 1.01]",0.07476635514018691,0.07121267216629479
VYOpwZqb.png,line,lampung,pegon,0.9107242053377849,1.0,lampung / pegon,"(0.9, 1.01]",0.0013131976362442547,0.08927579466221514
tFNYQUUg.png,line,jawi,lontara,0.7429032484100013,1.0,jawi / lontara,"(0.7, 0.8]",0.14285714285714285,0.2570967515899987
ZjFyliaI.png,line,jawi,pegon,0.8748542532615258,1.0,jawi / pegon,"(0.8, 0.9]",0.004735595895816891,0.12514574673847423
ikM06HcP.png,line,sunda,jawa,0.7466781480651703,0.8,jawa / sunda,"(0.7, 0.8]",0.14285714285714285,0.2533218519348297
zLGulVUF.png,line,pegon,bali,0.9371639563470552,1.0,bali / pegon,"(0.9, 1.01]",0.0013131976362442547,0.06283604365294482
XBafp2ut.png,line,jawi,pegon,0.4362150036605922,0.8,jawi / pegon,"(0.0, 0.5]",0.5294117647058824,0.5637849963394078
XziMPG8z.png,line,sunda,pegon,0.89842852467271,1.0,pegon / sunda,"(0.8, 0.9]",0.004735595895816891,0.10157147532729005
24T5SZRZ.png,line,jawa,pegon,0.894931781671889,1.0,jawa / pegon,"(0.8, 0.9]",0.004735595895816891,0.10506821832811097
Osd5jaCP.png,glyph,jawi,lampung,0.82644384636401,1.0,jawi / lampung,"(0.8, 0.9]",0.01834862385321101,0.17355615363598997
P8cAscCZ.png,block,lampung,pegon,0.9164871190498278,1.0,lampung / pegon,"(0.9, 1.01]",0.013745704467353952,0.08351288095017217
