image_id,label,split,w,h,ink_h,stroke,angle,stroke_rel
qg0nD3g1.png,bali,train,206,80,80,2.0,,0.025
MVI2eyba.png,jawa,train,985,61,57,6.0,0.0,0.10526315789473684
c0vJ7SsN.png,lontara,train,900,49,49,4.47213595499958,0.0,0.09126808071427714
IH4Uc93c.png,sunda,train,736,60,49,4.0,-1.0,0.08163265306122448
uqkPqX5q.png,jawa,train,933,52,52,4.47213595499958,-1.0,0.08600261451922268
zGBPIVsX.png,jawi,train,26,37,23,4.0,,0.17391304347826086
veHvdin9.png,jawa,train,346,75,75,4.0,0.0,0.05333333333333334
ehQYMkng.png,bali,train,321,69,62,2.8284271247461903,-1.0,0.04561979233461597
muNHjvT1.png,jawi,train,291,64,39,4.0,0.0,0.10256410256410256
YB8a3Tvf.png,pegon,train,100,101,101,2.8284271247461903,,0.02800422895788307
VBXfIuQo.png,lampung,train,100,39,38,2.8284271247461903,,0.0744322927564787
Enpc8p6E.jpg,lampung,train,300,228,226,2.0,,0.008849557522123894
ArLIuehv.png,pegon,train,1521,750,750,4.0,,0.005333333333333333
Hc6z8jIH.png,jawi,train,799,90,89,7.211102550927978,-1.0,0.0810236241677301
3uZ754oe.jpg,jawa,train,1000,614,520,6.0,,0.011538461538461539
DOuAVBCT.png,jawa,train,932,51,51,4.0,0.0,0.0784313725490196
niytSMhh.png,jawi,train,440,67,67,4.47213595499958,-2.0,0.06674829783581462
aoPT6i3l.png,jawa,train,107,87,87,4.0,,0.04597701149425287
XZZuXKEY.png,bali,train,1420,66,64,4.0,0.0,0.0625
nHpvpCBB.png,sunda,train,100,58,46,4.0,,0.08695652173913043
m121DOJC.png,jawa,train,573,57,53,4.0,-1.0,0.07547169811320754
PsItOhnH.png,jawi,train,377,62,62,6.0,0.0,0.0967741935483871
NrSfvP0C.png,lontara,train,944,72,66,5.656854249492381,-1.0,0.08570991287109668
Y0PizvCj.png,jawi,train,114,76,69,5.656854249492381,,0.08198339492017943
RtVhw7WU.png,jawi,train,486,52,52,5.656854249492381,0.0,0.10878565864408424
FMKU5Hon.png,lontara,train,942,52,48,6.324555320336759,-1.0,0.13176156917368248
Tm3dwYeQ.png,lontara,train,935,43,43,5.656854249492381,0.0,0.13155474998819489
GmZ1gfCu.png,sunda,train,125,35,20,4.0,0.0,0.2
zpTONVp2.png,jawi,train,871,60,50,4.0,0.0,0.08
6JPcEjrb.png,sunda,train,68,42,33,4.0,,0.12121212121212122
XxWkw905.png,lontara,train,964,72,72,5.656854249492381,-1.0,0.07856742013183862
r3tGNzm6.jpg,jawa,train,2834,1223,1223,2.8284271247461903,,0.002312695931926566
fKyxPzrH.png,pegon,train,201,165,165,4.0,,0.024242424242424242
V8n1dXSm.png,lampung,train,230,68,64,4.0,-4.0,0.0625
TxG9PdgC.png,jawi,train,117,86,75,6.0,,0.08
CU4SljdE.png,lontara,train,866,54,41,5.656854249492381,0.0,0.13797205486566783
GGMdDpgF.png,jawa,train,650,51,51,4.0,0.0,0.0784313725490196
PAWQTNXw.png,jawa,train,520,91,91,2.0,0.0,0.02197802197802198
ET3InrVE.png,jawi,train,64,50,34,4.47213595499958,,0.1315334104411641
E9Tm3Fpb.png,jawi,train,817,78,78,7.211102550927978,0.0,0.09245003270420485
doyUwjr8.png,pegon,train,145,127,127,2.8284271247461903,,0.022271079722410946
6wUPvKhT.png,sunda,train,66,55,40,4.0,,0.1
t3xloWkI.png,jawa,train,493,89,89,4.0,0.0,0.0449438202247191
reK9JAqs.png,lontara,train,944,79,74,5.656854249492381,-2.0,0.07644397634449163
QBi4np6m.png,jawi,train,168,90,87,8.0,,0.09195402298850575
pugriEKg.jpg,pegon,train,768,768,733,6.0,,0.008185538881309686
sneBuutJ.png,sunda,train,803,46,40,4.0,0.0,0.1
VA317cEJ.jpg,pegon,train,677,453,393,2.0,,0.005089058524173028
wo76s5ii.png,pegon,train,150,138,138,2.8284271247461903,,0.02049584873004486
vtF71dpN.png,lampung,train,116,38,30,2.8284271247461903,5.0,0.09428090415820635
gGNLaVqC.png,jawi,train,802,84,84,6.324555320336759,0.0,0.07529232524210427
fEIpVd4O.png,jawa,train,676,59,59,2.0,0.0,0.03389830508474576
eZChotVz.png,jawi,train,82,45,34,6.0,,0.17647058823529413
EdHsJlgR.png,jawa,train,933,65,65,4.0,0.0,0.06153846153846154
813ukdjO.png,pegon,train,140,142,142,4.0,,0.028169014084507043
BLCK8n8x.png,jawi,train,205,56,47,4.0,0.0,0.0851063829787234
W1C1YnzQ.png,jawi,train,518,68,48,4.0,0.0,0.08333333333333333
91iDVf68.png,lampung,train,115,42,38,2.0,,0.05263157894736842
81j5zVEb.png,lampung,train,152,36,36,4.0,2.0,0.1111111111111111
mapjGkc3.png,bali,train,1447,56,56,4.0,0.0,0.07142857142857142
JMxapaoo.png,lontara,train,1061,46,46,4.47213595499958,0.0,0.09722034684781695
4nuIEMKJ.png,jawa,train,828,71,71,4.47213595499958,-1.0,0.06298783035210676
jtYjaI51.png,lampung,train,133,36,35,4.0,-2.0,0.11428571428571428
ydLzP6nj.png,lampung,train,126,37,27,2.8284271247461903,-1.0,0.10475656017578483
SBmp4ejo.png,jawi,train,210,75,69,5.656854249492381,,0.08198339492017943
WthKsRUl.png,lontara,train,748,56,56,5.656854249492381,1.0,0.10101525445522108
DZTo0L77.png,lampung,train,151,40,30,2.8284271247461903,0.0,0.09428090415820635
OfSyjlyN.png,jawi,train,76,49,30,2.8284271247461903,,0.09428090415820635
NQ0U6894.png,jawi,train,271,60,37,4.0,0.0,0.10810810810810811
VvWr2DRJ.jpg,pegon,train,1280,720,715,4.0,,0.005594405594405594
Mzb4wZCZ.png,jawa,train,875,76,76,4.0,-1.0,0.05263157894736842
Qb6CW7sv.png,lontara,train,944,54,52,4.47213595499958,0.0,0.08600261451922268
v6kj867e.png,lampung,train,145,31,31,2.8284271247461903,-4.0,0.09123958466923195
SsWU9PM8.png,sunda,train,40,36,25,4.0,,0.16
hgbUOPe3.png,sunda,train,67,39,31,4.0,,0.12903225806451613
sncIXO2l.png,lontara,train,868,51,51,4.47213595499958,1.0,0.08768894029410941
FjH55jbg.png,sunda,train,70,61,38,6.0,,0.15789473684210525
XOj8QBf5.png,bali,train,1371,54,54,2.8284271247461903,0.0,0.052378280087892415
qUOpSY2G.png,lampung,train,121,43,40,2.8284271247461903,,0.07071067811865475
7i1dsQVN.png,pegon,train,146,137,137,4.47213595499958,,0.032643328138683064
fVa1V6Yb.png,jawa,train,950,79,79,2.0,0.0,0.02531645569620253
BfCvYSjw.png,sunda,train,802,44,38,4.0,0.0,0.10526315789473684
9TAbChoL.png,jawa,train,653,94,94,2.0,0.0,0.02127659574468085
rAElAId0.png,jawi,train,349,69,69,4.0,0.0,0.057971014492753624
tvhWK7Hy.png,bali,train,1446,56,56,4.0,0.0,0.07142857142857142
0HGBgMZi.png,jawi,train,442,73,73,4.47213595499958,-2.0,0.06126213636985726
gOonbitg.png,lontara,train,797,49,49,4.47213595499958,0.0,0.09126808071427714
AWERVvHG.png,sunda,train,767,96,55,5.656854249492381,-1.0,0.102851895445316
o3CxD95x.png,jawa,train,434,75,75,4.0,0.0,0.05333333333333334
eLBBW2QF.png,sunda,train,805,40,40,4.0,0.0,0.1
xNBTYUed.png,bali,train,1540,61,61,4.0,0.0,0.06557377049180328
NvJjdbil.png,jawi,train,314,65,62,6.0,0.0,0.0967741935483871
kroxfm4S.png,lampung,train,143,36,30,2.8284271247461903,0.0,0.09428090415820635
4FK8CmTj.png,jawa,train,648,81,81,2.0,0.0,0.024691358024691357
IjWB2eiN.png,jawi,train,635,67,67,4.47213595499958,0.0,0.06674829783581462
VObY0cqk.jpg,pegon,train,1967,1724,1724,4.0,,0.002320185614849188
lzSevp4g.png,sunda,train,124,58,57,4.47213595499958,,0.07845852552630841
rfMDau6y.png,jawi,train,412,81,80,6.324555320336759,0.0,0.07905694150420949
1n55t9rr.png,jawi,train,69,56,25,4.0,,0.16
3xzUVc3u.png,sunda,train,162,59,53,4.0,,0.07547169811320754
dwY5xOLe.png,lampung,train,199,85,81,4.0,,0.04938271604938271
LDR67vYw.png,lampung,train,171,69,59,4.0,,0.06779661016949153
d99PX5Ja.png,bali,train,358,57,56,2.0,0.0,0.03571428571428571
oIQUcmLf.png,jawi,train,838,94,91,4.0,0.0,0.04395604395604396
PnJm72Pb.png,sunda,train,175,42,31,4.0,0.0,0.12903225806451613
58182AjM.png,sunda,train,55,56,29,6.0,,0.20689655172413793
rbX8udzi.png,lampung,train,73,31,25,2.0,,0.08
s6S2jmQV.png,sunda,train,50,55,44,5.656854249492381,,0.128564869306645
2LT7SZwr.png,jawa,train,850,66,66,4.47213595499958,0.0,0.06775963568181181
u2hfbgTK.png,jawa,train,912,76,76,4.47213595499958,0.0,0.05884389414473131
VMP4kZ1O.png,jawi,train,805,80,80,6.0,0.0,0.075
x3hDUkle.png,jawa,train,664,66,66,2.0,0.0,0.030303030303030304
UiPZ7edq.png,lontara,train,942,52,49,5.656854249492381,0.0,0.11544600509168124
Ps8l8f2o.png,lontara,train,417,52,52,5.656854249492381,-1.0,0.10878565864408424
waNwx08C.png,bali,train,1412,57,57,4.0,0.0,0.07017543859649122
yU3u4hYx.png,jawi,train,21,25,19,4.0,,0.21052631578947367
PfkSwejU.png,lontara,train,949,63,60,5.656854249492381,0.0,0.09428090415820635
3q0rYDno.png,pegon,train,140,137,137,2.8284271247461903,,0.02064545346530066
5yH82hWM.png,jawi,train,746,44,40,4.0,0.0,0.1
bNohXPr9.png,jawi,train,266,69,59,4.0,0.0,0.06779661016949153
Y0M39Mof.png,lontara,train,999,58,58,5.656854249492381,1.0,0.09753196981883415
QitMTWIs.png,sunda,train,788,75,60,4.47213595499958,0.0,0.07453559924999299
3X5nVAVF.png,bali,train,1378,64,64,4.0,-1.0,0.0625
9QkzJWYC.png,bali,train,864,864,789,16.0,,0.020278833967046894
G02HH7pZ.png,pegon,train,825,70,70,4.0,0.0,0.05714285714285714
isCRUjsC.jpg,pegon,train,1280,734,734,4.0,,0.005449591280653951
4i1G43sq.png,lontara,train,318,49,49,7.211102550927978,0.0,0.14716535818220364
mMgmhdVW.png,lampung,train,55,34,25,2.8284271247461903,,0.1131370849898476
c1Ec9G4r.png,jawa,train,909,68,68,4.0,0.0,0.058823529411764705
efuoz9rC.png,lampung,train,143,36,32,4.0,-2.0,0.125
jfpGCWXC.png,bali,train,730,61,59,4.0,0.0,0.06779661016949153
XFGzYUI3.png,sunda,train,775,67,55,4.0,-1.0,0.07272727272727272
lwSlyHKB.png,bali,train,161,74,57,4.0,,0.07017543859649122
cJWdEO6y.png,jawi,train,851,59,51,4.0,0.0,0.0784313725490196
ICgXhk2z.png,jawi,train,524,56,46,4.47213595499958,0.0,0.09722034684781695
lwmeawxL.png,jawi,train,424,71,71,6.0,1.0,0.08450704225352113
8LHeooKP.png,lampung,train,139,36,30,2.8284271247461903,-1.0,0.09428090415820635
rEohqrKO.webp,jawa,train,720,447,423,8.246211251235321,,0.0194945892464192
S7tOC4MU.png,sunda,train,790,72,60,4.47213595499958,0.0,0.07453559924999299
tHJHoMuu.png,jawa,train,916,90,90,2.0,0.0,0.022222222222222223
rAKwhp69.png,jawi,train,777,66,66,7.211102550927978,0.0,0.10925912955951482
enryLTKQ.png,jawi,train,810,92,92,8.0,0.0,0.08695652173913043
IpnJvcln.png,sunda,train,138,56,55,4.47213595499958,,0.08131156281817417
B9Ev6phT.png,jawa,train,975,80,80,2.0,0.0,0.025
