image_id,label,split,w,h,fmt,ctype,pred_c,pred_x,conf_x,pred,conf,agree,pp_w,pp_h,raw_glyph_h,n_glyphs,v2_scale,v2_glyph_h,zoom_to_line_scale
yH2Pop2c.jpg,jawi,train,2098,1424,JPEG,page,5.0,5.0,0.8877055017551322,,,,2098,1424,24.0,1972,0.11235955056179775,2.696629213483146,2.375
bv4i3Hy5.jpg,lampung,train,387,516,JPEG,page,3.0,3.0,0.9191561481864392,,,,387,516,13.0,66,0.31007751937984496,4.0310077519379846,4.384615384615385
A2gApZnB.jpg,lampung,train,488,409,JPEG,page,2.0,2.0,0.4870808823139823,,,,488,409,15.0,16,0.39119804400978,5.8679706601467,3.8
7gXMJG6J.webp,lontara,train,720,405,WEBP,page,4.0,4.0,0.9293801455566204,,,,720,405,12.5,158,0.3950617283950617,4.938271604938271,4.56
f9cIdnQp.jpg,sunda,train,1024,581,JPEG,page,1.0,1.0,0.7599310288972292,,,,1024,581,10.0,295,0.27538726333907054,2.7538726333907055,5.7
XhzyZXBX.jpg,pegon,train,830,485,JPEG,page,5.0,5.0,0.9019720505614278,,,,830,485,5.0,610,0.32989690721649484,1.6494845360824741,11.4
Imsi27LU.jpg,lontara,train,645,923,JPEG,page,4.0,4.0,0.9428611960719824,,,,645,923,24.0,161,0.1733477789815818,4.160346695557963,2.375
MDiV8shM.jpg,lampung,train,1138,316,JPEG,page,3.0,3.0,0.917094230961702,,,,1055,305,17.0,125,0.5245901639344263,8.918032786885247,3.3529411764705883
wE8el0Ro.jpg,pegon,train,480,360,JPEG,page,5.0,5.0,0.9337101500282818,,,,480,360,18.0,31,0.4444444444444444,8.0,3.1666666666666665
lWjk9Tvo.jpg,lampung,train,1280,720,JPEG,page,3.0,3.0,0.914098498157099,,,,1280,720,10.5,12,0.2222222222222222,2.333333333333333,5.428571428571429
u6OG4OU1.jpg,jawa,train,449,252,JPEG,page,1.0,1.0,0.8948188583795159,,,,434,252,18.0,123,0.6349206349206349,11.428571428571427,3.1666666666666665
k2KtRniI.jpg,pegon,train,878,576,JPEG,page,5.0,5.0,0.9211575463497064,,,,854,539,11.0,1269,0.29684601113172543,3.2653061224489797,5.181818181818182
ze6LVt3f.jpg,jawa,train,1280,720,JPEG,page,1.0,1.0,0.8848327746694902,,,,1280,720,40.0,167,0.2222222222222222,8.88888888888889,1.425
goMVEr9M.jpg,jawi,train,1200,630,JPEG,page,2.0,5.0,0.9101775898770708,,,,1200,630,9.0,1392,0.25396825396825395,2.2857142857142856,6.333333333333333
nB7tdnSn.png,jawi,train,600,600,PNG,page,2.0,2.0,0.8521411789927036,,,,597,227,18.0,15,0.7048458149779736,12.687224669603525,3.1666666666666665
JfHP176N.jpg,lampung,train,1200,700,JPEG,page,3.0,3.0,0.8927198645106577,,,,1200,700,46.0,83,0.22857142857142856,10.514285714285714,1.2391304347826086
XmDXsCvc.webp,jawa,train,300,417,WEBP,page,1.0,1.0,0.9064667094924368,,,,300,417,13.0,116,0.38369304556354916,4.988009592326139,4.384615384615385
sgJcQYI6.jpg,lontara,train,444,280,JPEG,page,4.0,4.0,0.7348831252437436,,,,444,280,6.0,367,0.5714285714285714,3.4285714285714284,9.5
bIVEz5kB.jpg,sunda,train,354,355,JPEG,page,6.0,6.0,0.902884391490444,,,,160,193,,1,0.8290155440414507,,
WtdYMinR.jpg,pegon,train,410,418,JPEG,page,5.0,5.0,0.9406786811496224,,,,410,418,5.0,261,0.3827751196172249,1.9138755980861244,11.4
cLcF0nUi.png,lampung,train,640,758,PNG,page,3.0,3.0,0.921055853501889,,,,640,758,12.0,380,0.21108179419525067,2.532981530343008,4.75
TWaDlRbb.jpg,bali,train,960,1200,JPEG,page,0.0,0.0,0.9090423730384763,,,,960,1200,25.0,185,0.13333333333333333,3.3333333333333335,2.28
4sQkkgkH.png,lampung,train,425,521,PNG,page,2.0,2.0,0.4487759042245215,,,,425,521,6.0,144,0.30710172744721687,1.8426103646833012,9.5
Qq8v0hKp.jpg,jawa,train,423,568,JPEG,page,1.0,1.0,0.9096285914150606,,,,423,568,17.0,153,0.28169014084507044,4.788732394366197,3.3529411764705883
ydlfeeQR.jpg,bali,train,1477,1108,JPEG,page,0.0,0.0,0.9271621190160164,,,,1477,1108,13.0,945,0.1444043321299639,1.8772563176895307,4.384615384615385
CNGbKP8u.jpg,jawa,train,481,280,JPEG,page,1.0,1.0,0.898818737500003,,,,481,280,12.0,150,0.5714285714285714,6.857142857142857,4.75
nOkBZWxv.png,jawa,train,811,613,PNG,page,1.0,1.0,0.901631234267215,,,,811,613,28.0,74,0.26101141924959215,7.30831973898858,2.0357142857142856
zf8bKPv6.png,sunda,train,1200,900,PNG,page,6.0,6.0,0.9046164991846902,,,,1142,893,28.0,152,0.1791713325867861,5.016797312430011,2.0357142857142856
iWeZ1ZEc.jpg,jawi,train,235,300,JPEG,page,5.0,5.0,0.846037712542709,,,,235,300,6.0,245,0.5333333333333333,3.2,9.5
h0LtJbi8.jpg,jawi,train,360,466,JPEG,page,3.0,3.0,0.8848823623771748,,,,343,437,7.0,96,0.36613272311212813,2.5629290617848968,8.142857142857142
8dfolTMF.jpg,jawi,train,469,754,JPEG,page,5.0,5.0,0.878174665616576,,,,469,754,9.0,455,0.21220159151193635,1.9098143236074272,6.333333333333333
gb8TzDfD.webp,jawa,train,1200,675,WEBP,page,1.0,1.0,0.8988835103023805,,,,1200,675,38.0,91,0.23703703703703705,9.007407407407408,1.5
Q5TmKwnk.jpg,pegon,train,1280,720,JPEG,page,5.0,5.0,0.9357293815472034,,,,954,720,14.0,785,0.2222222222222222,3.1111111111111107,4.071428571428571
AKUar1TE.jpg,jawa,train,1280,720,JPEG,page,1.0,1.0,0.8922911466900715,,,,1001,720,34.0,80,0.2222222222222222,7.555555555555555,1.6764705882352942
kdPAng3j.jpg,lampung,train,1280,720,JPEG,page,3.0,3.0,0.9090088213820714,,,,1173,680,39.0,74,0.23529411764705882,9.176470588235293,1.4615384615384615
drKaI6XR.jpg,pegon,train,1247,980,JPEG,page,5.0,5.0,0.728451401484811,,,,1247,940,12.0,863,0.1702127659574468,2.0425531914893615,4.75
P5yudurv.jpg,lampung,train,952,476,JPEG,page,3.0,3.0,0.7834631158532435,,,,926,427,20.0,224,0.3747072599531616,7.494145199063232,2.85
dKpZfhoe.jpg,pegon,train,738,1600,JPEG,page,5.0,5.0,0.9083150551264824,,,,738,1600,20.0,177,0.1,2.0,2.85
kI1F48fG.jpg,sunda,train,566,619,JPEG,page,6.0,1.0,0.6450267940163985,,,,566,619,13.0,175,0.25848142164781907,3.360258481421648,4.384615384615385
QXjb5GEa.jpg,lampung,train,720,1280,JPEG,page,3.0,3.0,0.3506321200988587,,,,720,1280,19.0,207,0.125,2.375,3.0
2v8NSzWR.jpg,pegon,train,490,354,JPEG,page,2.0,5.0,0.5370383681028406,,,,490,354,6.0,456,0.4519774011299435,2.711864406779661,9.5
9l4LMazG.png,lontara,train,1366,768,PNG,page,4.0,1.0,0.5177816052960917,,,,1259,754,14.0,972,0.21220159151193635,2.970822281167109,4.071428571428571
d81F6pxi.jpg,lampung,train,735,1040,JPEG,page,3.0,3.0,0.8471420268364374,,,,697,1039,45.0,84,0.15399422521655437,6.9297401347449465,1.2666666666666666
KpRcwnvc.jpg,lontara,train,404,316,JPEG,page,4.0,4.0,0.9321818122536836,,,,404,178,30.0,26,0.898876404494382,26.96629213483146,1.9
cgV69blO.jpg,jawi,train,1080,763,JPEG,page,5.0,3.0,0.3693278905585086,,,,1055,752,9.0,423,0.2127659574468085,1.9148936170212767,6.333333333333333
DnWDDnKs.webp,pegon,train,600,338,WEBP,page,5.0,5.0,0.9303757423761272,,,,600,338,5.0,128,0.47337278106508873,2.3668639053254434,11.4
bSmzSSsW.jpg,lampung,train,700,350,JPEG,page,3.0,3.0,0.8606520828171519,,,,567,311,15.5,70,0.5144694533762058,7.974276527331189,3.6774193548387095
0lPkokiG.jpg,lampung,train,1000,915,JPEG,page,3.0,3.0,0.9059456305598532,,,,971,871,33.0,122,0.18369690011481057,6.061997703788749,1.7272727272727273
lWqGfthg.jpg,jawi,train,250,377,JPEG,page,5.0,5.0,0.9112074405533764,,,,250,377,7.0,4,0.4244031830238727,2.970822281167109,8.142857142857142
xoWpVy3M.jpg,bali,train,500,500,JPEG,page,0.0,0.0,0.9263803048636408,,,,500,500,16.0,185,0.32,5.12,3.5625
CqSvfsrM.jpg,lampung,train,570,588,JPEG,page,3.0,3.0,0.8982782734064276,,,,568,588,12.0,235,0.272108843537415,3.2653061224489797,4.75
wJLSOF58.jpg,lontara,train,770,450,JPEG,page,4.0,4.0,0.9147899480225246,,,,770,450,11.0,490,0.35555555555555557,3.9111111111111114,5.181818181818182
EnhSkTfz.png,jawa,train,306,300,PNG,page,1.0,1.0,0.7463949871474148,,,,135,99,55.0,5,1.6161616161616161,88.88888888888889,1.0363636363636364
u3c9ZTqQ.jpg,jawa,train,720,452,JPEG,page,1.0,1.0,0.8926363151847724,,,,720,426,8.0,520,0.3755868544600939,3.004694835680751,7.125
0RrfREkM.jpg,pegon,train,747,531,JPEG,page,2.0,5.0,0.5249411786795801,,,,747,531,8.0,188,0.3013182674199623,2.4105461393596985,7.125
14vVVl4E.png,pegon,train,800,595,PNG,page,5.0,5.0,0.8149203011128527,,,,800,595,8.0,607,0.2689075630252101,2.1512605042016806,7.125
BtN0snf5.jpg,pegon,train,744,536,JPEG,page,5.0,5.0,0.9294336870894078,,,,744,536,6.0,987,0.29850746268656714,1.7910447761194028,9.5
0qieWTAa.jpg,pegon,train,446,330,JPEG,page,5.0,1.0,0.8302357821623969,,,,415,326,4.0,16,0.49079754601226994,1.9631901840490797,14.25
JUcIlUlw.jpg,jawa,train,480,360,JPEG,page,1.0,1.0,0.9064877831500266,,,,480,360,10.0,315,0.4444444444444444,4.444444444444445,5.7
Pwxovv4w.jpg,pegon,train,768,472,JPEG,page,5.0,5.0,0.9453143572301737,,,,768,472,7.0,454,0.3389830508474576,2.3728813559322033,8.142857142857142
pVaurMOE.png,sunda,train,729,331,PNG,page,6.0,6.0,0.8954480818521448,,,,729,331,21.0,37,0.48338368580060426,10.15105740181269,2.7142857142857144
W9YzgCDe.jpg,bali,train,870,1160,JPEG,page,0.0,0.0,0.8860282745419523,,,,870,1160,8.0,1063,0.13793103448275862,1.103448275862069,7.125
crv2qL3d.jpg,jawa,train,483,341,JPEG,page,1.0,1.0,0.8775220973935347,,,,483,341,17.0,160,0.46920821114369504,7.976539589442815,3.3529411764705883
26CqbMpI.jpg,sunda,train,415,405,JPEG,page,3.0,6.0,0.4409777869201069,,,,292,331,12.0,15,0.48338368580060426,5.800604229607251,4.75
EIbBGv9G.jpg,bali,train,768,1024,JPEG,page,0.0,3.0,0.3567001409538264,,,,632,570,8.0,573,0.2807017543859649,2.245614035087719,7.125
fB1k6OYk.jpg,jawa,train,1000,750,JPEG,page,6.0,6.0,0.8193632493575636,,,,1000,750,23.0,131,0.21333333333333335,4.906666666666667,2.4782608695652173
NZrTPBsT.jpg,jawa,train,736,1308,JPEG,page,1.0,1.0,0.3294166018433773,,,,736,1308,35.0,124,0.12232415902140673,4.281345565749235,1.6285714285714286
QMe5Qa85.jpg,lampung,train,1200,675,JPEG,page,3.0,3.0,0.9188982022887396,,,,1200,670,41.0,61,0.23880597014925373,9.791044776119403,1.3902439024390243
9W5axwiz.jpg,pegon,train,1239,1800,JPEG,page,5.0,5.0,0.8843796470834941,,,,1239,1800,14.0,508,0.08888888888888889,1.2444444444444445,4.071428571428571
1aIVpZ2l.jpg,lampung,train,830,556,JPEG,page,3.0,3.0,0.9098466140114108,,,,830,556,11.0,227,0.28776978417266186,3.1654676258992804,5.181818181818182
Etv2CI1N.webp,lampung,train,136,296,WEBP,page,3.0,3.0,0.4395555865189585,,,,136,296,20.0,49,0.5405405405405406,10.81081081081081,2.85
vFnuGssw.jpg,lampung,train,1000,1673,JPEG,page,5.0,5.0,0.8824035624371099,,,,1000,1628,10.0,90,0.09828009828009827,0.9828009828009827,5.7
y3XQDMZv.jpg,sunda,train,960,1200,JPEG,page,1.0,1.0,0.9008005539798456,,,,960,1200,23.0,488,0.13333333333333333,3.0666666666666664,2.4782608695652173
Jm77pTKe.jpg,jawa,train,650,412,JPEG,page,1.0,1.0,0.896665626361441,,,,538,412,8.0,277,0.3883495145631068,3.1067961165048543,7.125
L5ew6cf9.jpg,pegon,train,1200,948,JPEG,page,5.0,5.0,0.9341408323774176,,,,1200,948,78.0,61,0.16877637130801687,13.164556962025316,0.7307692307692307
XE1yQhgw.webp,sunda,train,2048,1152,WEBP,page,6.0,6.0,0.8374439297612134,,,,2048,1152,28.0,363,0.1388888888888889,3.8888888888888893,2.0357142857142856
T4CwXbxe.jpg,bali,train,870,286,JPEG,page,0.0,0.0,0.9307604429547488,,,,833,286,28.0,93,0.5594405594405595,15.664335664335665,2.0357142857142856
qyPXddz2.jpg,pegon,train,800,800,JPEG,page,5.0,5.0,0.9301398698351504,,,,800,800,12.0,403,0.2,2.4000000000000004,4.75
AjwosTfp.png,pegon,train,625,905,PNG,page,2.0,5.0,0.5747490140219439,,,,625,905,15.0,269,0.17679558011049723,2.6519337016574585,3.8
RY9pKXN7.jpg,bali,train,500,300,JPEG,page,0.0,1.0,0.3868240291729332,,,,500,300,7.0,112,0.5333333333333333,3.7333333333333334,8.142857142857142
kne37dqn.jpg,jawa,train,1280,720,JPEG,page,1.0,1.0,0.910652043416404,,,,1276,676,35.0,136,0.23668639053254437,8.284023668639053,1.6285714285714286
ogPEoW0X.jpg,sunda,train,800,400,JPEG,page,1.0,6.0,0.5247873421039514,,,,800,400,8.0,570,0.4,3.2,7.125
HEcsD6AX.png,bali,train,5000,1705,PNG,page,0.0,0.0,0.9244571033699072,,,,4873,1705,,1,0.093841642228739,,
zasgaCVk.jpg,pegon,train,1320,990,JPEG,page,2.0,2.0,0.7552798902007719,,,,1320,990,17.0,234,0.16161616161616163,2.747474747474748,3.3529411764705883
Zm78KvRV.jpg,pegon,train,1360,903,JPEG,page,5.0,5.0,0.9288655349338264,,,,1360,903,5.0,24,0.17718715393134,0.8859357696567,11.4
pL1TEs2W.webp,pegon,train,759,450,WEBP,page,5.0,5.0,0.8810678307284744,,,,759,450,6.0,83,0.35555555555555557,2.1333333333333333,9.5
9rr8VvDa.jpg,jawa,train,640,492,JPEG,page,1.0,1.0,0.9009692777530643,,,,640,492,10.0,586,0.3252032520325203,3.252032520325203,5.7
